financial_quarter,sending_location,age_group,measure,value,scotland_value,rate,scotland_rate
2019/20 Q3,East Renfrewshire,0-17 years,Emergency Admissions,0,0,NA,NA
2019/20 Q3,East Renfrewshire,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,East Renfrewshire,18-64 years,A&E Attendances,5,365,125,113.2
2019/20 Q3,East Renfrewshire,18-64 years,Emergency Admissions,5,300,125,92.6
2019/20 Q3,East Renfrewshire,18-64 years,Emergency Admissions Bed Days,25,5775,625,1790.7
2019/20 Q3,East Renfrewshire,65-74 years,A&E Attendances,5,430,71.4,112.1
2019/20 Q3,East Renfrewshire,65-74 years,Emergency Admissions,10,400,142.9,103.8
2019/20 Q3,East Renfrewshire,65-74 years,Emergency Admissions Bed Days,210,6880,3000,1794
2019/20 Q3,East Renfrewshire,75-84 years,A&E Attendances,25,1240,128.2,118
2019/20 Q3,East Renfrewshire,75-84 years,Emergency Admissions,20,1090,102.6,103.4
2019/20 Q3,East Renfrewshire,75-84 years,Emergency Admissions Bed Days,540,13825,2769.2,1316
2019/20 Q3,East Renfrewshire,85+ years,A&E Attendances,60,1865,133.3,108.4
2019/20 Q3,East Renfrewshire,85+ years,Emergency Admissions,35,1555,77.8,90
2019/20 Q3,East Renfrewshire,85+ years,Emergency Admissions Bed Days,360,15830,800,920.3
2019/20 Q3,East Renfrewshire,Unknown,A&E Attendances,0,0,NA,NA
2019/20 Q3,East Renfrewshire,Unknown,Emergency Admissions,0,0,NA,NA
2019/20 Q3,East Renfrewshire,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,Falkirk,All Ages,A&E Attendances,125,3910,112.6,112.4
2019/20 Q3,Falkirk,All Ages,Emergency Admissions,100,3350,90.1,95.9
2019/20 Q3,Falkirk,All Ages,Emergency Admissions Bed Days,825,42310,743.2,1216.5
2019/20 Q3,Falkirk,0-17 years,A&E Attendances,0,0,NA,NA
2019/20 Q3,Falkirk,0-17 years,Emergency Admissions,0,0,NA,NA
2019/20 Q3,Falkirk,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,Falkirk,18-64 years,A&E Attendances,15,365,93.8,113.2
2019/20 Q3,Falkirk,18-64 years,Emergency Admissions,15,300,93.8,92.6
2019/20 Q3,Falkirk,18-64 years,Emergency Admissions Bed Days,195,5775,1218.8,1790.7
2019/20 Q3,Falkirk,65-74 years,A&E Attendances,15,430,107.1,112.1
2019/20 Q3,Falkirk,65-74 years,Emergency Admissions,15,400,107.1,103.8
2019/20 Q3,Falkirk,65-74 years,Emergency Admissions Bed Days,85,6880,607.1,1794
2019/20 Q3,Falkirk,75-84 years,A&E Attendances,40,1240,117.6,118
2019/20 Q3,Falkirk,75-84 years,Emergency Admissions,30,1090,88.2,103.4
2019/20 Q3,Falkirk,75-84 years,Emergency Admissions Bed Days,265,13825,779.4,1316
2019/20 Q3,Falkirk,85+ years,A&E Attendances,55,1865,117,108.4
2019/20 Q3,Falkirk,85+ years,Emergency Admissions,40,1555,85.1,90
2019/20 Q3,Falkirk,85+ years,Emergency Admissions Bed Days,280,15830,595.7,920.3
2019/20 Q3,Falkirk,Unknown,A&E Attendances,0,0,NA,NA
2019/20 Q3,Falkirk,Unknown,Emergency Admissions,0,0,NA,NA
2019/20 Q3,Falkirk,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,Fife,All Ages,A&E Attendances,270,3910,106.9,112.4
2019/20 Q3,Fife,All Ages,Emergency Admissions,295,3350,116.8,95.9
2019/20 Q3,Fife,All Ages,Emergency Admissions Bed Days,2830,42310,1120.8,1216.5
2019/20 Q3,Fife,0-17 years,A&E Attendances,0,0,NA,NA
2019/20 Q3,Fife,0-17 years,Emergency Admissions,0,0,NA,NA
2019/20 Q3,Fife,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,Fife,18-64 years,A&E Attendances,15,365,76.9,113.2
2019/20 Q3,Fife,18-64 years,Emergency Admissions,15,300,76.9,92.6
2019/20 Q3,Fife,18-64 years,Emergency Admissions Bed Days,100,5775,512.8,1790.7
2019/20 Q3,Fife,65-74 years,A&E Attendances,35,430,120.7,112.1
2019/20 Q3,Fife,65-74 years,Emergency Admissions,35,400,120.7,103.8
2019/20 Q3,Fife,65-74 years,Emergency Admissions Bed Days,490,6880,1689.7,1794
2019/20 Q3,Fife,75-84 years,A&E Attendances,85,1240,109,118
2019/20 Q3,Fife,75-84 years,Emergency Admissions,100,1090,128.2,103.4
2019/20 Q3,Fife,75-84 years,Emergency Admissions Bed Days,1290,13825,1653.8,1316
2019/20 Q3,Fife,85+ years,A&E Attendances,135,1865,107.6,108.4
2019/20 Q3,Fife,85+ years,Emergency Admissions,145,1555,115.5,90
2019/20 Q3,Fife,85+ years,Emergency Admissions Bed Days,945,15830,753,920.3
2019/20 Q3,Fife,Unknown,A&E Attendances,0,0,NA,NA
2019/20 Q3,Fife,Unknown,Emergency Admissions,0,0,NA,NA
2019/20 Q3,Fife,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,Glasgow City,All Ages,A&E Attendances,585,3910,141.1,112.4
2019/20 Q3,Glasgow City,All Ages,Emergency Admissions,480,3350,115.8,95.9
2019/20 Q3,Glasgow City,All Ages,Emergency Admissions Bed Days,7950,42310,1918,1216.5
2019/20 Q3,Glasgow City,0-17 years,A&E Attendances,0,0,NA,NA
2019/20 Q3,Glasgow City,0-17 years,Emergency Admissions,0,0,NA,NA
2019/20 Q3,Glasgow City,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,Glasgow City,18-64 years,A&E Attendances,85,365,144.1,113.2
2019/20 Q3,Glasgow City,18-64 years,Emergency Admissions,70,300,118.6,92.6
2019/20 Q3,Glasgow City,18-64 years,Emergency Admissions Bed Days,1525,5775,2584.7,1790.7
2019/20 Q3,Glasgow City,65-74 years,A&E Attendances,70,430,119.7,112.1
2019/20 Q3,Glasgow City,65-74 years,Emergency Admissions,65,400,111.1,103.8
2019/20 Q3,Glasgow City,65-74 years,Emergency Admissions Bed Days,1340,6880,2290.6,1794
2019/20 Q3,Glasgow City,75-84 years,A&E Attendances,185,1240,147.4,118
2019/20 Q3,Glasgow City,75-84 years,Emergency Admissions,160,1090,127.5,103.4
2019/20 Q3,Glasgow City,75-84 years,Emergency Admissions Bed Days,2445,13825,1948.2,1316
2019/20 Q3,Glasgow City,85+ years,A&E Attendances,245,1865,142.9,108.4
2019/20 Q3,Glasgow City,85+ years,Emergency Admissions,180,1555,105,90
2019/20 Q3,Glasgow City,85+ years,Emergency Admissions Bed Days,2640,15830,1539.4,920.3
2019/20 Q3,Glasgow City,Unknown,A&E Attendances,0,0,NA,NA
2019/20 Q3,Glasgow City,Unknown,Emergency Admissions,0,0,NA,NA
2019/20 Q3,Glasgow City,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,Highland,All Ages,A&E Attendances,150,3910,78.5,112.4
2019/20 Q3,Highland,All Ages,Emergency Admissions,140,3350,73.3,95.9
2019/20 Q3,Highland,All Ages,Emergency Admissions Bed Days,1745,42310,913.6,1216.5
2019/20 Q3,Highland,0-17 years,A&E Attendances,0,0,NA,NA
2019/20 Q3,Highland,0-17 years,Emergency Admissions,0,0,NA,NA
2019/20 Q3,Highland,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,Highland,18-64 years,A&E Attendances,10,365,52.6,113.2
2019/20 Q3,Highland,18-64 years,Emergency Admissions,10,300,52.6,92.6
2019/20 Q3,Highland,18-64 years,Emergency Admissions Bed Days,595,5775,3131.6,1790.7
2019/20 Q3,Highland,65-74 years,A&E Attendances,15,430,75,112.1
2019/20 Q3,Highland,65-74 years,Emergency Admissions,15,400,75,103.8
2019/20 Q3,Highland,65-74 years,Emergency Admissions Bed Days,215,6880,1075,1794
2019/20 Q3,Highland,75-84 years,A&E Attendances,45,1240,82.6,118
2019/20 Q3,Highland,75-84 years,Emergency Admissions,45,1090,82.6,103.4
2019/20 Q3,Highland,75-84 years,Emergency Admissions Bed Days,350,13825,642.2,1316
2019/20 Q3,Highland,85+ years,A&E Attendances,75,1865,76.9,108.4
2019/20 Q3,Highland,85+ years,Emergency Admissions,65,1555,66.7,90
2019/20 Q3,Highland,85+ years,Emergency Admissions Bed Days,580,15830,594.9,920.3
2019/20 Q3,Highland,Unknown,A&E Attendances,0,0,NA,NA
2019/20 Q3,Highland,Unknown,Emergency Admissions,0,0,NA,NA
2019/20 Q3,Highland,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,Inverclyde,All Ages,A&E Attendances,105,3910,154.4,112.4
2019/20 Q3,Inverclyde,All Ages,Emergency Admissions,70,3350,102.9,95.9
2019/20 Q3,Inverclyde,All Ages,Emergency Admissions Bed Days,1350,42310,1985.3,1216.5
2019/20 Q3,Inverclyde,0-17 years,A&E Attendances,0,0,NA,NA
2019/20 Q3,Inverclyde,0-17 years,Emergency Admissions,0,0,NA,NA
2019/20 Q3,Inverclyde,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,Inverclyde,18-64 years,A&E Attendances,5,365,100,113.2
2019/20 Q3,Inverclyde,18-64 years,Emergency Admissions,5,300,100,92.6
2019/20 Q3,Inverclyde,18-64 years,Emergency Admissions Bed Days,90,5775,1800,1790.7
2019/20 Q3,Inverclyde,65-74 years,A&E Attendances,10,430,133.3,112.1
2019/20 Q3,Inverclyde,65-74 years,Emergency Admissions,10,400,133.3,103.8
2019/20 Q3,Inverclyde,65-74 years,Emergency Admissions Bed Days,120,6880,1600,1794
2019/20 Q3,Inverclyde,75-84 years,A&E Attendances,40,1240,186,118
2019/20 Q3,Inverclyde,75-84 years,Emergency Admissions,20,1090,93,103.4
2019/20 Q3,Inverclyde,75-84 years,Emergency Admissions Bed Days,330,13825,1534.9,1316
2019/20 Q3,Inverclyde,85+ years,A&E Attendances,50,1865,149.3,108.4
2019/20 Q3,Inverclyde,85+ years,Emergency Admissions,35,1555,104.5,90
2019/20 Q3,Inverclyde,85+ years,Emergency Admissions Bed Days,805,15830,2403,920.3
2019/20 Q3,Inverclyde,Unknown,A&E Attendances,0,0,NA,NA
2019/20 Q3,Inverclyde,Unknown,Emergency Admissions,0,0,NA,NA
2019/20 Q3,Inverclyde,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,Midlothian,All Ages,A&E Attendances,60,3910,127.7,112.4
2019/20 Q3,Midlothian,All Ages,Emergency Admissions,45,3350,90,95.9
2019/20 Q3,Midlothian,All Ages,Emergency Admissions Bed Days,800,42310,1702.1,1216.5
2019/20 Q3,Midlothian,0-17 years,A&E Attendances,0,0,NA,NA
2019/20 Q3,Midlothian,0-17 years,Emergency Admissions,0,0,NA,NA
2019/20 Q3,Midlothian,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,Midlothian,18-64 years,A&E Attendances,5,365,125,113.2
2019/20 Q3,Midlothian,18-64 years,Emergency Admissions,0,300,0,92.6
2019/20 Q3,Midlothian,18-64 years,Emergency Admissions Bed Days,0,5775,0,1790.7
2019/20 Q3,Midlothian,65-74 years,A&E Attendances,5,430,90.9,112.1
2019/20 Q3,Midlothian,65-74 years,Emergency Admissions,5,400,90.9,103.8
2019/20 Q3,Midlothian,65-74 years,Emergency Admissions Bed Days,190,6880,3454.5,1794
2019/20 Q3,Midlothian,75-84 years,A&E Attendances,15,1240,100,118
2019/20 Q3,Midlothian,75-84 years,Emergency Admissions,15,1090,93.8,103.4
2019/20 Q3,Midlothian,75-84 years,Emergency Admissions Bed Days,470,13825,3133.3,1316
2019/20 Q3,Midlothian,85+ years,A&E Attendances,35,1865,152.2,108.4
2019/20 Q3,Midlothian,85+ years,Emergency Admissions,20,1555,83.3,90
2019/20 Q3,Midlothian,85+ years,Emergency Admissions Bed Days,135,15830,587,920.3
2019/20 Q3,Midlothian,Unknown,A&E Attendances,0,0,NA,NA
2019/20 Q3,Midlothian,Unknown,Emergency Admissions,0,0,NA,NA
2019/20 Q3,Midlothian,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,Moray,All Ages,A&E Attendances,60,3910,96.8,112.4
2019/20 Q3,Moray,All Ages,Emergency Admissions,50,3350,80.6,95.9
2019/20 Q3,Moray,All Ages,Emergency Admissions Bed Days,465,42310,750,1216.5
2019/20 Q3,Moray,0-17 years,A&E Attendances,0,0,NA,NA
2019/20 Q3,Moray,0-17 years,Emergency Admissions,0,0,NA,NA
2019/20 Q3,Moray,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,Moray,18-64 years,A&E Attendances,10,365,125,113.2
2019/20 Q3,Moray,18-64 years,Emergency Admissions,5,300,62.5,92.6
2019/20 Q3,Moray,18-64 years,Emergency Admissions Bed Days,30,5775,375,1790.7
2019/20 Q3,Moray,65-74 years,A&E Attendances,5,430,83.3,112.1
2019/20 Q3,Moray,65-74 years,Emergency Admissions,5,400,83.3,103.8
2019/20 Q3,Moray,65-74 years,Emergency Admissions Bed Days,15,6880,250,1794
2019/20 Q3,Moray,75-84 years,A&E Attendances,20,1240,105.3,118
2019/20 Q3,Moray,75-84 years,Emergency Admissions,15,1090,78.9,103.4
2019/20 Q3,Moray,75-84 years,Emergency Admissions Bed Days,210,13825,1105.3,1316
2019/20 Q3,Moray,85+ years,A&E Attendances,30,1865,101.7,108.4
2019/20 Q3,Moray,85+ years,Emergency Admissions,25,1555,84.7,90
2019/20 Q3,Moray,85+ years,Emergency Admissions Bed Days,210,15830,711.9,920.3
2019/20 Q3,Moray,Unknown,A&E Attendances,0,0,NA,NA
2019/20 Q3,Moray,Unknown,Emergency Admissions,0,0,NA,NA
2019/20 Q3,Moray,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,North Ayrshire,All Ages,A&E Attendances,115,3910,113.9,112.4
2019/20 Q3,North Ayrshire,All Ages,Emergency Admissions,105,3350,104,95.9
2019/20 Q3,North Ayrshire,All Ages,Emergency Admissions Bed Days,995,42310,985.1,1216.5
2019/20 Q3,North Ayrshire,0-17 years,A&E Attendances,0,0,NA,NA
2019/20 Q3,North Ayrshire,0-17 years,Emergency Admissions,0,0,NA,NA
2019/20 Q3,North Ayrshire,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,North Ayrshire,18-64 years,A&E Attendances,15,365,166.7,113.2
2019/20 Q3,North Ayrshire,18-64 years,Emergency Admissions,10,300,111.1,92.6
2019/20 Q3,North Ayrshire,18-64 years,Emergency Admissions Bed Days,95,5775,1055.6,1790.7
2019/20 Q3,North Ayrshire,65-74 years,A&E Attendances,10,430,83.3,112.1
2019/20 Q3,North Ayrshire,65-74 years,Emergency Admissions,10,400,83.3,103.8
2019/20 Q3,North Ayrshire,65-74 years,Emergency Admissions Bed Days,75,6880,625,1794
2019/20 Q3,North Ayrshire,75-84 years,A&E Attendances,35,1240,106.1,118
2019/20 Q3,North Ayrshire,75-84 years,Emergency Admissions,35,1090,106.1,103.4
2019/20 Q3,North Ayrshire,75-84 years,Emergency Admissions Bed Days,305,13825,924.2,1316
2019/20 Q3,North Ayrshire,85+ years,A&E Attendances,55,1865,117,108.4
2019/20 Q3,North Ayrshire,85+ years,Emergency Admissions,50,1555,106.4,90
2019/20 Q3,North Ayrshire,85+ years,Emergency Admissions Bed Days,515,15830,1095.7,920.3
2019/20 Q3,North Ayrshire,Unknown,A&E Attendances,0,0,NA,NA
2019/20 Q3,North Ayrshire,Unknown,Emergency Admissions,0,0,NA,NA
2019/20 Q3,North Ayrshire,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,North Lanarkshire,All Ages,A&E Attendances,255,3910,162.4,112.4
2019/20 Q3,North Lanarkshire,All Ages,Emergency Admissions,175,3350,111.5,95.9
2019/20 Q3,North Lanarkshire,All Ages,Emergency Admissions Bed Days,1215,42310,773.9,1216.5
2019/20 Q3,North Lanarkshire,0-17 years,A&E Attendances,0,0,NA,0
2019/20 Q3,North Lanarkshire,0-17 years,Emergency Admissions,0,0,NA,NA
2019/20 Q3,North Lanarkshire,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,North Lanarkshire,18-64 years,A&E Attendances,15,365,214.3,113.2
2019/20 Q3,North Lanarkshire,18-64 years,Emergency Admissions,5,300,71.4,92.6
2019/20 Q3,North Lanarkshire,18-64 years,Emergency Admissions Bed Days,110,5775,1571.4,1790.7
2019/20 Q3,North Lanarkshire,65-74 years,A&E Attendances,45,430,214.3,112.1
2019/20 Q3,North Lanarkshire,65-74 years,Emergency Admissions,30,400,142.9,103.8
2019/20 Q3,North Lanarkshire,65-74 years,Emergency Admissions Bed Days,285,6880,1357.1,1794
2019/20 Q3,North Lanarkshire,75-84 years,A&E Attendances,95,1240,168.1,118
2019/20 Q3,North Lanarkshire,75-84 years,Emergency Admissions,70,1090,123.9,103.4
2019/20 Q3,North Lanarkshire,75-84 years,Emergency Admissions Bed Days,425,13825,752.2,1316
2019/20 Q3,North Lanarkshire,85+ years,A&E Attendances,100,1865,137.9,108.4
2019/20 Q3,North Lanarkshire,85+ years,Emergency Admissions,65,1555,89.7,90
2019/20 Q3,North Lanarkshire,85+ years,Emergency Admissions Bed Days,395,15830,544.8,920.3
2019/20 Q3,North Lanarkshire,Unknown,A&E Attendances,0,0,NA,NA
2019/20 Q3,North Lanarkshire,Unknown,Emergency Admissions,0,0,NA,NA
2019/20 Q3,North Lanarkshire,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,Orkney Islands,All Ages,A&E Attendances,5,3910,200,112.4
2019/20 Q3,Orkney Islands,All Ages,Emergency Admissions,5,3350,200,95.9
2019/20 Q3,Orkney Islands,All Ages,Emergency Admissions Bed Days,80,42310,3200,1216.5
2019/20 Q3,Orkney Islands,0-17 years,A&E Attendances,0,0,NA,NA
2019/20 Q3,Orkney Islands,0-17 years,Emergency Admissions,0,0,NA,NA
2019/20 Q3,Orkney Islands,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,Orkney Islands,18-64 years,A&E Attendances,0,0,NA,NA
2019/20 Q3,Orkney Islands,18-64 years,Emergency Admissions,0,0,NA,NA
2019/20 Q3,Orkney Islands,18-64 years,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,Orkney Islands,65-74 years,A&E Attendances,0,0,NA,NA
2019/20 Q3,Orkney Islands,65-74 years,Emergency Admissions,0,0,NA,NA
2019/20 Q3,Orkney Islands,65-74 years,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,Orkney Islands,75-84 years,A&E Attendances,5,1240,500,118
2019/20 Q3,Orkney Islands,75-84 years,Emergency Admissions,0,1090,0,103.4
2019/20 Q3,Orkney Islands,75-84 years,Emergency Admissions Bed Days,60,13825,6000,1316
2019/20 Q3,Orkney Islands,85+ years,A&E Attendances,5,1865,500,108.4
2019/20 Q3,Orkney Islands,85+ years,Emergency Admissions,5,1555,500,90
2019/20 Q3,Orkney Islands,85+ years,Emergency Admissions Bed Days,20,15830,2000,920.3
2019/20 Q3,Orkney Islands,Unknown,A&E Attendances,0,0,NA,NA
2019/20 Q3,Orkney Islands,Unknown,Emergency Admissions,0,0,NA,NA
2019/20 Q3,Orkney Islands,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,Perth and Kinross,All Ages,A&E Attendances,80,3910,63.2,112.4
2019/20 Q3,Perth and Kinross,All Ages,Emergency Admissions,95,3350,75.1,95.9
2019/20 Q3,Perth and Kinross,All Ages,Emergency Admissions Bed Days,1270,42310,1004,1216.5
2019/20 Q3,Perth and Kinross,0-17 years,A&E Attendances,0,0,NA,NA
2019/20 Q3,Perth and Kinross,0-17 years,Emergency Admissions,0,0,NA,NA
2019/20 Q3,Perth and Kinross,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,Perth and Kinross,18-64 years,A&E Attendances,5,365,41.7,113.2
2019/20 Q3,Perth and Kinross,18-64 years,Emergency Admissions,5,300,41.7,92.6
2019/20 Q3,Perth and Kinross,18-64 years,Emergency Admissions Bed Days,25,5775,208.3,1790.7
2019/20 Q3,Perth and Kinross,65-74 years,A&E Attendances,10,430,83.3,112.1
2019/20 Q3,Perth and Kinross,65-74 years,Emergency Admissions,10,400,83.3,103.8
2019/20 Q3,Perth and Kinross,65-74 years,Emergency Admissions Bed Days,165,6880,1375,1794
2019/20 Q3,Perth and Kinross,75-84 years,A&E Attendances,25,1240,73.5,118
2019/20 Q3,Perth and Kinross,75-84 years,Emergency Admissions,25,1090,73.5,103.4
2019/20 Q3,Perth and Kinross,75-84 years,Emergency Admissions Bed Days,185,13825,544.1,1316
2019/20 Q3,Perth and Kinross,85+ years,A&E Attendances,40,1865,58,108.4
2019/20 Q3,Perth and Kinross,85+ years,Emergency Admissions,55,1555,79.7,90
2019/20 Q3,Perth and Kinross,85+ years,Emergency Admissions Bed Days,895,15830,1297.1,920.3
2019/20 Q3,Perth and Kinross,Unknown,A&E Attendances,0,0,NA,NA
2019/20 Q3,Perth and Kinross,Unknown,Emergency Admissions,0,0,NA,NA
2019/20 Q3,Perth and Kinross,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,Renfrewshire,All Ages,A&E Attendances,210,3910,168.7,112.4
2019/20 Q3,Renfrewshire,All Ages,Emergency Admissions,150,3350,119.5,95.9
2019/20 Q3,Renfrewshire,All Ages,Emergency Admissions Bed Days,2035,42310,1634.5,1216.5
2019/20 Q3,Renfrewshire,0-17 years,A&E Attendances,0,0,NA,NA
2019/20 Q3,Renfrewshire,0-17 years,Emergency Admissions,0,0,NA,NA
2019/20 Q3,Renfrewshire,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,Renfrewshire,18-64 years,A&E Attendances,15,365,142.9,113.2
2019/20 Q3,Renfrewshire,18-64 years,Emergency Admissions,10,300,95.2,92.6
2019/20 Q3,Renfrewshire,18-64 years,Emergency Admissions Bed Days,110,5775,1047.6,1790.7
2019/20 Q3,Renfrewshire,65-74 years,A&E Attendances,25,430,185.2,112.1
2019/20 Q3,Renfrewshire,65-74 years,Emergency Admissions,20,400,148.1,103.8
2019/20 Q3,Renfrewshire,65-74 years,Emergency Admissions Bed Days,395,6880,2925.9,1794
2019/20 Q3,Renfrewshire,75-84 years,A&E Attendances,85,1240,195.4,118
2019/20 Q3,Renfrewshire,75-84 years,Emergency Admissions,60,1090,137.9,103.4
2019/20 Q3,Renfrewshire,75-84 years,Emergency Admissions Bed Days,735,13825,1689.7,1316
2019/20 Q3,Renfrewshire,85+ years,A&E Attendances,80,1865,141.6,108.4
2019/20 Q3,Renfrewshire,85+ years,Emergency Admissions,60,1555,106.2,90
2019/20 Q3,Renfrewshire,85+ years,Emergency Admissions Bed Days,800,15830,1415.9,920.3
2019/20 Q3,Renfrewshire,Unknown,A&E Attendances,0,0,NA,NA
2019/20 Q3,Renfrewshire,Unknown,Emergency Admissions,0,0,NA,NA
2019/20 Q3,Renfrewshire,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,Scottish Borders,All Ages,A&E Attendances,90,3910,115.4,112.4
2019/20 Q3,Scottish Borders,All Ages,Emergency Admissions,65,3350,83.3,95.9
2019/20 Q3,Scottish Borders,All Ages,Emergency Admissions Bed Days,785,42310,1006.4,1216.5
2019/20 Q3,Scottish Borders,0-17 years,A&E Attendances,0,0,NA,NA
2019/20 Q3,Scottish Borders,0-17 years,Emergency Admissions,0,0,NA,NA
2019/20 Q3,Scottish Borders,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,Scottish Borders,18-64 years,A&E Attendances,5,365,142.9,113.2
2019/20 Q3,Scottish Borders,18-64 years,Emergency Admissions,5,300,142.9,92.6
2019/20 Q3,Scottish Borders,18-64 years,Emergency Admissions Bed Days,10,5775,285.7,1790.7
2019/20 Q3,Scottish Borders,65-74 years,A&E Attendances,5,430,76.9,112.1
2019/20 Q3,Scottish Borders,65-74 years,Emergency Admissions,5,400,76.9,103.8
2019/20 Q3,Scottish Borders,65-74 years,Emergency Admissions Bed Days,170,6880,2615.4,1794
2019/20 Q3,Scottish Borders,75-84 years,A&E Attendances,25,1240,108.7,118
2019/20 Q3,Scottish Borders,75-84 years,Emergency Admissions,20,1090,87,103.4
2019/20 Q3,Scottish Borders,75-84 years,Emergency Admissions Bed Days,255,13825,1108.7,1316
2019/20 Q3,Scottish Borders,85+ years,A&E Attendances,55,1865,122.2,108.4
2019/20 Q3,Scottish Borders,85+ years,Emergency Admissions,40,1555,88.9,90
2019/20 Q3,Scottish Borders,85+ years,Emergency Admissions Bed Days,350,15830,777.8,920.3
2019/20 Q3,Scottish Borders,Unknown,A&E Attendances,0,0,NA,NA
2019/20 Q3,Scottish Borders,Unknown,Emergency Admissions,0,0,NA,NA
2019/20 Q3,Scottish Borders,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,Shetland Islands,All Ages,A&E Attendances,15,3910,103.4,112.4
2019/20 Q3,Shetland Islands,All Ages,Emergency Admissions,10,3350,69,95.9
2019/20 Q3,Shetland Islands,All Ages,Emergency Admissions Bed Days,65,42310,448.3,1216.5
2019/20 Q3,Shetland Islands,0-17 years,A&E Attendances,0,0,0,0
2019/20 Q3,Shetland Islands,0-17 years,Emergency Admissions,0,0,NA,NA
2019/20 Q3,Shetland Islands,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,Shetland Islands,18-64 years,A&E Attendances,0,365,0,113.2
2019/20 Q3,Shetland Islands,18-64 years,Emergency Admissions,0,0,NA,NA
2019/20 Q3,Shetland Islands,18-64 years,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,Shetland Islands,65-74 years,A&E Attendances,0,430,0,112.1
2019/20 Q3,Shetland Islands,65-74 years,Emergency Admissions,0,400,0,103.8
2019/20 Q3,Shetland Islands,65-74 years,Emergency Admissions Bed Days,5,6880,333.3,1794
2019/20 Q3,Shetland Islands,75-84 years,A&E Attendances,5,1240,142.9,118
2019/20 Q3,Shetland Islands,75-84 years,Emergency Admissions,5,1090,142.9,103.4
2019/20 Q3,Shetland Islands,75-84 years,Emergency Admissions Bed Days,15,13825,428.6,1316
2019/20 Q3,Shetland Islands,85+ years,A&E Attendances,5,1865,66.7,108.4
2019/20 Q3,Shetland Islands,85+ years,Emergency Admissions,5,1555,66.7,90
2019/20 Q3,Shetland Islands,85+ years,Emergency Admissions Bed Days,40,15830,533.3,920.3
2019/20 Q3,Shetland Islands,Unknown,A&E Attendances,0,0,NA,NA
2019/20 Q3,Shetland Islands,Unknown,Emergency Admissions,0,0,NA,NA
2019/20 Q3,Shetland Islands,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,South Ayrshire,All Ages,A&E Attendances,115,3910,139.4,112.4
2019/20 Q3,South Ayrshire,All Ages,Emergency Admissions,100,3350,120.5,95.9
2019/20 Q3,South Ayrshire,All Ages,Emergency Admissions Bed Days,1095,42310,1327.3,1216.5
2019/20 Q3,South Ayrshire,0-17 years,A&E Attendances,0,0,NA,NA
2019/20 Q3,South Ayrshire,0-17 years,Emergency Admissions,0,0,NA,NA
2019/20 Q3,South Ayrshire,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,South Ayrshire,18-64 years,A&E Attendances,15,365,250,113.2
2019/20 Q3,South Ayrshire,18-64 years,Emergency Admissions,10,300,166.7,92.6
2019/20 Q3,South Ayrshire,18-64 years,Emergency Admissions Bed Days,50,5775,833.3,1790.7
2019/20 Q3,South Ayrshire,65-74 years,A&E Attendances,10,430,142.9,112.1
