financial_year,financial_quarter,sending_location,age_group,measure,value,scotland_value,rate_per_1000,scotland_rate,nursing_care_provision
2019/20,2019/20 Q3,Highland,18-64 years,A&E Attendances,24,588,129.72,165.12,No Nursing Provision provided
2019/20,2019/20 Q3,Highland,18-64 years,Emergency Admissions,24,444,129.72,124.68,No Nursing Provision provided
2019/20,2019/20 Q3,Highland,65+ years,A&E Attendances,198,5064,115.44,158.88,No Nursing Provision provided
2019/20,2019/20 Q3,Highland,65+ years,Emergency Admissions,186,4152,108.48,130.2,No Nursing Provision provided
2019/20,2019/20 Q3,Inverclyde,18+ years,A&E Attendances,114,5652,230.28,159.48,No Nursing Provision provided
2019/20,2019/20 Q3,Inverclyde,18+ years,Emergency Admissions,78,4596,157.56,129.72,No Nursing Provision provided
2019/20,2019/20 Q3,Inverclyde,18-64 years,A&E Attendances,12,588,266.64,165.12,No Nursing Provision provided
2019/20,2019/20 Q3,Inverclyde,18-64 years,Emergency Admissions,6,444,133.32,124.68,No Nursing Provision provided
2019/20,2019/20 Q3,Inverclyde,65+ years,A&E Attendances,102,5064,226.68,158.88,No Nursing Provision provided
2019/20,2019/20 Q3,Inverclyde,65+ years,Emergency Admissions,72,4152,159.96,130.2,No Nursing Provision provided
2019/20,2019/20 Q3,Midlothian,18+ years,A&E Attendances,90,5652,173.04,159.48,No Nursing Provision provided
2019/20,2019/20 Q3,Midlothian,18+ years,Emergency Admissions,54,4596,103.8,129.72,No Nursing Provision provided
2019/20,2019/20 Q3,Midlothian,18-64 years,A&E Attendances,0,588,0,165.12,No Nursing Provision provided
2019/20,2019/20 Q3,Midlothian,18-64 years,Emergency Admissions,0,444,0,124.68,No Nursing Provision provided
2019/20,2019/20 Q3,Midlothian,65+ years,A&E Attendances,84,5064,176.88,158.88,No Nursing Provision provided
2019/20,2019/20 Q3,Midlothian,65+ years,Emergency Admissions,54,4152,113.64,130.2,No Nursing Provision provided
2019/20,2019/20 Q3,Moray,18+ years,A&E Attendances,48,5652,82.08,159.48,No Nursing Provision provided
2019/20,2019/20 Q3,Moray,18+ years,Emergency Admissions,42,4596,71.76,129.72,No Nursing Provision provided
2019/20,2019/20 Q3,Moray,18-64 years,A&E Attendances,6,588,70.56,165.12,No Nursing Provision provided
2019/20,2019/20 Q3,Moray,18-64 years,Emergency Admissions,6,444,70.56,124.68,No Nursing Provision provided
2019/20,2019/20 Q3,Moray,65+ years,A&E Attendances,42,5064,84,158.88,No Nursing Provision provided
2019/20,2019/20 Q3,Moray,65+ years,Emergency Admissions,36,4152,72,130.2,No Nursing Provision provided
2019/20,2019/20 Q3,North Ayrshire,18+ years,A&E Attendances,132,5652,148.32,159.48,No Nursing Provision provided
2019/20,2019/20 Q3,North Ayrshire,18+ years,Emergency Admissions,126,4596,141.6,129.72,No Nursing Provision provided
2019/20,2019/20 Q3,North Ayrshire,18-64 years,A&E Attendances,18,588,200.04,165.12,No Nursing Provision provided
2019/20,2019/20 Q3,North Ayrshire,18-64 years,Emergency Admissions,12,444,133.32,124.68,No Nursing Provision provided
2019/20,2019/20 Q3,North Ayrshire,65+ years,A&E Attendances,108,5064,135,158.88,No Nursing Provision provided
2019/20,2019/20 Q3,North Ayrshire,65+ years,Emergency Admissions,114,4152,142.56,130.2,No Nursing Provision provided
2019/20,2019/20 Q3,North Lanarkshire,18+ years,A&E Attendances,336,5652,218.16,159.48,No Nursing Provision provided
2019/20,2019/20 Q3,North Lanarkshire,18+ years,Emergency Admissions,204,4596,132.48,129.72,No Nursing Provision provided
2019/20,2019/20 Q3,North Lanarkshire,18-64 years,A&E Attendances,12,588,141.12,165.12,No Nursing Provision provided
2019/20,2019/20 Q3,North Lanarkshire,18-64 years,Emergency Admissions,6,444,70.56,124.68,No Nursing Provision provided
2019/20,2019/20 Q3,North Lanarkshire,65+ years,A&E Attendances,324,5064,222.72,158.88,No Nursing Provision provided
2019/20,2019/20 Q3,North Lanarkshire,65+ years,Emergency Admissions,198,4152,136.08,130.2,No Nursing Provision provided
2019/20,2019/20 Q3,Perth and Kinross,18+ years,A&E Attendances,102,5652,86.76,159.48,No Nursing Provision provided
2019/20,2019/20 Q3,Perth and Kinross,18+ years,Emergency Admissions,126,4596,107.28,129.72,No Nursing Provision provided
2019/20,2019/20 Q3,Perth and Kinross,18-64 years,A&E Attendances,6,588,50.04,165.12,No Nursing Provision provided
2019/20,2019/20 Q3,Perth and Kinross,18-64 years,Emergency Admissions,6,444,50.04,124.68,No Nursing Provision provided
2019/20,2019/20 Q3,Perth and Kinross,65+ years,A&E Attendances,96,5064,90.96,158.88,No Nursing Provision provided
2019/20,2019/20 Q3,Perth and Kinross,65+ years,Emergency Admissions,120,4152,113.76,130.2,No Nursing Provision provided
2019/20,2019/20 Q3,Renfrewshire,18+ years,A&E Attendances,318,5652,281.4,159.48,No Nursing Provision provided
2019/20,2019/20 Q3,Renfrewshire,18+ years,Emergency Admissions,204,4596,180.48,129.72,No Nursing Provision provided
2019/20,2019/20 Q3,Renfrewshire,18-64 years,A&E Attendances,24,588,240,165.12,No Nursing Provision provided
2019/20,2019/20 Q3,Renfrewshire,18-64 years,Emergency Admissions,18,444,180,124.68,No Nursing Provision provided
2019/20,2019/20 Q3,Renfrewshire,65+ years,A&E Attendances,294,5064,285.48,158.88,No Nursing Provision provided
2019/20,2019/20 Q3,Renfrewshire,65+ years,Emergency Admissions,186,4152,180.6,130.2,No Nursing Provision provided
2019/20,2019/20 Q3,Scottish Borders,18+ years,A&E Attendances,120,5652,161.04,159.48,No Nursing Provision provided
2019/20,2019/20 Q3,Scottish Borders,18+ years,Emergency Admissions,102,4596,136.92,129.72,No Nursing Provision provided
2019/20,2019/20 Q3,Scottish Borders,18-64 years,A&E Attendances,0,588,0,165.12,No Nursing Provision provided
2019/20,2019/20 Q3,Scottish Borders,18-64 years,Emergency Admissions,0,444,0,124.68,No Nursing Provision provided
2019/20,2019/20 Q3,Scottish Borders,65+ years,A&E Attendances,114,5064,160.56,158.88,No Nursing Provision provided
2019/20,2019/20 Q3,Scottish Borders,65+ years,Emergency Admissions,102,4152,143.64,130.2,No Nursing Provision provided
2019/20,2019/20 Q3,Shetland,18+ years,A&E Attendances,30,5652,230.76,159.48,No Nursing Provision provided
2019/20,2019/20 Q3,Shetland,18+ years,Emergency Admissions,18,4596,138.48,129.72,No Nursing Provision provided
2019/20,2019/20 Q3,Shetland,18-64 years,A&E Attendances,0,588,0,165.12,No Nursing Provision provided
2019/20,2019/20 Q3,Shetland,18-64 years,Emergency Admissions,0,444,0,124.68,No Nursing Provision provided
2019/20,2019/20 Q3,Shetland,65+ years,A&E Attendances,30,5064,240,158.88,No Nursing Provision provided
2019/20,2019/20 Q3,Shetland,65+ years,Emergency Admissions,18,4152,144,130.2,No Nursing Provision provided
2019/20,2019/20 Q3,South Ayrshire,18+ years,A&E Attendances,180,5652,197.76,159.48,No Nursing Provision provided
2019/20,2019/20 Q3,South Ayrshire,18+ years,Emergency Admissions,180,4596,197.76,129.72,No Nursing Provision provided
2019/20,2019/20 Q3,South Ayrshire,18-64 years,A&E Attendances,12,588,200.04,165.12,No Nursing Provision provided
2019/20,2019/20 Q3,South Ayrshire,18-64 years,Emergency Admissions,12,444,200.04,124.68,No Nursing Provision provided
2019/20,2019/20 Q3,South Ayrshire,65+ years,A&E Attendances,168,5064,197.64,158.88,No Nursing Provision provided
2019/20,2019/20 Q3,South Ayrshire,65+ years,Emergency Admissions,168,4152,197.64,130.2,No Nursing Provision provided
2019/20,2019/20 Q3,South Lanarkshire,18+ years,A&E Attendances,438,5652,227.52,159.48,No Nursing Provision provided
2019/20,2019/20 Q3,South Lanarkshire,18+ years,Emergency Admissions,270,4596,140.28,129.72,No Nursing Provision provided
2019/20,2019/20 Q3,South Lanarkshire,18-64 years,A&E Attendances,42,588,210,165.12,No Nursing Provision provided
2019/20,2019/20 Q3,South Lanarkshire,18-64 years,Emergency Admissions,18,444,90,124.68,No Nursing Provision provided
2019/20,2019/20 Q3,South Lanarkshire,65+ years,A&E Attendances,396,5064,229.56,158.88,No Nursing Provision provided
2019/20,2019/20 Q3,South Lanarkshire,65+ years,Emergency Admissions,252,4152,146.04,130.2,No Nursing Provision provided
2019/20,2019/20 Q3,Stirling,18+ years,A&E Attendances,72,5652,117.12,159.48,No Nursing Provision provided
2019/20,2019/20 Q3,Stirling,18+ years,Emergency Admissions,60,4596,97.56,129.72,No Nursing Provision provided
2019/20,2019/20 Q3,Stirling,18-64 years,A&E Attendances,6,588,75,165.12,No Nursing Provision provided
2019/20,2019/20 Q3,Stirling,18-64 years,Emergency Admissions,12,444,150,124.68,No Nursing Provision provided
2019/20,2019/20 Q3,Stirling,65+ years,A&E Attendances,60,5064,113.16,158.88,No Nursing Provision provided
2019/20,2019/20 Q3,Stirling,65+ years,Emergency Admissions,48,4152,90.6,130.2,No Nursing Provision provided
2019/20,2019/20 Q3,West Dunbartonshire,18+ years,A&E Attendances,126,5652,182.64,159.48,No Nursing Provision provided
2019/20,2019/20 Q3,West Dunbartonshire,18+ years,Emergency Admissions,102,4596,147.84,129.72,No Nursing Provision provided
2019/20,2019/20 Q3,West Dunbartonshire,18-64 years,A&E Attendances,12,588,200.04,165.12,No Nursing Provision provided
2019/20,2019/20 Q3,West Dunbartonshire,18-64 years,Emergency Admissions,6,444,99.96,124.68,No Nursing Provision provided
2019/20,2019/20 Q3,West Dunbartonshire,65+ years,A&E Attendances,114,5064,180.96,158.88,No Nursing Provision provided
2019/20,2019/20 Q3,West Dunbartonshire,65+ years,Emergency Admissions,90,4152,142.8,130.2,No Nursing Provision provided
2019/20,2019/20 Q3,West Lothian,18+ years,A&E Attendances,156,5652,185.76,159.48,No Nursing Provision provided
2019/20,2019/20 Q3,West Lothian,18+ years,Emergency Admissions,108,4596,128.52,129.72,No Nursing Provision provided
2019/20,2019/20 Q3,West Lothian,18-64 years,A&E Attendances,12,588,120,165.12,No Nursing Provision provided
2019/20,2019/20 Q3,West Lothian,18-64 years,Emergency Admissions,12,444,120,124.68,No Nursing Provision provided
2019/20,2019/20 Q3,West Lothian,65+ years,A&E Attendances,138,5064,186.48,158.88,No Nursing Provision provided
2019/20,2019/20 Q3,West Lothian,65+ years,Emergency Admissions,96,4152,129.72,130.2,No Nursing Provision provided
2019/20,2019/20 Q4,Scotland (All Areas Submitted),18+ years,A&E Attendances,5274,5274,149.88,149.88,No Nursing Provision provided
2019/20,2019/20 Q4,Scotland (All Areas Submitted),18+ years,Emergency Admissions,4356,4356,123.84,123.84,No Nursing Provision provided
2019/20,2019/20 Q4,Scotland (All Areas Submitted),18-64 years,A&E Attendances,612,612,173.64,173.64,No Nursing Provision provided
2019/20,2019/20 Q4,Scotland (All Areas Submitted),18-64 years,Emergency Admissions,456,456,129.36,129.36,No Nursing Provision provided
2019/20,2019/20 Q4,Scotland (All Areas Submitted),65+ years,A&E Attendances,4662,4662,147.24,147.24,No Nursing Provision provided
2019/20,2019/20 Q4,Scotland (All Areas Submitted),65+ years,Emergency Admissions,3900,3900,123.24,123.24,No Nursing Provision provided
2019/20,2019/20 Q4,Aberdeen City,18+ years,A&E Attendances,168,5274,98.88,149.88,No Nursing Provision provided
2019/20,2019/20 Q4,Aberdeen City,18+ years,Emergency Admissions,180,4356,105.84,123.84,No Nursing Provision provided
2019/20,2019/20 Q4,Aberdeen City,18-64 years,A&E Attendances,42,612,158.52,173.64,No Nursing Provision provided
2019/20,2019/20 Q4,Aberdeen City,18-64 years,Emergency Admissions,30,456,113.16,129.36,No Nursing Provision provided
2019/20,2019/20 Q4,Aberdeen City,65+ years,A&E Attendances,126,4662,87.48,147.24,No Nursing Provision provided
2019/20,2019/20 Q4,Aberdeen City,65+ years,Emergency Admissions,150,3900,104.16,123.24,No Nursing Provision provided
2019/20,2019/20 Q4,Aberdeenshire,18+ years,A&E Attendances,96,5274,55.44,149.88,No Nursing Provision provided
2019/20,2019/20 Q4,Aberdeenshire,18+ years,Emergency Admissions,144,4356,83.28,123.84,No Nursing Provision provided
2019/20,2019/20 Q4,Aberdeenshire,18-64 years,A&E Attendances,12,612,63.12,173.64,No Nursing Provision provided
2019/20,2019/20 Q4,Aberdeenshire,18-64 years,Emergency Admissions,12,456,63.12,129.36,No Nursing Provision provided
2019/20,2019/20 Q4,Aberdeenshire,65+ years,A&E Attendances,84,4662,54.6,147.24,No Nursing Provision provided
2019/20,2019/20 Q4,Aberdeenshire,65+ years,Emergency Admissions,132,3900,85.68,123.24,No Nursing Provision provided
2019/20,2019/20 Q4,Angus,18+ years,A&E Attendances,78,5274,87.6,149.88,No Nursing Provision provided
2019/20,2019/20 Q4,Angus,18+ years,Emergency Admissions,78,4356,87.6,123.84,No Nursing Provision provided
2019/20,2019/20 Q4,Angus,18-64 years,A&E Attendances,6,612,70.56,173.64,No Nursing Provision provided
2019/20,2019/20 Q4,Angus,18-64 years,Emergency Admissions,0,456,0,129.36,No Nursing Provision provided
2019/20,2019/20 Q4,Angus,65+ years,A&E Attendances,78,4662,97.44,147.24,No Nursing Provision provided
2019/20,2019/20 Q4,Angus,65+ years,Emergency Admissions,78,3900,97.44,123.24,No Nursing Provision provided
2019/20,2019/20 Q4,Argyll and Bute,18+ years,A&E Attendances,78,5274,121.92,149.88,No Nursing Provision provided
2019/20,2019/20 Q4,Argyll and Bute,18+ years,Emergency Admissions,90,4356,140.64,123.84,No Nursing Provision provided
2019/20,2019/20 Q4,Argyll and Bute,18-64 years,A&E Attendances,12,612,218.16,173.64,No Nursing Provision provided
2019/20,2019/20 Q4,Argyll and Bute,18-64 years,Emergency Admissions,6,456,109.08,129.36,No Nursing Provision provided
2019/20,2019/20 Q4,Argyll and Bute,65+ years,A&E Attendances,66,4662,113.76,147.24,No Nursing Provision provided
2019/20,2019/20 Q4,Argyll and Bute,65+ years,Emergency Admissions,84,3900,144.84,123.24,No Nursing Provision provided
2019/20,2019/20 Q4,City of Edinburgh,18+ years,A&E Attendances,456,5274,164.04,149.88,No Nursing Provision provided
2019/20,2019/20 Q4,City of Edinburgh,18+ years,Emergency Admissions,240,4356,86.28,123.84,No Nursing Provision provided
2019/20,2019/20 Q4,City of Edinburgh,18-64 years,A&E Attendances,42,612,178.68,173.64,No Nursing Provision provided
2019/20,2019/20 Q4,City of Edinburgh,18-64 years,Emergency Admissions,30,456,127.68,129.36,No Nursing Provision provided
2019/20,2019/20 Q4,City of Edinburgh,65+ years,A&E Attendances,414,4662,162.72,147.24,No Nursing Provision provided
2019/20,2019/20 Q4,City of Edinburgh,65+ years,Emergency Admissions,210,3900,82.56,123.24,No Nursing Provision provided
2019/20,2019/20 Q4,Clackmannanshire,18+ years,A&E Attendances,42,5274,137.76,149.88,No Nursing Provision provided
2019/20,2019/20 Q4,Clackmannanshire,18+ years,Emergency Admissions,30,4356,98.4,123.84,No Nursing Provision provided
2019/20,2019/20 Q4,Clackmannanshire,18-64 years,A&E Attendances,12,612,184.56,173.64,No Nursing Provision provided
2019/20,2019/20 Q4,Clackmannanshire,18-64 years,Emergency Admissions,6,456,92.28,129.36,No Nursing Provision provided
2019/20,2019/20 Q4,Clackmannanshire,65+ years,A&E Attendances,30,4662,125.04,147.24,No Nursing Provision provided
2019/20,2019/20 Q4,Clackmannanshire,65+ years,Emergency Admissions,24,3900,99.96,123.24,No Nursing Provision provided
2019/20,2019/20 Q4,Dumfries and Galloway,18+ years,A&E Attendances,144,5274,134.52,149.88,No Nursing Provision provided
2019/20,2019/20 Q4,Dumfries and Galloway,18+ years,Emergency Admissions,138,4356,129,123.84,No Nursing Provision provided
2019/20,2019/20 Q4,Dumfries and Galloway,18-64 years,A&E Attendances,6,612,109.08,173.64,No Nursing Provision provided
2019/20,2019/20 Q4,Dumfries and Galloway,18-64 years,Emergency Admissions,6,456,109.08,129.36,No Nursing Provision provided
2019/20,2019/20 Q4,Dumfries and Galloway,65+ years,A&E Attendances,138,4662,135.96,147.24,No Nursing Provision provided
2019/20,2019/20 Q4,Dumfries and Galloway,65+ years,Emergency Admissions,132,3900,130.08,123.24,No Nursing Provision provided
2019/20,2019/20 Q4,Dundee City,18+ years,A&E Attendances,96,5274,80.28,149.88,No Nursing Provision provided
2019/20,2019/20 Q4,Dundee City,18+ years,Emergency Admissions,114,4356,95.4,123.84,No Nursing Provision provided
2019/20,2019/20 Q4,Dundee City,18-64 years,A&E Attendances,12,612,114.24,173.64,No Nursing Provision provided
2019/20,2019/20 Q4,Dundee City,18-64 years,Emergency Admissions,6,456,57.12,129.36,No Nursing Provision provided
2019/20,2019/20 Q4,Dundee City,65+ years,A&E Attendances,84,4662,77.04,147.24,No Nursing Provision provided
2019/20,2019/20 Q4,Dundee City,65+ years,Emergency Admissions,108,3900,99.12,123.24,No Nursing Provision provided
2019/20,2019/20 Q4,East Ayrshire,18+ years,A&E Attendances,138,5274,186.48,149.88,No Nursing Provision provided
2019/20,2019/20 Q4,East Ayrshire,18+ years,Emergency Admissions,132,4356,178.32,123.84,No Nursing Provision provided
2019/20,2019/20 Q4,East Ayrshire,18-64 years,A&E Attendances,18,612,257.16,173.64,No Nursing Provision provided
2019/20,2019/20 Q4,East Ayrshire,18-64 years,Emergency Admissions,12,456,171.48,129.36,No Nursing Provision provided
2019/20,2019/20 Q4,East Ayrshire,65+ years,A&E Attendances,120,4662,177.72,147.24,No Nursing Provision provided
2019/20,2019/20 Q4,East Ayrshire,65+ years,Emergency Admissions,120,3900,177.72,123.24,No Nursing Provision provided
2019/20,2019/20 Q4,East Dunbartonshire,18+ years,A&E Attendances,144,5274,159.96,149.88,No Nursing Provision provided
2019/20,2019/20 Q4,East Dunbartonshire,18+ years,Emergency Admissions,120,4356,133.32,123.84,No Nursing Provision provided
2019/20,2019/20 Q4,East Dunbartonshire,18-64 years,A&E Attendances,6,612,150,173.64,No Nursing Provision provided
2019/20,2019/20 Q4,East Dunbartonshire,18-64 years,Emergency Admissions,6,456,150,129.36,No Nursing Provision provided
2019/20,2019/20 Q4,East Dunbartonshire,65+ years,A&E Attendances,132,4662,154.44,147.24,No Nursing Provision provided
2019/20,2019/20 Q4,East Dunbartonshire,65+ years,Emergency Admissions,114,3900,133.32,123.24,No Nursing Provision provided
2019/20,2019/20 Q4,East Lothian,18+ years,A&E Attendances,90,5274,125.04,149.88,No Nursing Provision provided
2019/20,2019/20 Q4,East Lothian,18+ years,Emergency Admissions,60,4356,83.28,123.84,No Nursing Provision provided
2019/20,2019/20 Q4,East Lothian,18-64 years,A&E Attendances,6,612,109.08,173.64,No Nursing Provision provided
2019/20,2019/20 Q4,East Lothian,18-64 years,Emergency Admissions,6,456,109.08,129.36,No Nursing Provision provided
2019/20,2019/20 Q4,East Lothian,65+ years,A&E Attendances,84,4662,125.4,147.24,No Nursing Provision provided
2019/20,2019/20 Q4,East Lothian,65+ years,Emergency Admissions,54,3900,80.64,123.24,No Nursing Provision provided
2019/20,2019/20 Q4,East Renfrewshire,18+ years,A&E Attendances,120,5274,165.48,149.88,No Nursing Provision provided
2019/20,2019/20 Q4,East Renfrewshire,18+ years,Emergency Admissions,90,4356,124.08,123.84,No Nursing Provision provided
2019/20,2019/20 Q4,East Renfrewshire,18-64 years,A&E Attendances,0,612,0,173.64,No Nursing Provision provided
2019/20,2019/20 Q4,East Renfrewshire,18-64 years,Emergency Admissions,0,456,0,129.36,No Nursing Provision provided
2019/20,2019/20 Q4,East Renfrewshire,65+ years,A&E Attendances,114,4662,164.04,147.24,No Nursing Provision provided
2019/20,2019/20 Q4,East Renfrewshire,65+ years,Emergency Admissions,90,3900,129.48,123.24,No Nursing Provision provided
2019/20,2019/20 Q4,Falkirk,18+ years,A&E Attendances,168,5274,146.04,149.88,No Nursing Provision provided
2019/20,2019/20 Q4,Falkirk,18+ years,Emergency Admissions,126,4356,109.56,123.84,No Nursing Provision provided
2019/20,2019/20 Q4,Falkirk,18-64 years,A&E Attendances,42,612,240,173.64,No Nursing Provision provided
2019/20,2019/20 Q4,Falkirk,18-64 years,Emergency Admissions,18,456,102.84,129.36,No Nursing Provision provided
2019/20,2019/20 Q4,Falkirk,65+ years,A&E Attendances,132,4662,135.36,147.24,No Nursing Provision provided
2019/20,2019/20 Q4,Falkirk,65+ years,Emergency Admissions,108,3900,110.76,123.24,No Nursing Provision provided
2019/20,2019/20 Q4,Fife,18+ years,A&E Attendances,390,5274,144.48,149.88,No Nursing Provision provided
2019/20,2019/20 Q4,Fife,18+ years,Emergency Admissions,426,4356,157.8,123.84,No Nursing Provision provided
2019/20,2019/20 Q4,Fife,18-64 years,A&E Attendances,36,612,184.56,173.64,No Nursing Provision provided
2019/20,2019/20 Q4,Fife,18-64 years,Emergency Admissions,36,456,184.56,129.36,No Nursing Provision provided
2019/20,2019/20 Q4,Fife,65+ years,A&E Attendances,354,4662,141.36,147.24,No Nursing Provision provided
2019/20,2019/20 Q4,Fife,65+ years,Emergency Admissions,384,3900,153.24,123.24,No Nursing Provision provided
2019/20,2019/20 Q4,Glasgow City,18+ years,A&E Attendances,804,5274,200.28,149.88,No Nursing Provision provided
2019/20,2019/20 Q4,Glasgow City,18+ years,Emergency Admissions,654,4356,162.84,123.84,No Nursing Provision provided
2019/20,2019/20 Q4,Glasgow City,18-64 years,A&E Attendances,126,612,206.52,173.64,No Nursing Provision provided
2019/20,2019/20 Q4,Glasgow City,18-64 years,Emergency Admissions,96,456,157.32,129.36,No Nursing Provision provided
2019/20,2019/20 Q4,Glasgow City,65+ years,A&E Attendances,684,4662,201.12,147.24,No Nursing Provision provided
2019/20,2019/20 Q4,Glasgow City,65+ years,Emergency Admissions,558,3900,164.16,123.24,No Nursing Provision provided
2019/20,2019/20 Q4,Highland,18+ years,A&E Attendances,198,5274,108.48,149.88,No Nursing Provision provided
2019/20,2019/20 Q4,Highland,18+ years,Emergency Admissions,186,4356,101.88,123.84,No Nursing Provision provided
2019/20,2019/20 Q4,Highland,18-64 years,A&E Attendances,12,612,63.12,173.64,No Nursing Provision provided
2019/20,2019/20 Q4,Highland,18-64 years,Emergency Admissions,12,456,63.12,129.36,No Nursing Provision provided
2019/20,2019/20 Q4,Highland,65+ years,A&E Attendances,186,4662,113.76,147.24,No Nursing Provision provided
2019/20,2019/20 Q4,Highland,65+ years,Emergency Admissions,174,3900,106.44,123.24,No Nursing Provision provided
2019/20,2019/20 Q4,Inverclyde,18+ years,A&E Attendances,102,5274,185.4,149.88,No Nursing Provision provided
2019/20,2019/20 Q4,Inverclyde,18+ years,Emergency Admissions,78,4356,141.84,123.84,No Nursing Provision provided
2019/20,2019/20 Q4,Inverclyde,18-64 years,A&E Attendances,18,612,450,173.64,No Nursing Provision provided
2019/20,2019/20 Q4,Inverclyde,18-64 years,Emergency Admissions,6,456,150,129.36,No Nursing Provision provided
2019/20,2019/20 Q4,Inverclyde,65+ years,A&E Attendances,84,4662,164.76,147.24,No Nursing Provision provided
2019/20,2019/20 Q4,Inverclyde,65+ years,Emergency Admissions,72,3900,141.12,123.24,No Nursing Provision provided
2019/20,2019/20 Q4,Midlothian,18+ years,A&E Attendances,66,5274,136.08,149.88,No Nursing Provision provided
2019/20,2019/20 Q4,Midlothian,18+ years,Emergency Admissions,42,4356,86.64,123.84,No Nursing Provision provided
2019/20,2019/20 Q4,Midlothian,18-64 years,A&E Attendances,6,612,133.32,173.64,No Nursing Provision provided
2019/20,2019/20 Q4,Midlothian,18-64 years,Emergency Admissions,0,456,0,129.36,No Nursing Provision provided
2019/20,2019/20 Q4,Midlothian,65+ years,A&E Attendances,60,4662,136.32,147.24,No Nursing Provision provided
2019/20,2019/20 Q4,Midlothian,65+ years,Emergency Admissions,36,3900,81.84,123.24,No Nursing Provision provided
2019/20,2019/20 Q4,Moray,18+ years,A&E Attendances,48,5274,82.8,149.88,No Nursing Provision provided
2019/20,2019/20 Q4,Moray,18+ years,Emergency Admissions,30,4356,51.72,123.84,No Nursing Provision provided
2019/20,2019/20 Q4,Moray,18-64 years,A&E Attendances,6,612,70.56,173.64,No Nursing Provision provided
2019/20,2019/20 Q4,Moray,18-64 years,Emergency Admissions,0,456,0,129.36,No Nursing Provision provided
2019/20,2019/20 Q4,Moray,65+ years,A&E Attendances,36,4662,72.72,147.24,No Nursing Provision provided
2019/20,2019/20 Q4,Moray,65+ years,Emergency Admissions,30,3900,60.6,123.24,No Nursing Provision provided
2019/20,2019/20 Q4,North Ayrshire,18+ years,A&E Attendances,108,5274,127.8,149.88,No Nursing Provision provided
2019/20,2019/20 Q4,North Ayrshire,18+ years,Emergency Admissions,102,4356,120.72,123.84,No Nursing Provision provided
2019/20,2019/20 Q4,North Ayrshire,18-64 years,A&E Attendances,12,612,133.32,173.64,No Nursing Provision provided
2019/20,2019/20 Q4,North Ayrshire,18-64 years,Emergency Admissions,18,456,200.04,129.36,No Nursing Provision provided
2019/20,2019/20 Q4,North Ayrshire,65+ years,A&E Attendances,90,4662,119.16,147.24,No Nursing Provision provided
2019/20,2019/20 Q4,North Ayrshire,65+ years,Emergency Admissions,90,3900,119.16,123.24,No Nursing Provision provided
2019/20,2019/20 Q4,North Lanarkshire,18+ years,A&E Attendances,282,5274,181.32,149.88,No Nursing Provision provided
2019/20,2019/20 Q4,North Lanarkshire,18+ years,Emergency Admissions,216,4356,138.96,123.84,No Nursing Provision provided
2019/20,2019/20 Q4,North Lanarkshire,18-64 years,A&E Attendances,24,612,300,173.64,No Nursing Provision provided
2019/20,2019/20 Q4,North Lanarkshire,18-64 years,Emergency Admissions,24,456,300,129.36,No Nursing Provision provided
2019/20,2019/20 Q4,North Lanarkshire,65+ years,A&E Attendances,258,4662,174.96,147.24,No Nursing Provision provided
2019/20,2019/20 Q4,North Lanarkshire,65+ years,Emergency Admissions,192,3900,130.2,123.24,No Nursing Provision provided
2019/20,2019/20 Q4,Perth and Kinross,18+ years,A&E Attendances,114,5274,95.76,149.88,No Nursing Provision provided
2019/20,2019/20 Q4,Perth and Kinross,18+ years,Emergency Admissions,102,4356,85.68,123.84,No Nursing Provision provided
2019/20,2019/20 Q4,Perth and Kinross,18-64 years,A&E Attendances,12,612,104.4,173.64,No Nursing Provision provided
2019/20,2019/20 Q4,Perth and Kinross,18-64 years,Emergency Admissions,6,456,52.2,129.36,No Nursing Provision provided
2019/20,2019/20 Q4,Perth and Kinross,65+ years,A&E Attendances,102,4662,95.28,147.24,No Nursing Provision provided
2019/20,2019/20 Q4,Perth and Kinross,65+ years,Emergency Admissions,96,3900,89.76,123.24,No Nursing Provision provided
2019/20,2019/20 Q4,Renfrewshire,18+ years,A&E Attendances,264,5274,236.76,149.88,No Nursing Provision provided
2019/20,2019/20 Q4,Renfrewshire,18+ years,Emergency Admissions,168,4356,150.72,123.84,No Nursing Provision provided
2019/20,2019/20 Q4,Renfrewshire,18-64 years,A&E Attendances,24,612,240,173.64,No Nursing Provision provided
2019/20,2019/20 Q4,Renfrewshire,18-64 years,Emergency Admissions,18,456,180,129.36,No Nursing Provision provided
2019/20,2019/20 Q4,Renfrewshire,65+ years,A&E Attendances,246,4662,242.4,147.24,No Nursing Provision provided
2019/20,2019/20 Q4,Renfrewshire,65+ years,Emergency Admissions,150,3900,147.84,123.24,No Nursing Provision provided
2019/20,2019/20 Q4,Scottish Borders,18+ years,A&E Attendances,126,5274,166.92,149.88,No Nursing Provision provided
2019/20,2019/20 Q4,Scottish Borders,18+ years,Emergency Admissions,96,4356,127.2,123.84,No Nursing Provision provided
2019/20,2019/20 Q4,Scottish Borders,18-64 years,A&E Attendances,0,612,0,173.64,No Nursing Provision provided
2019/20,2019/20 Q4,Scottish Borders,18-64 years,Emergency Admissions,0,456,0,129.36,No Nursing Provision provided
2019/20,2019/20 Q4,Scottish Borders,65+ years,A&E Attendances,126,4662,174.96,147.24,No Nursing Provision provided
