financial_quarter,sending_location,age_group,referral_source,referrals,percentage,scotland_referrals,scotland_percentage
2019/20 Q3,Highland,75-84 years,GP,0,0,25,2
2019/20 Q3,Highland,75-84 years,Care Home,0,0,10,1
2019/20 Q3,Highland,75-84 years,Self Referral,5,9.1,190,13
2019/20 Q3,Highland,75-84 years,Other/Unknown,5,9.1,40,3
2019/20 Q3,Highland,85+ years,999 Emergency Services,80,94.1,1815,82
2019/20 Q3,Highland,85+ years,GP,0,0,30,1
2019/20 Q3,Highland,85+ years,Care Home,0,0,20,1
2019/20 Q3,Highland,85+ years,Self Referral,0,0,275,12
2019/20 Q3,Highland,85+ years,Other/Unknown,5,5.9,70,3
2019/20 Q3,Highland,Unknown,999 Emergency Services,0,NA,0,NA
2019/20 Q3,Highland,Unknown,GP,0,NA,0,NA
2019/20 Q3,Highland,Unknown,Care Home,0,NA,0,NA
2019/20 Q3,Highland,Unknown,Self Referral,0,NA,0,NA
2019/20 Q3,Highland,Unknown,Other/Unknown,0,NA,0,NA
2019/20 Q3,Inverclyde,All Ages,999 Emergency Services,95,76,3835,80
2019/20 Q3,Inverclyde,All Ages,GP,0,0,75,2
2019/20 Q3,Inverclyde,All Ages,Care Home,0,0,40,1
2019/20 Q3,Inverclyde,All Ages,Self Referral,30,24,670,14
2019/20 Q3,Inverclyde,All Ages,Other/Unknown,0,0,150,3
2019/20 Q3,Inverclyde,0-17 years,999 Emergency Services,0,NA,0,NA
2019/20 Q3,Inverclyde,0-17 years,GP,0,NA,0,NA
2019/20 Q3,Inverclyde,0-17 years,Care Home,0,NA,0,NA
2019/20 Q3,Inverclyde,0-17 years,Self Referral,0,NA,0,NA
2019/20 Q3,Inverclyde,0-17 years,Other/Unknown,0,NA,0,NA
2019/20 Q3,Inverclyde,18-64 years,999 Emergency Services,10,100,340,67
2019/20 Q3,Inverclyde,18-64 years,GP,0,0,10,2
2019/20 Q3,Inverclyde,18-64 years,Care Home,0,0,0,0
2019/20 Q3,Inverclyde,18-64 years,Self Referral,0,0,125,25
2019/20 Q3,Inverclyde,18-64 years,Other/Unknown,0,0,30,6
2019/20 Q3,Inverclyde,65-74 years,999 Emergency Services,10,66.7,440,81
2019/20 Q3,Inverclyde,65-74 years,GP,0,0,10,2
2019/20 Q3,Inverclyde,65-74 years,Care Home,0,0,5,1
2019/20 Q3,Inverclyde,65-74 years,Self Referral,5,33.3,80,15
2019/20 Q3,Inverclyde,65-74 years,Other/Unknown,0,0,10,2
2019/20 Q3,Inverclyde,75-84 years,999 Emergency Services,30,66.7,1240,82
2019/20 Q3,Inverclyde,75-84 years,GP,0,0,25,2
2019/20 Q3,Inverclyde,75-84 years,Care Home,0,0,10,1
2019/20 Q3,Inverclyde,75-84 years,Self Referral,15,33.3,190,13
2019/20 Q3,Inverclyde,75-84 years,Other/Unknown,0,0,40,3
2019/20 Q3,Inverclyde,85+ years,999 Emergency Services,50,83.3,1815,82
2019/20 Q3,Inverclyde,85+ years,GP,0,0,30,1
2019/20 Q3,Inverclyde,85+ years,Care Home,0,0,20,1
2019/20 Q3,Inverclyde,85+ years,Self Referral,10,16.7,275,12
2019/20 Q3,Inverclyde,85+ years,Other/Unknown,0,0,70,3
2019/20 Q3,Inverclyde,Unknown,999 Emergency Services,0,NA,0,NA
2019/20 Q3,Inverclyde,Unknown,GP,0,NA,0,NA
2019/20 Q3,Inverclyde,Unknown,Care Home,0,NA,0,NA
2019/20 Q3,Inverclyde,Unknown,Self Referral,0,NA,0,NA
2019/20 Q3,Inverclyde,Unknown,Other/Unknown,0,NA,0,NA
2019/20 Q3,Midlothian,All Ages,999 Emergency Services,55,78.6,3835,80
2019/20 Q3,Midlothian,All Ages,GP,0,0,75,2
2019/20 Q3,Midlothian,All Ages,Care Home,0,0,40,1
2019/20 Q3,Midlothian,All Ages,Self Referral,10,14.3,670,14
2019/20 Q3,Midlothian,All Ages,Other/Unknown,5,7.1,150,3
2019/20 Q3,Midlothian,0-17 years,999 Emergency Services,0,NA,0,NA
2019/20 Q3,Midlothian,0-17 years,GP,0,NA,0,NA
2019/20 Q3,Midlothian,0-17 years,Care Home,0,NA,0,NA
2019/20 Q3,Midlothian,0-17 years,Self Referral,0,NA,0,NA
2019/20 Q3,Midlothian,0-17 years,Other/Unknown,0,NA,0,NA
2019/20 Q3,Midlothian,18-64 years,999 Emergency Services,0,NA,340,67
2019/20 Q3,Midlothian,18-64 years,GP,0,NA,10,2
2019/20 Q3,Midlothian,18-64 years,Care Home,0,NA,0,0
2019/20 Q3,Midlothian,18-64 years,Self Referral,0,NA,125,25
2019/20 Q3,Midlothian,18-64 years,Other/Unknown,0,NA,30,6
2019/20 Q3,Midlothian,65-74 years,999 Emergency Services,5,100,440,81
2019/20 Q3,Midlothian,65-74 years,GP,0,0,10,2
2019/20 Q3,Midlothian,65-74 years,Care Home,0,0,5,1
2019/20 Q3,Midlothian,65-74 years,Self Referral,0,0,80,15
2019/20 Q3,Midlothian,65-74 years,Other/Unknown,0,0,10,2
2019/20 Q3,Midlothian,75-84 years,999 Emergency Services,20,100,1240,82
2019/20 Q3,Midlothian,75-84 years,GP,0,0,25,2
2019/20 Q3,Midlothian,75-84 years,Care Home,0,0,10,1
2019/20 Q3,Midlothian,75-84 years,Self Referral,0,0,190,13
2019/20 Q3,Midlothian,75-84 years,Other/Unknown,0,0,40,3
2019/20 Q3,Midlothian,85+ years,999 Emergency Services,25,62.5,1815,82
2019/20 Q3,Midlothian,85+ years,GP,0,0,30,1
2019/20 Q3,Midlothian,85+ years,Care Home,0,0,20,1
2019/20 Q3,Midlothian,85+ years,Self Referral,10,25,275,12
2019/20 Q3,Midlothian,85+ years,Other/Unknown,5,12.5,70,3
2019/20 Q3,Midlothian,Unknown,999 Emergency Services,0,NA,0,NA
2019/20 Q3,Midlothian,Unknown,GP,0,NA,0,NA
2019/20 Q3,Midlothian,Unknown,Care Home,0,NA,0,NA
2019/20 Q3,Midlothian,Unknown,Self Referral,0,NA,0,NA
2019/20 Q3,Midlothian,Unknown,Other/Unknown,0,NA,0,NA
2019/20 Q3,Moray,All Ages,999 Emergency Services,60,85.7,3835,80
2019/20 Q3,Moray,All Ages,GP,5,7.1,75,2
2019/20 Q3,Moray,All Ages,Care Home,0,0,40,1
2019/20 Q3,Moray,All Ages,Self Referral,5,7.1,670,14
2019/20 Q3,Moray,All Ages,Other/Unknown,0,0,150,3
2019/20 Q3,Moray,0-17 years,999 Emergency Services,0,NA,0,NA
2019/20 Q3,Moray,0-17 years,GP,0,NA,0,NA
2019/20 Q3,Moray,0-17 years,Care Home,0,NA,0,NA
2019/20 Q3,Moray,0-17 years,Self Referral,0,NA,0,NA
2019/20 Q3,Moray,0-17 years,Other/Unknown,0,NA,0,NA
2019/20 Q3,Moray,18-64 years,999 Emergency Services,10,100,340,67
2019/20 Q3,Moray,18-64 years,GP,0,0,10,2
2019/20 Q3,Moray,18-64 years,Care Home,0,0,0,0
2019/20 Q3,Moray,18-64 years,Self Referral,0,0,125,25
2019/20 Q3,Moray,18-64 years,Other/Unknown,0,0,30,6
2019/20 Q3,Moray,65-74 years,999 Emergency Services,5,100,440,81
2019/20 Q3,Moray,65-74 years,GP,0,0,10,2
2019/20 Q3,Moray,65-74 years,Care Home,0,0,5,1
2019/20 Q3,Moray,65-74 years,Self Referral,0,0,80,15
2019/20 Q3,Moray,65-74 years,Other/Unknown,0,0,10,2
2019/20 Q3,Moray,75-84 years,999 Emergency Services,20,80,1240,82
2019/20 Q3,Moray,75-84 years,GP,0,0,25,2
2019/20 Q3,Moray,75-84 years,Care Home,0,0,10,1
2019/20 Q3,Moray,75-84 years,Self Referral,5,20,190,13
2019/20 Q3,Moray,75-84 years,Other/Unknown,0,0,40,3
2019/20 Q3,Moray,85+ years,999 Emergency Services,25,83.3,1815,82
2019/20 Q3,Moray,85+ years,GP,5,16.7,30,1
2019/20 Q3,Moray,85+ years,Care Home,0,0,20,1
2019/20 Q3,Moray,85+ years,Self Referral,0,0,275,12
2019/20 Q3,Moray,85+ years,Other/Unknown,0,0,70,3
2019/20 Q3,Moray,Unknown,999 Emergency Services,0,NA,0,NA
2019/20 Q3,Moray,Unknown,GP,0,NA,0,NA
2019/20 Q3,Moray,Unknown,Care Home,0,NA,0,NA
2019/20 Q3,Moray,Unknown,Self Referral,0,NA,0,NA
2019/20 Q3,Moray,Unknown,Other/Unknown,0,NA,0,NA
2019/20 Q3,North Ayrshire,All Ages,999 Emergency Services,105,84,3835,80
2019/20 Q3,North Ayrshire,All Ages,GP,0,0,75,2
2019/20 Q3,North Ayrshire,All Ages,Care Home,0,0,40,1
2019/20 Q3,North Ayrshire,All Ages,Self Referral,15,12,670,14
2019/20 Q3,North Ayrshire,All Ages,Other/Unknown,5,4,150,3
2019/20 Q3,North Ayrshire,0-17 years,999 Emergency Services,0,NA,0,NA
2019/20 Q3,North Ayrshire,0-17 years,GP,0,NA,0,NA
2019/20 Q3,North Ayrshire,0-17 years,Care Home,0,NA,0,NA
2019/20 Q3,North Ayrshire,0-17 years,Self Referral,0,NA,0,NA
2019/20 Q3,North Ayrshire,0-17 years,Other/Unknown,0,NA,0,NA
2019/20 Q3,North Ayrshire,18-64 years,999 Emergency Services,10,66.7,340,67
2019/20 Q3,North Ayrshire,18-64 years,GP,0,0,10,2
2019/20 Q3,North Ayrshire,18-64 years,Care Home,0,0,0,0
2019/20 Q3,North Ayrshire,18-64 years,Self Referral,5,33.3,125,25
2019/20 Q3,North Ayrshire,18-64 years,Other/Unknown,0,0,30,6
2019/20 Q3,North Ayrshire,65-74 years,999 Emergency Services,10,100,440,81
2019/20 Q3,North Ayrshire,65-74 years,GP,0,0,10,2
2019/20 Q3,North Ayrshire,65-74 years,Care Home,0,0,5,1
2019/20 Q3,North Ayrshire,65-74 years,Self Referral,0,0,80,15
2019/20 Q3,North Ayrshire,65-74 years,Other/Unknown,0,0,10,2
2019/20 Q3,North Ayrshire,75-84 years,999 Emergency Services,35,87.5,1240,82
2019/20 Q3,North Ayrshire,75-84 years,GP,0,0,25,2
2019/20 Q3,North Ayrshire,75-84 years,Care Home,0,0,10,1
2019/20 Q3,North Ayrshire,75-84 years,Self Referral,5,12.5,190,13
2019/20 Q3,North Ayrshire,75-84 years,Other/Unknown,0,0,40,3
2019/20 Q3,North Ayrshire,85+ years,999 Emergency Services,50,90.9,1815,82
2019/20 Q3,North Ayrshire,85+ years,GP,0,0,30,1
2019/20 Q3,North Ayrshire,85+ years,Care Home,0,0,20,1
2019/20 Q3,North Ayrshire,85+ years,Self Referral,5,9.1,275,12
2019/20 Q3,North Ayrshire,85+ years,Other/Unknown,0,0,70,3
2019/20 Q3,North Ayrshire,Unknown,999 Emergency Services,0,NA,0,NA
2019/20 Q3,North Ayrshire,Unknown,GP,0,NA,0,NA
2019/20 Q3,North Ayrshire,Unknown,Care Home,0,NA,0,NA
2019/20 Q3,North Ayrshire,Unknown,Self Referral,0,NA,0,NA
2019/20 Q3,North Ayrshire,Unknown,Other/Unknown,0,NA,0,NA
2019/20 Q3,North Lanarkshire,All Ages,999 Emergency Services,245,77.8,3835,80
2019/20 Q3,North Lanarkshire,All Ages,GP,10,3.2,75,2
2019/20 Q3,North Lanarkshire,All Ages,Care Home,15,4.8,40,1
2019/20 Q3,North Lanarkshire,All Ages,Self Referral,35,11.1,670,14
2019/20 Q3,North Lanarkshire,All Ages,Other/Unknown,10,3.2,150,3
2019/20 Q3,North Lanarkshire,0-17 years,999 Emergency Services,0,NA,0,NA
2019/20 Q3,North Lanarkshire,0-17 years,GP,0,NA,0,NA
2019/20 Q3,North Lanarkshire,0-17 years,Care Home,0,NA,0,NA
2019/20 Q3,North Lanarkshire,0-17 years,Self Referral,0,NA,0,NA
2019/20 Q3,North Lanarkshire,0-17 years,Other/Unknown,0,NA,0,NA
2019/20 Q3,North Lanarkshire,18-64 years,999 Emergency Services,10,66.7,340,67
2019/20 Q3,North Lanarkshire,18-64 years,GP,0,0,10,2
2019/20 Q3,North Lanarkshire,18-64 years,Care Home,0,0,0,0
2019/20 Q3,North Lanarkshire,18-64 years,Self Referral,5,33.3,125,25
2019/20 Q3,North Lanarkshire,18-64 years,Other/Unknown,0,0,30,6
2019/20 Q3,North Lanarkshire,65-74 years,999 Emergency Services,45,75,440,81
2019/20 Q3,North Lanarkshire,65-74 years,GP,0,0,10,2
2019/20 Q3,North Lanarkshire,65-74 years,Care Home,5,8.3,5,1
2019/20 Q3,North Lanarkshire,65-74 years,Self Referral,10,16.7,80,15
2019/20 Q3,North Lanarkshire,65-74 years,Other/Unknown,0,0,10,2
2019/20 Q3,North Lanarkshire,75-84 years,999 Emergency Services,90,78.3,1240,82
2019/20 Q3,North Lanarkshire,75-84 years,GP,5,4.3,25,2
2019/20 Q3,North Lanarkshire,75-84 years,Care Home,5,4.3,10,1
2019/20 Q3,North Lanarkshire,75-84 years,Self Referral,10,8.7,190,13
2019/20 Q3,North Lanarkshire,75-84 years,Other/Unknown,5,4.3,40,3
2019/20 Q3,North Lanarkshire,85+ years,999 Emergency Services,95,76,1815,82
2019/20 Q3,North Lanarkshire,85+ years,GP,5,4,30,1
2019/20 Q3,North Lanarkshire,85+ years,Care Home,5,4,20,1
2019/20 Q3,North Lanarkshire,85+ years,Self Referral,15,12,275,12
2019/20 Q3,North Lanarkshire,85+ years,Other/Unknown,5,4,70,3
2019/20 Q3,North Lanarkshire,Unknown,999 Emergency Services,0,NA,0,NA
2019/20 Q3,North Lanarkshire,Unknown,GP,0,NA,0,NA
2019/20 Q3,North Lanarkshire,Unknown,Care Home,0,NA,0,NA
2019/20 Q3,North Lanarkshire,Unknown,Self Referral,0,NA,0,NA
2019/20 Q3,North Lanarkshire,Unknown,Other/Unknown,0,NA,0,NA
2019/20 Q3,Orkney Islands,All Ages,999 Emergency Services,5,100,3835,80
2019/20 Q3,Orkney Islands,All Ages,GP,0,0,75,2
2019/20 Q3,Orkney Islands,All Ages,Care Home,0,0,40,1
2019/20 Q3,Orkney Islands,All Ages,Self Referral,0,0,670,14
2019/20 Q3,Orkney Islands,All Ages,Other/Unknown,0,0,150,3
2019/20 Q3,Orkney Islands,0-17 years,999 Emergency Services,0,NA,0,NA
2019/20 Q3,Orkney Islands,0-17 years,GP,0,NA,0,NA
2019/20 Q3,Orkney Islands,0-17 years,Care Home,0,NA,0,NA
2019/20 Q3,Orkney Islands,0-17 years,Self Referral,0,NA,0,NA
2019/20 Q3,Orkney Islands,0-17 years,Other/Unknown,0,NA,0,NA
2019/20 Q3,Orkney Islands,18-64 years,999 Emergency Services,0,NA,340,67
2019/20 Q3,Orkney Islands,18-64 years,GP,0,NA,10,2
2019/20 Q3,Orkney Islands,18-64 years,Care Home,0,NA,0,0
2019/20 Q3,Orkney Islands,18-64 years,Self Referral,0,NA,125,25
2019/20 Q3,Orkney Islands,18-64 years,Other/Unknown,0,NA,30,6
2019/20 Q3,Orkney Islands,65-74 years,999 Emergency Services,0,NA,440,81
2019/20 Q3,Orkney Islands,65-74 years,GP,0,NA,10,2
2019/20 Q3,Orkney Islands,65-74 years,Care Home,0,NA,5,1
2019/20 Q3,Orkney Islands,65-74 years,Self Referral,0,NA,80,15
2019/20 Q3,Orkney Islands,65-74 years,Other/Unknown,0,NA,10,2
2019/20 Q3,Orkney Islands,75-84 years,999 Emergency Services,5,100,1240,82
2019/20 Q3,Orkney Islands,75-84 years,GP,0,0,25,2
2019/20 Q3,Orkney Islands,75-84 years,Care Home,0,0,10,1
2019/20 Q3,Orkney Islands,75-84 years,Self Referral,0,0,190,13
2019/20 Q3,Orkney Islands,75-84 years,Other/Unknown,0,0,40,3
2019/20 Q3,Orkney Islands,85+ years,999 Emergency Services,5,100,1815,82
2019/20 Q3,Orkney Islands,85+ years,GP,0,0,30,1
2019/20 Q3,Orkney Islands,85+ years,Care Home,0,0,20,1
2019/20 Q3,Orkney Islands,85+ years,Self Referral,0,0,275,12
2019/20 Q3,Orkney Islands,85+ years,Other/Unknown,0,0,70,3
2019/20 Q3,Orkney Islands,Unknown,999 Emergency Services,0,NA,0,NA
2019/20 Q3,Orkney Islands,Unknown,GP,0,NA,0,NA
2019/20 Q3,Orkney Islands,Unknown,Care Home,0,NA,0,NA
2019/20 Q3,Orkney Islands,Unknown,Self Referral,0,NA,0,NA
2019/20 Q3,Orkney Islands,Unknown,Other/Unknown,0,NA,0,NA
2019/20 Q3,Perth and Kinross,All Ages,999 Emergency Services,75,83.3,3835,80
2019/20 Q3,Perth and Kinross,All Ages,GP,0,0,75,2
2019/20 Q3,Perth and Kinross,All Ages,Care Home,0,0,40,1
2019/20 Q3,Perth and Kinross,All Ages,Self Referral,10,11.1,670,14
2019/20 Q3,Perth and Kinross,All Ages,Other/Unknown,5,5.6,150,3
2019/20 Q3,Perth and Kinross,0-17 years,999 Emergency Services,0,NA,0,NA
2019/20 Q3,Perth and Kinross,0-17 years,GP,0,NA,0,NA
2019/20 Q3,Perth and Kinross,0-17 years,Care Home,0,NA,0,NA
2019/20 Q3,Perth and Kinross,0-17 years,Self Referral,0,NA,0,NA
2019/20 Q3,Perth and Kinross,0-17 years,Other/Unknown,0,NA,0,NA
2019/20 Q3,Perth and Kinross,18-64 years,999 Emergency Services,5,100,340,67
2019/20 Q3,Perth and Kinross,18-64 years,GP,0,0,10,2
2019/20 Q3,Perth and Kinross,18-64 years,Care Home,0,0,0,0
2019/20 Q3,Perth and Kinross,18-64 years,Self Referral,0,0,125,25
2019/20 Q3,Perth and Kinross,18-64 years,Other/Unknown,0,0,30,6
2019/20 Q3,Perth and Kinross,65-74 years,999 Emergency Services,5,100,440,81
2019/20 Q3,Perth and Kinross,65-74 years,GP,0,0,10,2
2019/20 Q3,Perth and Kinross,65-74 years,Care Home,0,0,5,1
2019/20 Q3,Perth and Kinross,65-74 years,Self Referral,0,0,80,15
2019/20 Q3,Perth and Kinross,65-74 years,Other/Unknown,0,0,10,2
2019/20 Q3,Perth and Kinross,75-84 years,999 Emergency Services,30,100,1240,82
2019/20 Q3,Perth and Kinross,75-84 years,GP,0,0,25,2
2019/20 Q3,Perth and Kinross,75-84 years,Care Home,0,0,10,1
2019/20 Q3,Perth and Kinross,75-84 years,Self Referral,0,0,190,13
2019/20 Q3,Perth and Kinross,75-84 years,Other/Unknown,0,0,40,3
2019/20 Q3,Perth and Kinross,85+ years,999 Emergency Services,35,77.8,1815,82
2019/20 Q3,Perth and Kinross,85+ years,GP,0,0,30,1
2019/20 Q3,Perth and Kinross,85+ years,Care Home,0,0,20,1
2019/20 Q3,Perth and Kinross,85+ years,Self Referral,5,11.1,275,12
2019/20 Q3,Perth and Kinross,85+ years,Other/Unknown,5,11.1,70,3
2019/20 Q3,Perth and Kinross,Unknown,999 Emergency Services,0,NA,0,NA
2019/20 Q3,Perth and Kinross,Unknown,GP,0,NA,0,NA
2019/20 Q3,Perth and Kinross,Unknown,Care Home,0,NA,0,NA
2019/20 Q3,Perth and Kinross,Unknown,Self Referral,0,NA,0,NA
2019/20 Q3,Perth and Kinross,Unknown,Other/Unknown,0,NA,0,NA
2019/20 Q3,Renfrewshire,All Ages,999 Emergency Services,215,74.1,3835,80
2019/20 Q3,Renfrewshire,All Ages,GP,5,1.7,75,2
2019/20 Q3,Renfrewshire,All Ages,Care Home,0,0,40,1
2019/20 Q3,Renfrewshire,All Ages,Self Referral,65,22.4,670,14
2019/20 Q3,Renfrewshire,All Ages,Other/Unknown,5,1.7,150,3
2019/20 Q3,Renfrewshire,0-17 years,999 Emergency Services,0,NA,0,NA
2019/20 Q3,Renfrewshire,0-17 years,GP,0,NA,0,NA
2019/20 Q3,Renfrewshire,0-17 years,Care Home,0,NA,0,NA
2019/20 Q3,Renfrewshire,0-17 years,Self Referral,0,NA,0,NA
2019/20 Q3,Renfrewshire,0-17 years,Other/Unknown,0,NA,0,NA
2019/20 Q3,Renfrewshire,18-64 years,999 Emergency Services,15,50,340,67
2019/20 Q3,Renfrewshire,18-64 years,GP,0,0,10,2
2019/20 Q3,Renfrewshire,18-64 years,Care Home,0,0,0,0
2019/20 Q3,Renfrewshire,18-64 years,Self Referral,15,50,125,25
2019/20 Q3,Renfrewshire,18-64 years,Other/Unknown,0,0,30,6
2019/20 Q3,Renfrewshire,65-74 years,999 Emergency Services,30,85.7,440,81
2019/20 Q3,Renfrewshire,65-74 years,GP,0,0,10,2
2019/20 Q3,Renfrewshire,65-74 years,Care Home,0,0,5,1
2019/20 Q3,Renfrewshire,65-74 years,Self Referral,5,14.3,80,15
2019/20 Q3,Renfrewshire,65-74 years,Other/Unknown,0,0,10,2
2019/20 Q3,Renfrewshire,75-84 years,999 Emergency Services,90,78.3,1240,82
2019/20 Q3,Renfrewshire,75-84 years,GP,0,0,25,2
2019/20 Q3,Renfrewshire,75-84 years,Care Home,0,0,10,1
2019/20 Q3,Renfrewshire,75-84 years,Self Referral,25,21.7,190,13
2019/20 Q3,Renfrewshire,75-84 years,Other/Unknown,0,0,40,3
2019/20 Q3,Renfrewshire,85+ years,999 Emergency Services,85,77.3,1815,82
2019/20 Q3,Renfrewshire,85+ years,GP,0,0,30,1
2019/20 Q3,Renfrewshire,85+ years,Care Home,0,0,20,1
2019/20 Q3,Renfrewshire,85+ years,Self Referral,25,22.7,275,12
2019/20 Q3,Renfrewshire,85+ years,Other/Unknown,0,0,70,3
2019/20 Q3,Renfrewshire,Unknown,999 Emergency Services,0,NA,0,NA
2019/20 Q3,Renfrewshire,Unknown,GP,0,NA,0,NA
2019/20 Q3,Renfrewshire,Unknown,Care Home,0,NA,0,NA
2019/20 Q3,Renfrewshire,Unknown,Self Referral,0,NA,0,NA
2019/20 Q3,Renfrewshire,Unknown,Other/Unknown,0,NA,0,NA
2019/20 Q3,Scottish Borders,All Ages,999 Emergency Services,90,100,3835,80
2019/20 Q3,Scottish Borders,All Ages,GP,0,0,75,2
2019/20 Q3,Scottish Borders,All Ages,Care Home,0,0,40,1
2019/20 Q3,Scottish Borders,All Ages,Self Referral,0,0,670,14
2019/20 Q3,Scottish Borders,All Ages,Other/Unknown,0,0,150,3
2019/20 Q3,Scottish Borders,0-17 years,999 Emergency Services,0,NA,0,NA
2019/20 Q3,Scottish Borders,0-17 years,GP,0,NA,0,NA
2019/20 Q3,Scottish Borders,0-17 years,Care Home,0,NA,0,NA
2019/20 Q3,Scottish Borders,0-17 years,Self Referral,0,NA,0,NA
2019/20 Q3,Scottish Borders,0-17 years,Other/Unknown,0,NA,0,NA
2019/20 Q3,Scottish Borders,18-64 years,999 Emergency Services,5,100,340,67
2019/20 Q3,Scottish Borders,18-64 years,GP,0,0,10,2
2019/20 Q3,Scottish Borders,18-64 years,Care Home,0,0,0,0
2019/20 Q3,Scottish Borders,18-64 years,Self Referral,0,0,125,25
2019/20 Q3,Scottish Borders,18-64 years,Other/Unknown,0,0,30,6
2019/20 Q3,Scottish Borders,65-74 years,999 Emergency Services,5,100,440,81
2019/20 Q3,Scottish Borders,65-74 years,GP,0,0,10,2
2019/20 Q3,Scottish Borders,65-74 years,Care Home,0,0,5,1
2019/20 Q3,Scottish Borders,65-74 years,Self Referral,0,0,80,15
2019/20 Q3,Scottish Borders,65-74 years,Other/Unknown,0,0,10,2
2019/20 Q3,Scottish Borders,75-84 years,999 Emergency Services,25,100,1240,82
2019/20 Q3,Scottish Borders,75-84 years,GP,0,0,25,2
2019/20 Q3,Scottish Borders,75-84 years,Care Home,0,0,10,1
2019/20 Q3,Scottish Borders,75-84 years,Self Referral,0,0,190,13
2019/20 Q3,Scottish Borders,75-84 years,Other/Unknown,0,0,40,3
2019/20 Q3,Scottish Borders,85+ years,999 Emergency Services,55,100,1815,82
2019/20 Q3,Scottish Borders,85+ years,GP,0,0,30,1
2019/20 Q3,Scottish Borders,85+ years,Care Home,0,0,20,1
2019/20 Q3,Scottish Borders,85+ years,Self Referral,0,0,275,12
2019/20 Q3,Scottish Borders,85+ years,Other/Unknown,0,0,70,3
2019/20 Q3,Scottish Borders,Unknown,999 Emergency Services,0,NA,0,NA
2019/20 Q3,Scottish Borders,Unknown,GP,0,NA,0,NA
2019/20 Q3,Scottish Borders,Unknown,Care Home,0,NA,0,NA
2019/20 Q3,Scottish Borders,Unknown,Self Referral,0,NA,0,NA
2019/20 Q3,Scottish Borders,Unknown,Other/Unknown,0,NA,0,NA
2019/20 Q3,Shetland Islands,All Ages,999 Emergency Services,15,100,3835,80
2019/20 Q3,Shetland Islands,All Ages,GP,0,0,75,2
2019/20 Q3,Shetland Islands,All Ages,Care Home,0,0,40,1
2019/20 Q3,Shetland Islands,All Ages,Self Referral,0,0,670,14
2019/20 Q3,Shetland Islands,All Ages,Other/Unknown,0,0,150,3
2019/20 Q3,Shetland Islands,0-17 years,999 Emergency Services,0,NA,0,NA
2019/20 Q3,Shetland Islands,0-17 years,GP,0,NA,0,NA
2019/20 Q3,Shetland Islands,0-17 years,Care Home,0,NA,0,NA
2019/20 Q3,Shetland Islands,0-17 years,Self Referral,0,NA,0,NA
2019/20 Q3,Shetland Islands,0-17 years,Other/Unknown,0,NA,0,NA
2019/20 Q3,Shetland Islands,18-64 years,999 Emergency Services,0,NA,340,67
2019/20 Q3,Shetland Islands,18-64 years,GP,0,NA,10,2
2019/20 Q3,Shetland Islands,18-64 years,Care Home,0,NA,0,0
2019/20 Q3,Shetland Islands,18-64 years,Self Referral,0,NA,125,25
2019/20 Q3,Shetland Islands,18-64 years,Other/Unknown,0,NA,30,6
2019/20 Q3,Shetland Islands,65-74 years,999 Emergency Services,0,NA,440,81
2019/20 Q3,Shetland Islands,65-74 years,GP,0,NA,10,2
2019/20 Q3,Shetland Islands,65-74 years,Care Home,0,NA,5,1
2019/20 Q3,Shetland Islands,65-74 years,Self Referral,0,NA,80,15
2019/20 Q3,Shetland Islands,65-74 years,Other/Unknown,0,NA,10,2
2019/20 Q3,Shetland Islands,75-84 years,999 Emergency Services,5,100,1240,82
2019/20 Q3,Shetland Islands,75-84 years,GP,0,0,25,2
2019/20 Q3,Shetland Islands,75-84 years,Care Home,0,0,10,1
2019/20 Q3,Shetland Islands,75-84 years,Self Referral,0,0,190,13
2019/20 Q3,Shetland Islands,75-84 years,Other/Unknown,0,0,40,3
2019/20 Q3,Shetland Islands,85+ years,999 Emergency Services,5,100,1815,82
2019/20 Q3,Shetland Islands,85+ years,GP,0,0,30,1
2019/20 Q3,Shetland Islands,85+ years,Care Home,0,0,20,1
2019/20 Q3,Shetland Islands,85+ years,Self Referral,0,0,275,12
2019/20 Q3,Shetland Islands,85+ years,Other/Unknown,0,0,70,3
2019/20 Q3,Shetland Islands,Unknown,999 Emergency Services,0,NA,0,NA
2019/20 Q3,Shetland Islands,Unknown,GP,0,NA,0,NA
2019/20 Q3,Shetland Islands,Unknown,Care Home,0,NA,0,NA
2019/20 Q3,Shetland Islands,Unknown,Self Referral,0,NA,0,NA
2019/20 Q3,Shetland Islands,Unknown,Other/Unknown,0,NA,0,NA
2019/20 Q3,South Ayrshire,All Ages,999 Emergency Services,110,84.6,3835,80
2019/20 Q3,South Ayrshire,All Ages,GP,0,0,75,2
2019/20 Q3,South Ayrshire,All Ages,Care Home,0,0,40,1
2019/20 Q3,South Ayrshire,All Ages,Self Referral,20,15.4,670,14
2019/20 Q3,South Ayrshire,All Ages,Other/Unknown,0,0,150,3
2019/20 Q3,South Ayrshire,0-17 years,999 Emergency Services,0,NA,0,NA
2019/20 Q3,South Ayrshire,0-17 years,GP,0,NA,0,NA
2019/20 Q3,South Ayrshire,0-17 years,Care Home,0,NA,0,NA
2019/20 Q3,South Ayrshire,0-17 years,Self Referral,0,NA,0,NA
2019/20 Q3,South Ayrshire,0-17 years,Other/Unknown,0,NA,0,NA
2019/20 Q3,South Ayrshire,18-64 years,999 Emergency Services,15,75,340,67
