financial_year,sending_location,service,age_group,measure,value,scotland_value
2018/19,South Ayrshire,Receiving both Community Alarm and Telecare,65-74 years,Number of People,350,6200
2018/19,South Ayrshire,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",22.7,10.850960309987434
2018/19,South Ayrshire,Receiving both Community Alarm and Telecare,75-84 years,Number of People,1010,12755
2018/19,South Ayrshire,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",109.5,38.49287783679382
2018/19,South Ayrshire,Receiving both Community Alarm and Telecare,85+ years,Number of People,1175,13520
2018/19,South Ayrshire,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",333,109.58371158085852
2018/19,South Ayrshire,Receiving both Community Alarm and Telecare,Unknown,Number of People,0,0
2018/19,South Ayrshire,Receiving both Community Alarm and Telecare,Unknown,"Rate per 1,000 Population",0,0
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,3320,125120
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",29.5,23.00803589488976
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,0-17 years,Number of People,5,540
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0.3,0.5248843796352637
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,355,16650
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",5.5,4.921393667747699
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,420,20150
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",27.2,35.26562100745916
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,1170,43875
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",126.9,132.408860453887
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,1365,43875
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",386.8,355.6202178705745
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,Unknown,Number of People,0,0
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,Unknown,"Rate per 1,000 Population",0,0
2018/19,Stirling,Community Alarm Only,All Ages,Number of People,2005,71815
2018/19,Stirling,Community Alarm Only,All Ages,"Rate per 1,000 Population",21.3,13.205899119177653
2018/19,Stirling,Community Alarm Only,0-17 years,Number of People,0,100
2018/19,Stirling,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0,0.09720081104356736
2018/19,Stirling,Community Alarm Only,18-64 years,Number of People,195,8170
2018/19,Stirling,Community Alarm Only,18-64 years,"Rate per 1,000 Population",3.3,2.4148820579879096
2018/19,Stirling,Community Alarm Only,65-74 years,Number of People,255,11615
2018/19,Stirling,Community Alarm Only,65-74 years,"Rate per 1,000 Population",25.9,20.32804903233936
2018/19,Stirling,Community Alarm Only,75-84 years,Number of People,755,26210
2018/19,Stirling,Community Alarm Only,75-84 years,"Rate per 1,000 Population",125.2,79.09826170931917
2018/19,Stirling,Community Alarm Only,85+ years,Number of People,800,25710
2018/19,Stirling,Community Alarm Only,85+ years,"Rate per 1,000 Population",378.8,208.3873686940734
2018/19,Stirling,Community Alarm Only,Unknown,Number of People,0,0
2018/19,Stirling,Community Alarm Only,Unknown,"Rate per 1,000 Population",0,0
2018/19,Stirling,Telecare Only,All Ages,Number of People,50,15270
2018/19,Stirling,Telecare Only,All Ages,"Rate per 1,000 Population",0.5,2.807966017542892
2018/19,Stirling,Telecare Only,0-17 years,Number of People,0,330
2018/19,Stirling,Telecare Only,0-17 years,"Rate per 1,000 Population",0,0.32076267644377227
2018/19,Stirling,Telecare Only,18-64 years,Number of People,15,3040
2018/19,Stirling,Telecare Only,18-64 years,"Rate per 1,000 Population",0.3,0.8985607657629432
2018/19,Stirling,Telecare Only,65-74 years,Number of People,5,2335
2018/19,Stirling,Telecare Only,65-74 years,"Rate per 1,000 Population",0.5,4.086611665132365
2018/19,Stirling,Telecare Only,75-84 years,Number of People,15,4915
2018/19,Stirling,Telecare Only,75-84 years,"Rate per 1,000 Population",2.5,14.832810236600677
2018/19,Stirling,Telecare Only,85+ years,Number of People,15,4645
2018/19,Stirling,Telecare Only,85+ years,"Rate per 1,000 Population",7.1,37.64913759564259
2018/19,Stirling,Telecare Only,Unknown,Number of People,0,0
2018/19,Stirling,Telecare Only,Unknown,"Rate per 1,000 Population",0,0
2018/19,Stirling,Receiving both Community Alarm and Telecare,All Ages,Number of People,615,38030
2018/19,Stirling,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",6.5,6.993251319394641
2018/19,Stirling,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0,115
2018/19,Stirling,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0,0.11178093270010245
2018/19,Stirling,Receiving both Community Alarm and Telecare,18-64 years,Number of People,70,5445
2018/19,Stirling,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",1.2,1.6094287399931662
2018/19,Stirling,Receiving both Community Alarm and Telecare,65-74 years,Number of People,65,6200
2018/19,Stirling,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",6.6,10.850960309987434
2018/19,Stirling,Receiving both Community Alarm and Telecare,75-84 years,Number of People,200,12755
2018/19,Stirling,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",33.2,38.49287783679382
2018/19,Stirling,Receiving both Community Alarm and Telecare,85+ years,Number of People,275,13520
2018/19,Stirling,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",130.2,109.58371158085852
2018/19,Stirling,Receiving both Community Alarm and Telecare,Unknown,Number of People,0,0
2018/19,Stirling,Receiving both Community Alarm and Telecare,Unknown,"Rate per 1,000 Population",0,0
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,2665,125120
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",28.3,23.00803589488976
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,0-17 years,Number of People,0,540
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0,0.5248843796352637
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,280,16650
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",4.8,4.921393667747699
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,325,20150
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",33,35.26562100745916
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,970,43875
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",160.8,132.408860453887
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,1090,43875
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",516.1,355.6202178705745
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,Unknown,Number of People,0,0
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,Unknown,"Rate per 1,000 Population",0,0
2018/19,West Dunbartonshire,Community Alarm Only,All Ages,Number of People,1910,71815
2018/19,West Dunbartonshire,Community Alarm Only,All Ages,"Rate per 1,000 Population",21.4,13.205899119177653
2018/19,West Dunbartonshire,Community Alarm Only,0-17 years,Number of People,0,100
2018/19,West Dunbartonshire,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0,0.09720081104356736
2018/19,West Dunbartonshire,Community Alarm Only,18-64 years,Number of People,265,8170
2018/19,West Dunbartonshire,Community Alarm Only,18-64 years,"Rate per 1,000 Population",4.8,2.4148820579879096
2018/19,West Dunbartonshire,Community Alarm Only,65-74 years,Number of People,345,11615
2018/19,West Dunbartonshire,Community Alarm Only,65-74 years,"Rate per 1,000 Population",36.8,20.32804903233936
2018/19,West Dunbartonshire,Community Alarm Only,75-84 years,Number of People,700,26210
2018/19,West Dunbartonshire,Community Alarm Only,75-84 years,"Rate per 1,000 Population",134.6,79.09826170931917
2018/19,West Dunbartonshire,Community Alarm Only,85+ years,Number of People,600,25710
2018/19,West Dunbartonshire,Community Alarm Only,85+ years,"Rate per 1,000 Population",323.8,208.3873686940734
2018/19,West Dunbartonshire,Community Alarm Only,Unknown,Number of People,0,0
2018/19,West Dunbartonshire,Community Alarm Only,Unknown,"Rate per 1,000 Population",0,0
2018/19,West Dunbartonshire,Telecare Only,All Ages,Number of People,0,15270
2018/19,West Dunbartonshire,Telecare Only,All Ages,"Rate per 1,000 Population",0,2.807966017542892
2018/19,West Dunbartonshire,Telecare Only,0-17 years,Number of People,0,330
2018/19,West Dunbartonshire,Telecare Only,0-17 years,"Rate per 1,000 Population",0,0.32076267644377227
2018/19,West Dunbartonshire,Telecare Only,18-64 years,Number of People,0,3040
2018/19,West Dunbartonshire,Telecare Only,18-64 years,"Rate per 1,000 Population",0,0.8985607657629432
2018/19,West Dunbartonshire,Telecare Only,65-74 years,Number of People,0,2335
2018/19,West Dunbartonshire,Telecare Only,65-74 years,"Rate per 1,000 Population",0,4.086611665132365
2018/19,West Dunbartonshire,Telecare Only,75-84 years,Number of People,0,4915
2018/19,West Dunbartonshire,Telecare Only,75-84 years,"Rate per 1,000 Population",0,14.832810236600677
2018/19,West Dunbartonshire,Telecare Only,85+ years,Number of People,0,4645
2018/19,West Dunbartonshire,Telecare Only,85+ years,"Rate per 1,000 Population",0,37.64913759564259
2018/19,West Dunbartonshire,Telecare Only,Unknown,Number of People,0,0
2018/19,West Dunbartonshire,Telecare Only,Unknown,"Rate per 1,000 Population",0,0
2018/19,West Dunbartonshire,Receiving both Community Alarm and Telecare,All Ages,Number of People,895,38030
2018/19,West Dunbartonshire,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",10,6.993251319394641
2018/19,West Dunbartonshire,Receiving both Community Alarm and Telecare,0-17 years,Number of People,5,115
2018/19,West Dunbartonshire,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0.3,0.11178093270010245
2018/19,West Dunbartonshire,Receiving both Community Alarm and Telecare,18-64 years,Number of People,140,5445
2018/19,West Dunbartonshire,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",2.5,1.6094287399931662
2018/19,West Dunbartonshire,Receiving both Community Alarm and Telecare,65-74 years,Number of People,180,6200
2018/19,West Dunbartonshire,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",19.2,10.850960309987434
2018/19,West Dunbartonshire,Receiving both Community Alarm and Telecare,75-84 years,Number of People,300,12755
2018/19,West Dunbartonshire,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",57.7,38.49287783679382
2018/19,West Dunbartonshire,Receiving both Community Alarm and Telecare,85+ years,Number of People,270,13520
2018/19,West Dunbartonshire,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",145.7,109.58371158085852
2018/19,West Dunbartonshire,Receiving both Community Alarm and Telecare,Unknown,Number of People,0,0
2018/19,West Dunbartonshire,Receiving both Community Alarm and Telecare,Unknown,"Rate per 1,000 Population",0,0
2018/19,West Dunbartonshire,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,2805,125120
2018/19,West Dunbartonshire,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",31.5,23.00803589488976
2018/19,West Dunbartonshire,Total Receiving Community Alarms and/or Telecare,0-17 years,Number of People,5,540
2018/19,West Dunbartonshire,Total Receiving Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0.3,0.5248843796352637
2018/19,West Dunbartonshire,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,405,16650
2018/19,West Dunbartonshire,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",7.3,4.921393667747699
2018/19,West Dunbartonshire,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,525,20150
2018/19,West Dunbartonshire,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",56,35.26562100745916
2018/19,West Dunbartonshire,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,1000,43875
2018/19,West Dunbartonshire,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",192.2,132.408860453887
2018/19,West Dunbartonshire,Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,875,43875
2018/19,West Dunbartonshire,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",472.2,355.6202178705745
2018/19,West Dunbartonshire,Total Receiving Community Alarms and/or Telecare,Unknown,Number of People,0,0
2018/19,West Dunbartonshire,Total Receiving Community Alarms and/or Telecare,Unknown,"Rate per 1,000 Population",0,0
2018/19,West Lothian,Community Alarm Only,All Ages,Number of People,0,71815
2018/19,West Lothian,Community Alarm Only,All Ages,"Rate per 1,000 Population",0,13.205899119177653
2018/19,West Lothian,Community Alarm Only,0-17 years,Number of People,0,100
2018/19,West Lothian,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0,0.09720081104356736
2018/19,West Lothian,Community Alarm Only,18-64 years,Number of People,0,8170
2018/19,West Lothian,Community Alarm Only,18-64 years,"Rate per 1,000 Population",0,2.4148820579879096
2018/19,West Lothian,Community Alarm Only,65-74 years,Number of People,0,11615
2018/19,West Lothian,Community Alarm Only,65-74 years,"Rate per 1,000 Population",0,20.32804903233936
2018/19,West Lothian,Community Alarm Only,75-84 years,Number of People,0,26210
2018/19,West Lothian,Community Alarm Only,75-84 years,"Rate per 1,000 Population",0,79.09826170931917
2018/19,West Lothian,Community Alarm Only,85+ years,Number of People,0,25710
2018/19,West Lothian,Community Alarm Only,85+ years,"Rate per 1,000 Population",0,208.3873686940734
2018/19,West Lothian,Community Alarm Only,Unknown,Number of People,0,0
2018/19,West Lothian,Community Alarm Only,Unknown,"Rate per 1,000 Population",0,0
2018/19,West Lothian,Telecare Only,All Ages,Number of People,5140,15270
2018/19,West Lothian,Telecare Only,All Ages,"Rate per 1,000 Population",28.2,2.807966017542892
2018/19,West Lothian,Telecare Only,0-17 years,Number of People,25,330
2018/19,West Lothian,Telecare Only,0-17 years,"Rate per 1,000 Population",0.6,0.32076267644377227
2018/19,West Lothian,Telecare Only,18-64 years,Number of People,1065,3040
2018/19,West Lothian,Telecare Only,18-64 years,"Rate per 1,000 Population",9.5,0.8985607657629432
2018/19,West Lothian,Telecare Only,65-74 years,Number of People,1000,2335
2018/19,West Lothian,Telecare Only,65-74 years,"Rate per 1,000 Population",57.5,4.086611665132365
2018/19,West Lothian,Telecare Only,75-84 years,Number of People,1885,4915
2018/19,West Lothian,Telecare Only,75-84 years,"Rate per 1,000 Population",198.5,14.832810236600677
2018/19,West Lothian,Telecare Only,85+ years,Number of People,1170,4645
2018/19,West Lothian,Telecare Only,85+ years,"Rate per 1,000 Population",402.3,37.64913759564259
2018/19,West Lothian,Telecare Only,Unknown,Number of People,0,0
2018/19,West Lothian,Telecare Only,Unknown,"Rate per 1,000 Population",0,0
2018/19,West Lothian,Receiving both Community Alarm and Telecare,All Ages,Number of People,0,38030
2018/19,West Lothian,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",0,6.993251319394641
2018/19,West Lothian,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0,115
2018/19,West Lothian,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0,0.11178093270010245
2018/19,West Lothian,Receiving both Community Alarm and Telecare,18-64 years,Number of People,0,5445
2018/19,West Lothian,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",0,1.6094287399931662
2018/19,West Lothian,Receiving both Community Alarm and Telecare,65-74 years,Number of People,0,6200
2018/19,West Lothian,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",0,10.850960309987434
2018/19,West Lothian,Receiving both Community Alarm and Telecare,75-84 years,Number of People,0,12755
2018/19,West Lothian,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",0,38.49287783679382
2018/19,West Lothian,Receiving both Community Alarm and Telecare,85+ years,Number of People,0,13520
2018/19,West Lothian,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",0,109.58371158085852
2018/19,West Lothian,Receiving both Community Alarm and Telecare,Unknown,Number of People,0,0
2018/19,West Lothian,Receiving both Community Alarm and Telecare,Unknown,"Rate per 1,000 Population",0,0
2018/19,West Lothian,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,5140,125120
2018/19,West Lothian,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",28.2,23.00803589488976
2018/19,West Lothian,Total Receiving Community Alarms and/or Telecare,0-17 years,Number of People,25,540
2018/19,West Lothian,Total Receiving Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0.6,0.5248843796352637
2018/19,West Lothian,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,1065,16650
2018/19,West Lothian,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",9.5,4.921393667747699
2018/19,West Lothian,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,1000,20150
2018/19,West Lothian,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",57.5,35.26562100745916
2018/19,West Lothian,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,1885,43875
2018/19,West Lothian,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",198.5,132.408860453887
2018/19,West Lothian,Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,1170,43875
2018/19,West Lothian,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",402.3,355.6202178705745
2018/19,West Lothian,Total Receiving Community Alarms and/or Telecare,Unknown,Number of People,0,0
2018/19,West Lothian,Total Receiving Community Alarms and/or Telecare,Unknown,"Rate per 1,000 Population",0,0
2019/20,Scotland (All Areas Submitted),Community Alarm Only,All Ages,Number of People,71255,71255
2019/20,Scotland (All Areas Submitted),Community Alarm Only,All Ages,"Rate per 1,000 Population",13,13.042483480680175
2019/20,Scotland (All Areas Submitted),Community Alarm Only,0-17 years,Number of People,125,125
2019/20,Scotland (All Areas Submitted),Community Alarm Only,0-17 years,"Rate per 1,000 Population",0.1,0.12145804061945545
2019/20,Scotland (All Areas Submitted),Community Alarm Only,18-64 years,Number of People,8175,8175
2019/20,Scotland (All Areas Submitted),Community Alarm Only,18-64 years,"Rate per 1,000 Population",2.4,2.411509404296705
2019/20,Scotland (All Areas Submitted),Community Alarm Only,65-74 years,Number of People,11075,11075
2019/20,Scotland (All Areas Submitted),Community Alarm Only,65-74 years,"Rate per 1,000 Population",19.2,19.150959709493343
2019/20,Scotland (All Areas Submitted),Community Alarm Only,75-84 years,Number of People,25840,25840
2019/20,Scotland (All Areas Submitted),Community Alarm Only,75-84 years,"Rate per 1,000 Population",76.3,76.27864139001883
2019/20,Scotland (All Areas Submitted),Community Alarm Only,85+ years,Number of People,26025,26025
2019/20,Scotland (All Areas Submitted),Community Alarm Only,85+ years,"Rate per 1,000 Population",204.8,204.78097681116085
2019/20,Scotland (All Areas Submitted),Community Alarm Only,Unknown,Number of People,0,0
2019/20,Scotland (All Areas Submitted),Community Alarm Only,Unknown,"Rate per 1,000 Population",0,0
2019/20,Scotland (All Areas Submitted),Telecare Only,All Ages,Number of People,13585,13585
2019/20,Scotland (All Areas Submitted),Telecare Only,All Ages,"Rate per 1,000 Population",2.5,2.4865923526073983
2019/20,Scotland (All Areas Submitted),Telecare Only,0-17 years,Number of People,245,245
2019/20,Scotland (All Areas Submitted),Telecare Only,0-17 years,"Rate per 1,000 Population",0.2,0.23805775961413264
2019/20,Scotland (All Areas Submitted),Telecare Only,18-64 years,Number of People,2660,2660
2019/20,Scotland (All Areas Submitted),Telecare Only,18-64 years,"Rate per 1,000 Population",0.8,0.7846623872084691
2019/20,Scotland (All Areas Submitted),Telecare Only,65-74 years,Number of People,2015,2015
2019/20,Scotland (All Areas Submitted),Telecare Only,65-74 years,"Rate per 1,000 Population",3.5,3.484350683036486
2019/20,Scotland (All Areas Submitted),Telecare Only,75-84 years,Number of People,4430,4430
2019/20,Scotland (All Areas Submitted),Telecare Only,75-84 years,"Rate per 1,000 Population",13.1,13.07718194109069
2019/20,Scotland (All Areas Submitted),Telecare Only,85+ years,Number of People,4235,4235
2019/20,Scotland (All Areas Submitted),Telecare Only,85+ years,"Rate per 1,000 Population",33.3,33.32362869530322
2019/20,Scotland (All Areas Submitted),Telecare Only,Unknown,Number of People,0,0
2019/20,Scotland (All Areas Submitted),Telecare Only,Unknown,"Rate per 1,000 Population",0,0
2019/20,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,All Ages,Number of People,32505,32505
2019/20,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",5.9,5.949700730327824
2019/20,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,0-17 years,Number of People,140,140
2019/20,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0.1,0.1360330054937901
2019/20,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,18-64 years,Number of People,4825,4825
2019/20,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",1.4,1.4233067737897984
2019/20,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,65-74 years,Number of People,5305,5305
2019/20,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",9.2,9.173439391319386
2019/20,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,75-84 years,Number of People,10835,10835
2019/20,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",32,31.984484499259057
2019/20,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,85+ years,Number of People,11395,11395
2019/20,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",89.7,89.66298677284065
2019/20,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,Unknown,Number of People,0,0
2019/20,Scotland (All Areas Submitted),Receiving both Community Alarm and Telecare,Unknown,"Rate per 1,000 Population",0,0
2019/20,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,117345,117345
2019/20,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",21.5,21.478776563615398
2019/20,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,0-17 years,Number of People,505,505
2019/20,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0.5,0.4906904841026
2019/20,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,15660,15660
2019/20,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",4.6,4.619478565294973
2019/20,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,18395,18395
2019/20,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",31.8,31.808749783849212
2019/20,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,41110,41110
2019/20,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",121.4,121.35506762939916
2019/20,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,41655,41655
2019/20,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",327.8,327.7675922793047
2019/20,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,Unknown,Number of People,0,0
2019/20,Scotland (All Areas Submitted),Total Receiving Community Alarms and/or Telecare,Unknown,"Rate per 1,000 Population",0,0
2019/20,Aberdeenshire,Community Alarm Only,All Ages,Number of People,4595,71255
2019/20,Aberdeenshire,Community Alarm Only,All Ages,"Rate per 1,000 Population",17.6,13.042483480680175
2019/20,Aberdeenshire,Community Alarm Only,0-17 years,Number of People,0,125
2019/20,Aberdeenshire,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0,0.12145804061945545
2019/20,Aberdeenshire,Community Alarm Only,18-64 years,Number of People,405,8175
2019/20,Aberdeenshire,Community Alarm Only,18-64 years,"Rate per 1,000 Population",2.6,2.411509404296705
2019/20,Aberdeenshire,Community Alarm Only,65-74 years,Number of People,750,11075
2019/20,Aberdeenshire,Community Alarm Only,65-74 years,"Rate per 1,000 Population",25.5,19.150959709493343
2019/20,Aberdeenshire,Community Alarm Only,75-84 years,Number of People,1650,25840
2019/20,Aberdeenshire,Community Alarm Only,75-84 years,"Rate per 1,000 Population",103.9,76.27864139001883
2019/20,Aberdeenshire,Community Alarm Only,85+ years,Number of People,1790,26025
2019/20,Aberdeenshire,Community Alarm Only,85+ years,"Rate per 1,000 Population",311.8,204.78097681116085
2019/20,Aberdeenshire,Community Alarm Only,Unknown,Number of People,0,0
2019/20,Aberdeenshire,Community Alarm Only,Unknown,"Rate per 1,000 Population",0,0
2019/20,Aberdeenshire,Telecare Only,All Ages,Number of People,150,13585
2019/20,Aberdeenshire,Telecare Only,All Ages,"Rate per 1,000 Population",0.6,2.4865923526073983
2019/20,Aberdeenshire,Telecare Only,0-17 years,Number of People,0,245
2019/20,Aberdeenshire,Telecare Only,0-17 years,"Rate per 1,000 Population",0,0.23805775961413264
2019/20,Aberdeenshire,Telecare Only,18-64 years,Number of People,80,2660
2019/20,Aberdeenshire,Telecare Only,18-64 years,"Rate per 1,000 Population",0.5,0.7846623872084691
2019/20,Aberdeenshire,Telecare Only,65-74 years,Number of People,15,2015
2019/20,Aberdeenshire,Telecare Only,65-74 years,"Rate per 1,000 Population",0.5,3.484350683036486
2019/20,Aberdeenshire,Telecare Only,75-84 years,Number of People,25,4430
2019/20,Aberdeenshire,Telecare Only,75-84 years,"Rate per 1,000 Population",1.6,13.07718194109069
2019/20,Aberdeenshire,Telecare Only,85+ years,Number of People,30,4235
2019/20,Aberdeenshire,Telecare Only,85+ years,"Rate per 1,000 Population",5.2,33.32362869530322
2019/20,Aberdeenshire,Telecare Only,Unknown,Number of People,0,0
2019/20,Aberdeenshire,Telecare Only,Unknown,"Rate per 1,000 Population",0,0
2019/20,Aberdeenshire,Receiving both Community Alarm and Telecare,All Ages,Number of People,585,32505
2019/20,Aberdeenshire,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",2.2,5.949700730327824
2019/20,Aberdeenshire,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0,140
2019/20,Aberdeenshire,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0,0.1360330054937901
2019/20,Aberdeenshire,Receiving both Community Alarm and Telecare,18-64 years,Number of People,75,4825
2019/20,Aberdeenshire,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",0.5,1.4233067737897984
2019/20,Aberdeenshire,Receiving both Community Alarm and Telecare,65-74 years,Number of People,70,5305
2019/20,Aberdeenshire,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",2.4,9.173439391319386
