financial_year,sending_location,service,age_group,living_alone_status,percentage,nclient
2019/20,East Lothian,Telecare Only,18-64 years,Not Recorded,0,0
2019/20,East Lothian,Telecare Only,65-74 years,Living Alone,0,0
2019/20,East Lothian,Telecare Only,65-74 years,Not Living Alone,0,0
2019/20,East Lothian,Telecare Only,65-74 years,Unknown,0,0
2019/20,East Lothian,Telecare Only,65-74 years,Not Recorded,0,0
2019/20,East Lothian,Telecare Only,75-84 years,Living Alone,0,0
2019/20,East Lothian,Telecare Only,75-84 years,Not Living Alone,0,0
2019/20,East Lothian,Telecare Only,75-84 years,Unknown,0,0
2019/20,East Lothian,Telecare Only,75-84 years,Not Recorded,0,0
2019/20,East Lothian,Telecare Only,85+ years,Living Alone,0,0
2019/20,East Lothian,Telecare Only,85+ years,Not Living Alone,0,0
2019/20,East Lothian,Telecare Only,85+ years,Unknown,0,0
2019/20,East Lothian,Telecare Only,85+ years,Not Recorded,0,0
2019/20,East Lothian,Total Receiving Community Alarms and/or Telecare,All Ages,Living Alone,0,0
2019/20,East Lothian,Total Receiving Community Alarms and/or Telecare,All Ages,Not Living Alone,0,0
2019/20,East Lothian,Total Receiving Community Alarms and/or Telecare,All Ages,Unknown,100,1000
2019/20,East Lothian,Total Receiving Community Alarms and/or Telecare,All Ages,Not Recorded,0,0
2019/20,East Lothian,Total Receiving Community Alarms and/or Telecare,0-17 years,Living Alone,0,0
2019/20,East Lothian,Total Receiving Community Alarms and/or Telecare,0-17 years,Not Living Alone,0,0
2019/20,East Lothian,Total Receiving Community Alarms and/or Telecare,0-17 years,Unknown,0,0
2019/20,East Lothian,Total Receiving Community Alarms and/or Telecare,0-17 years,Not Recorded,0,0
2019/20,East Lothian,Total Receiving Community Alarms and/or Telecare,18-64 years,Living Alone,0,0
2019/20,East Lothian,Total Receiving Community Alarms and/or Telecare,18-64 years,Not Living Alone,0,0
2019/20,East Lothian,Total Receiving Community Alarms and/or Telecare,18-64 years,Unknown,100,100
2019/20,East Lothian,Total Receiving Community Alarms and/or Telecare,18-64 years,Not Recorded,0,0
2019/20,East Lothian,Total Receiving Community Alarms and/or Telecare,65-74 years,Living Alone,0,0
2019/20,East Lothian,Total Receiving Community Alarms and/or Telecare,65-74 years,Not Living Alone,0,0
2019/20,East Lothian,Total Receiving Community Alarms and/or Telecare,65-74 years,Unknown,100,145
2019/20,East Lothian,Total Receiving Community Alarms and/or Telecare,65-74 years,Not Recorded,0,0
2019/20,East Lothian,Total Receiving Community Alarms and/or Telecare,75-84 years,Living Alone,0,0
2019/20,East Lothian,Total Receiving Community Alarms and/or Telecare,75-84 years,Not Living Alone,0,0
2019/20,East Lothian,Total Receiving Community Alarms and/or Telecare,75-84 years,Unknown,100,360
2019/20,East Lothian,Total Receiving Community Alarms and/or Telecare,75-84 years,Not Recorded,0,0
2019/20,East Lothian,Total Receiving Community Alarms and/or Telecare,85+ years,Living Alone,0,0
2019/20,East Lothian,Total Receiving Community Alarms and/or Telecare,85+ years,Not Living Alone,0,0
2019/20,East Lothian,Total Receiving Community Alarms and/or Telecare,85+ years,Unknown,100,400
2019/20,East Lothian,Total Receiving Community Alarms and/or Telecare,85+ years,Not Recorded,0,0
2018/19,East Renfrewshire,Community Alarm Only,All Ages,Living Alone,0,0
2018/19,East Renfrewshire,Community Alarm Only,All Ages,Not Living Alone,0,0
2018/19,East Renfrewshire,Community Alarm Only,All Ages,Unknown,0,0
2018/19,East Renfrewshire,Community Alarm Only,All Ages,Not Recorded,0,0
2018/19,East Renfrewshire,Community Alarm Only,0-17 years,Living Alone,0,0
2018/19,East Renfrewshire,Community Alarm Only,0-17 years,Not Living Alone,0,0
2018/19,East Renfrewshire,Community Alarm Only,0-17 years,Unknown,0,0
2018/19,East Renfrewshire,Community Alarm Only,0-17 years,Not Recorded,0,0
2018/19,East Renfrewshire,Community Alarm Only,18-64 years,Living Alone,0,0
2018/19,East Renfrewshire,Community Alarm Only,18-64 years,Not Living Alone,0,0
2018/19,East Renfrewshire,Community Alarm Only,18-64 years,Unknown,0,0
2018/19,East Renfrewshire,Community Alarm Only,18-64 years,Not Recorded,0,0
2018/19,East Renfrewshire,Community Alarm Only,65-74 years,Living Alone,0,0
2018/19,East Renfrewshire,Community Alarm Only,65-74 years,Not Living Alone,0,0
2018/19,East Renfrewshire,Community Alarm Only,65-74 years,Unknown,0,0
2018/19,East Renfrewshire,Community Alarm Only,65-74 years,Not Recorded,0,0
2018/19,East Renfrewshire,Community Alarm Only,75-84 years,Living Alone,0,0
2018/19,East Renfrewshire,Community Alarm Only,75-84 years,Not Living Alone,0,0
2018/19,East Renfrewshire,Community Alarm Only,75-84 years,Unknown,0,0
2018/19,East Renfrewshire,Community Alarm Only,75-84 years,Not Recorded,0,0
2018/19,East Renfrewshire,Community Alarm Only,85+ years,Living Alone,0,0
2018/19,East Renfrewshire,Community Alarm Only,85+ years,Not Living Alone,0,0
2018/19,East Renfrewshire,Community Alarm Only,85+ years,Unknown,0,0
2018/19,East Renfrewshire,Community Alarm Only,85+ years,Not Recorded,0,0
2018/19,East Renfrewshire,Community Alarm Only,Unknown,Living Alone,0,0
2018/19,East Renfrewshire,Community Alarm Only,Unknown,Not Living Alone,0,0
2018/19,East Renfrewshire,Community Alarm Only,Unknown,Unknown,0,0
2018/19,East Renfrewshire,Community Alarm Only,Unknown,Not Recorded,0,0
2018/19,East Renfrewshire,Receiving both Community Alarm and Telecare,All Ages,Living Alone,0,0
2018/19,East Renfrewshire,Receiving both Community Alarm and Telecare,All Ages,Not Living Alone,0,0
2018/19,East Renfrewshire,Receiving both Community Alarm and Telecare,All Ages,Unknown,0,0
2018/19,East Renfrewshire,Receiving both Community Alarm and Telecare,All Ages,Not Recorded,0,0
2018/19,East Renfrewshire,Receiving both Community Alarm and Telecare,0-17 years,Living Alone,0,0
2018/19,East Renfrewshire,Receiving both Community Alarm and Telecare,0-17 years,Not Living Alone,0,0
2018/19,East Renfrewshire,Receiving both Community Alarm and Telecare,0-17 years,Unknown,0,0
2018/19,East Renfrewshire,Receiving both Community Alarm and Telecare,0-17 years,Not Recorded,0,0
2018/19,East Renfrewshire,Receiving both Community Alarm and Telecare,18-64 years,Living Alone,0,0
2018/19,East Renfrewshire,Receiving both Community Alarm and Telecare,18-64 years,Not Living Alone,0,0
2018/19,East Renfrewshire,Receiving both Community Alarm and Telecare,18-64 years,Unknown,0,0
2018/19,East Renfrewshire,Receiving both Community Alarm and Telecare,18-64 years,Not Recorded,0,0
2018/19,East Renfrewshire,Receiving both Community Alarm and Telecare,65-74 years,Living Alone,0,0
2018/19,East Renfrewshire,Receiving both Community Alarm and Telecare,65-74 years,Not Living Alone,0,0
2018/19,East Renfrewshire,Receiving both Community Alarm and Telecare,65-74 years,Unknown,0,0
2018/19,East Renfrewshire,Receiving both Community Alarm and Telecare,65-74 years,Not Recorded,0,0
2018/19,East Renfrewshire,Receiving both Community Alarm and Telecare,75-84 years,Living Alone,0,0
2018/19,East Renfrewshire,Receiving both Community Alarm and Telecare,75-84 years,Not Living Alone,0,0
2018/19,East Renfrewshire,Receiving both Community Alarm and Telecare,75-84 years,Unknown,0,0
2018/19,East Renfrewshire,Receiving both Community Alarm and Telecare,75-84 years,Not Recorded,0,0
2018/19,East Renfrewshire,Receiving both Community Alarm and Telecare,85+ years,Living Alone,0,0
2018/19,East Renfrewshire,Receiving both Community Alarm and Telecare,85+ years,Not Living Alone,0,0
2018/19,East Renfrewshire,Receiving both Community Alarm and Telecare,85+ years,Unknown,0,0
2018/19,East Renfrewshire,Receiving both Community Alarm and Telecare,85+ years,Not Recorded,0,0
2018/19,East Renfrewshire,Receiving both Community Alarm and Telecare,Unknown,Living Alone,0,0
2018/19,East Renfrewshire,Receiving both Community Alarm and Telecare,Unknown,Not Living Alone,0,0
2018/19,East Renfrewshire,Receiving both Community Alarm and Telecare,Unknown,Unknown,0,0
2018/19,East Renfrewshire,Receiving both Community Alarm and Telecare,Unknown,Not Recorded,0,0
2018/19,East Renfrewshire,Telecare Only,All Ages,Living Alone,31.6,1035
2018/19,East Renfrewshire,Telecare Only,All Ages,Not Living Alone,22,720
2018/19,East Renfrewshire,Telecare Only,All Ages,Unknown,46.4,1520
2018/19,East Renfrewshire,Telecare Only,All Ages,Not Recorded,0,0
2018/19,East Renfrewshire,Telecare Only,0-17 years,Living Alone,0,0
2018/19,East Renfrewshire,Telecare Only,0-17 years,Not Living Alone,0,0
2018/19,East Renfrewshire,Telecare Only,0-17 years,Unknown,100,15
2018/19,East Renfrewshire,Telecare Only,0-17 years,Not Recorded,0,0
2018/19,East Renfrewshire,Telecare Only,18-64 years,Living Alone,22.4,75
2018/19,East Renfrewshire,Telecare Only,18-64 years,Not Living Alone,28.4,95
2018/19,East Renfrewshire,Telecare Only,18-64 years,Unknown,49.3,165
2018/19,East Renfrewshire,Telecare Only,18-64 years,Not Recorded,0,0
2018/19,East Renfrewshire,Telecare Only,65-74 years,Living Alone,24.1,100
2018/19,East Renfrewshire,Telecare Only,65-74 years,Not Living Alone,28.9,120
2018/19,East Renfrewshire,Telecare Only,65-74 years,Unknown,47,195
2018/19,East Renfrewshire,Telecare Only,65-74 years,Not Recorded,0,0
2018/19,East Renfrewshire,Telecare Only,75-84 years,Living Alone,29.6,345
2018/19,East Renfrewshire,Telecare Only,75-84 years,Not Living Alone,22.3,260
2018/19,East Renfrewshire,Telecare Only,75-84 years,Unknown,48.1,560
2018/19,East Renfrewshire,Telecare Only,75-84 years,Not Recorded,0,0
2018/19,East Renfrewshire,Telecare Only,85+ years,Living Alone,38.3,515
2018/19,East Renfrewshire,Telecare Only,85+ years,Not Living Alone,18.2,245
2018/19,East Renfrewshire,Telecare Only,85+ years,Unknown,43.5,585
2018/19,East Renfrewshire,Telecare Only,85+ years,Not Recorded,0,0
2018/19,East Renfrewshire,Telecare Only,Unknown,Living Alone,0,0
2018/19,East Renfrewshire,Telecare Only,Unknown,Not Living Alone,0,0
2018/19,East Renfrewshire,Telecare Only,Unknown,Unknown,0,0
2018/19,East Renfrewshire,Telecare Only,Unknown,Not Recorded,0,0
2018/19,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,All Ages,Living Alone,31.6,1035
2018/19,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,All Ages,Not Living Alone,22,720
2018/19,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,All Ages,Unknown,46.4,1520
2018/19,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,All Ages,Not Recorded,0,0
2018/19,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,0-17 years,Living Alone,0,0
2018/19,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,0-17 years,Not Living Alone,0,0
2018/19,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,0-17 years,Unknown,100,15
2018/19,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,0-17 years,Not Recorded,0,0
2018/19,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,18-64 years,Living Alone,22.4,75
2018/19,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,18-64 years,Not Living Alone,28.4,95
2018/19,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,18-64 years,Unknown,49.3,165
2018/19,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,18-64 years,Not Recorded,0,0
2018/19,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,65-74 years,Living Alone,24.1,100
2018/19,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,65-74 years,Not Living Alone,28.9,120
2018/19,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,65-74 years,Unknown,47,195
2018/19,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,65-74 years,Not Recorded,0,0
2018/19,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,75-84 years,Living Alone,29.6,345
2018/19,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,75-84 years,Not Living Alone,22.3,260
2018/19,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,75-84 years,Unknown,48.1,560
2018/19,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,75-84 years,Not Recorded,0,0
2018/19,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,85+ years,Living Alone,38.3,515
2018/19,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,85+ years,Not Living Alone,18.2,245
2018/19,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,85+ years,Unknown,43.5,585
2018/19,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,85+ years,Not Recorded,0,0
2018/19,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,Unknown,Living Alone,0,0
2018/19,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,Unknown,Not Living Alone,0,0
2018/19,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,Unknown,Unknown,0,0
2018/19,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,Unknown,Not Recorded,0,0
2019/20,East Renfrewshire,Community Alarm Only,All Ages,Living Alone,0,0
2019/20,East Renfrewshire,Community Alarm Only,All Ages,Not Living Alone,0,0
2019/20,East Renfrewshire,Community Alarm Only,All Ages,Unknown,0,0
2019/20,East Renfrewshire,Community Alarm Only,All Ages,Not Recorded,0,0
2019/20,East Renfrewshire,Community Alarm Only,0-17 years,Living Alone,0,0
2019/20,East Renfrewshire,Community Alarm Only,0-17 years,Not Living Alone,0,0
2019/20,East Renfrewshire,Community Alarm Only,0-17 years,Unknown,0,0
2019/20,East Renfrewshire,Community Alarm Only,0-17 years,Not Recorded,0,0
2019/20,East Renfrewshire,Community Alarm Only,18-64 years,Living Alone,0,0
2019/20,East Renfrewshire,Community Alarm Only,18-64 years,Not Living Alone,0,0
2019/20,East Renfrewshire,Community Alarm Only,18-64 years,Unknown,0,0
2019/20,East Renfrewshire,Community Alarm Only,18-64 years,Not Recorded,0,0
2019/20,East Renfrewshire,Community Alarm Only,65-74 years,Living Alone,0,0
2019/20,East Renfrewshire,Community Alarm Only,65-74 years,Not Living Alone,0,0
2019/20,East Renfrewshire,Community Alarm Only,65-74 years,Unknown,0,0
2019/20,East Renfrewshire,Community Alarm Only,65-74 years,Not Recorded,0,0
2019/20,East Renfrewshire,Community Alarm Only,75-84 years,Living Alone,0,0
2019/20,East Renfrewshire,Community Alarm Only,75-84 years,Not Living Alone,0,0
2019/20,East Renfrewshire,Community Alarm Only,75-84 years,Unknown,0,0
2019/20,East Renfrewshire,Community Alarm Only,75-84 years,Not Recorded,0,0
2019/20,East Renfrewshire,Community Alarm Only,85+ years,Living Alone,0,0
2019/20,East Renfrewshire,Community Alarm Only,85+ years,Not Living Alone,0,0
2019/20,East Renfrewshire,Community Alarm Only,85+ years,Unknown,0,0
2019/20,East Renfrewshire,Community Alarm Only,85+ years,Not Recorded,0,0
2019/20,East Renfrewshire,Community Alarm Only,Unknown,Living Alone,0,0
2019/20,East Renfrewshire,Community Alarm Only,Unknown,Not Living Alone,0,0
2019/20,East Renfrewshire,Community Alarm Only,Unknown,Unknown,0,0
2019/20,East Renfrewshire,Community Alarm Only,Unknown,Not Recorded,0,0
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,All Ages,Living Alone,0,0
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,All Ages,Not Living Alone,0,0
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,All Ages,Unknown,0,0
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,All Ages,Not Recorded,0,0
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,0-17 years,Living Alone,0,0
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,0-17 years,Not Living Alone,0,0
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,0-17 years,Unknown,0,0
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,0-17 years,Not Recorded,0,0
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,18-64 years,Living Alone,0,0
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,18-64 years,Not Living Alone,0,0
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,18-64 years,Unknown,0,0
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,18-64 years,Not Recorded,0,0
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,65-74 years,Living Alone,0,0
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,65-74 years,Not Living Alone,0,0
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,65-74 years,Unknown,0,0
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,65-74 years,Not Recorded,0,0
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,75-84 years,Living Alone,0,0
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,75-84 years,Not Living Alone,0,0
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,75-84 years,Unknown,0,0
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,75-84 years,Not Recorded,0,0
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,85+ years,Living Alone,0,0
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,85+ years,Not Living Alone,0,0
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,85+ years,Unknown,0,0
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,85+ years,Not Recorded,0,0
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,Unknown,Living Alone,0,0
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,Unknown,Not Living Alone,0,0
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,Unknown,Unknown,0,0
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,Unknown,Not Recorded,0,0
2019/20,East Renfrewshire,Telecare Only,All Ages,Living Alone,29,925
2019/20,East Renfrewshire,Telecare Only,All Ages,Not Living Alone,21.6,690
2019/20,East Renfrewshire,Telecare Only,All Ages,Unknown,49.5,1580
2019/20,East Renfrewshire,Telecare Only,All Ages,Not Recorded,0,0
2019/20,East Renfrewshire,Telecare Only,0-17 years,Living Alone,0,0
2019/20,East Renfrewshire,Telecare Only,0-17 years,Not Living Alone,0,0
2019/20,East Renfrewshire,Telecare Only,0-17 years,Unknown,100,10
2019/20,East Renfrewshire,Telecare Only,0-17 years,Not Recorded,0,0
2019/20,East Renfrewshire,Telecare Only,18-64 years,Living Alone,20.6,70
2019/20,East Renfrewshire,Telecare Only,18-64 years,Not Living Alone,30.9,105
2019/20,East Renfrewshire,Telecare Only,18-64 years,Unknown,48.5,165
2019/20,East Renfrewshire,Telecare Only,18-64 years,Not Recorded,0,0
2019/20,East Renfrewshire,Telecare Only,65-74 years,Living Alone,21.1,80
2019/20,East Renfrewshire,Telecare Only,65-74 years,Not Living Alone,27.6,105
2019/20,East Renfrewshire,Telecare Only,65-74 years,Unknown,51.3,195
2019/20,East Renfrewshire,Telecare Only,65-74 years,Not Recorded,0,0
2019/20,East Renfrewshire,Telecare Only,75-84 years,Living Alone,26.9,295
2019/20,East Renfrewshire,Telecare Only,75-84 years,Not Living Alone,21,230
2019/20,East Renfrewshire,Telecare Only,75-84 years,Unknown,52.1,570
2019/20,East Renfrewshire,Telecare Only,75-84 years,Not Recorded,0,0
2019/20,East Renfrewshire,Telecare Only,85+ years,Living Alone,35.2,480
2019/20,East Renfrewshire,Telecare Only,85+ years,Not Living Alone,18.3,250
2019/20,East Renfrewshire,Telecare Only,85+ years,Unknown,46.5,635
2019/20,East Renfrewshire,Telecare Only,85+ years,Not Recorded,0,0
2019/20,East Renfrewshire,Telecare Only,Unknown,Living Alone,0,0
2019/20,East Renfrewshire,Telecare Only,Unknown,Not Living Alone,0,0
2019/20,East Renfrewshire,Telecare Only,Unknown,Unknown,0,0
2019/20,East Renfrewshire,Telecare Only,Unknown,Not Recorded,0,0
2019/20,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,All Ages,Living Alone,29,925
2019/20,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,All Ages,Not Living Alone,21.6,690
2019/20,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,All Ages,Unknown,49.5,1580
2019/20,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,All Ages,Not Recorded,0,0
2019/20,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,0-17 years,Living Alone,0,0
2019/20,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,0-17 years,Not Living Alone,0,0
2019/20,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,0-17 years,Unknown,100,10
2019/20,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,0-17 years,Not Recorded,0,0
2019/20,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,18-64 years,Living Alone,20.6,70
2019/20,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,18-64 years,Not Living Alone,30.9,105
2019/20,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,18-64 years,Unknown,48.5,165
2019/20,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,18-64 years,Not Recorded,0,0
2019/20,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,65-74 years,Living Alone,21.1,80
2019/20,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,65-74 years,Not Living Alone,27.6,105
2019/20,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,65-74 years,Unknown,51.3,195
2019/20,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,65-74 years,Not Recorded,0,0
2019/20,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,75-84 years,Living Alone,26.9,295
2019/20,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,75-84 years,Not Living Alone,21,230
2019/20,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,75-84 years,Unknown,52.1,570
2019/20,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,75-84 years,Not Recorded,0,0
2019/20,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,85+ years,Living Alone,35.2,480
2019/20,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,85+ years,Not Living Alone,18.3,250
2019/20,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,85+ years,Unknown,46.5,635
2019/20,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,85+ years,Not Recorded,0,0
2019/20,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,Unknown,Living Alone,0,0
2019/20,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,Unknown,Not Living Alone,0,0
2019/20,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,Unknown,Unknown,0,0
2019/20,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,Unknown,Not Recorded,0,0
2020/21,East Renfrewshire,Community Alarm Only,All Ages,Not Living Alone,NA,0
2020/21,East Renfrewshire,Community Alarm Only,All Ages,Living Alone,NA,0
2020/21,East Renfrewshire,Community Alarm Only,All Ages,Not Known,NA,0
2020/21,East Renfrewshire,Community Alarm Only,0-17 years,Not Living Alone,NA,0
2020/21,East Renfrewshire,Community Alarm Only,0-17 years,Not Known,NA,0
2020/21,East Renfrewshire,Community Alarm Only,18-64 years,Not Living Alone,NA,0
2020/21,East Renfrewshire,Community Alarm Only,18-64 years,Living Alone,NA,0
2020/21,East Renfrewshire,Community Alarm Only,18-64 years,Not Known,NA,0
2020/21,East Renfrewshire,Community Alarm Only,65-74 years,Not Living Alone,NA,0
2020/21,East Renfrewshire,Community Alarm Only,65-74 years,Living Alone,NA,0
2020/21,East Renfrewshire,Community Alarm Only,65-74 years,Not Known,NA,0
2020/21,East Renfrewshire,Community Alarm Only,75-84 years,Not Living Alone,NA,0
2020/21,East Renfrewshire,Community Alarm Only,75-84 years,Living Alone,NA,0
2020/21,East Renfrewshire,Community Alarm Only,75-84 years,Not Known,NA,0
2020/21,East Renfrewshire,Community Alarm Only,85+ years,Not Living Alone,NA,0
2020/21,East Renfrewshire,Community Alarm Only,85+ years,Living Alone,NA,0
2020/21,East Renfrewshire,Community Alarm Only,85+ years,Not Known,NA,0
2020/21,East Renfrewshire,Receiving both Community Alarm and Telecare,All Ages,Not Living Alone,NA,0
2020/21,East Renfrewshire,Receiving both Community Alarm and Telecare,All Ages,Living Alone,NA,0
2020/21,East Renfrewshire,Receiving both Community Alarm and Telecare,All Ages,Not Known,NA,0
2020/21,East Renfrewshire,Receiving both Community Alarm and Telecare,0-17 years,Not Living Alone,NA,0
2020/21,East Renfrewshire,Receiving both Community Alarm and Telecare,0-17 years,Not Known,NA,0
2020/21,East Renfrewshire,Receiving both Community Alarm and Telecare,18-64 years,Not Living Alone,NA,0
2020/21,East Renfrewshire,Receiving both Community Alarm and Telecare,18-64 years,Living Alone,NA,0
2020/21,East Renfrewshire,Receiving both Community Alarm and Telecare,18-64 years,Not Known,NA,0
2020/21,East Renfrewshire,Receiving both Community Alarm and Telecare,65-74 years,Not Living Alone,NA,0
2020/21,East Renfrewshire,Receiving both Community Alarm and Telecare,65-74 years,Living Alone,NA,0
2020/21,East Renfrewshire,Receiving both Community Alarm and Telecare,65-74 years,Not Known,NA,0
2020/21,East Renfrewshire,Receiving both Community Alarm and Telecare,75-84 years,Not Living Alone,NA,0
2020/21,East Renfrewshire,Receiving both Community Alarm and Telecare,75-84 years,Living Alone,NA,0
2020/21,East Renfrewshire,Receiving both Community Alarm and Telecare,75-84 years,Not Known,NA,0
2020/21,East Renfrewshire,Receiving both Community Alarm and Telecare,85+ years,Not Living Alone,NA,0
2020/21,East Renfrewshire,Receiving both Community Alarm and Telecare,85+ years,Living Alone,NA,0
2020/21,East Renfrewshire,Receiving both Community Alarm and Telecare,85+ years,Not Known,NA,0
2020/21,East Renfrewshire,Telecare Only,All Ages,Not Living Alone,22.4,715
2020/21,East Renfrewshire,Telecare Only,All Ages,Living Alone,27.9,890
2020/21,East Renfrewshire,Telecare Only,All Ages,Not Known,49.7,1585
2020/21,East Renfrewshire,Telecare Only,0-17 years,Not Living Alone,0,0
2020/21,East Renfrewshire,Telecare Only,0-17 years,Not Known,100,10
2020/21,East Renfrewshire,Telecare Only,18-64 years,Not Living Alone,33.3,105
2020/21,East Renfrewshire,Telecare Only,18-64 years,Living Alone,19,60
2020/21,East Renfrewshire,Telecare Only,18-64 years,Not Known,47.6,150
2020/21,East Renfrewshire,Telecare Only,65-74 years,Not Living Alone,29.9,115
2020/21,East Renfrewshire,Telecare Only,65-74 years,Living Alone,20.8,80
2020/21,East Renfrewshire,Telecare Only,65-74 years,Not Known,49.4,190
2020/21,East Renfrewshire,Telecare Only,75-84 years,Not Living Alone,21.7,230
2020/21,East Renfrewshire,Telecare Only,75-84 years,Living Alone,25.5,270
2020/21,East Renfrewshire,Telecare Only,75-84 years,Not Known,52.8,560
2020/21,East Renfrewshire,Telecare Only,85+ years,Not Living Alone,18.4,260
2020/21,East Renfrewshire,Telecare Only,85+ years,Living Alone,33.9,480
2020/21,East Renfrewshire,Telecare Only,85+ years,Not Known,47.7,675
2020/21,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,All Ages,Not Living Alone,22.4,715
2020/21,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,All Ages,Living Alone,27.9,890
2020/21,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,All Ages,Not Known,49.7,1585
2020/21,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,0-17 years,Not Living Alone,0,0
2020/21,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,0-17 years,Not Known,100,10
2020/21,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,18-64 years,Not Living Alone,33.3,105
2020/21,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,18-64 years,Living Alone,19,60
2020/21,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,18-64 years,Not Known,47.6,150
