financial_quarter,sending_location,age_group,measure,numerator,rate,scotland_rate
2019/20 Q3,Highland,65-74 years,Emergency Admissions,50,166.7,187.8
2019/20 Q3,Highland,65-74 years,Emergency Admissions Bed Days,885,2950,3945
2019/20 Q3,Highland,75-84 years,A&E Attendances,100,150.4,182.9
2019/20 Q3,Highland,75-84 years,Emergency Admissions,125,188,197.1
2019/20 Q3,Highland,75-84 years,Emergency Admissions Bed Days,2950,4436.1,4504.5
2019/20 Q3,Highland,85+ years,A&E Attendances,145,159.3,186.3
2019/20 Q3,Highland,85+ years,Emergency Admissions,185,203.3,202.5
2019/20 Q3,Highland,85+ years,Emergency Admissions Bed Days,6100,6703.3,5047.9
2019/20 Q3,Highland,Unknown,A&E Attendances,0,0,0
2019/20 Q3,Highland,Unknown,Emergency Admissions,0,0,0
2019/20 Q3,Highland,Unknown,Emergency Admissions Bed Days,0,0,0
2019/20 Q3,Inverclyde,All Ages,A&E Attendances,390,276.6,174.1
2019/20 Q3,Inverclyde,All Ages,Emergency Admissions,355,251.8,181.3
2019/20 Q3,Inverclyde,All Ages,Emergency Admissions Bed Days,8715,6180.9,4141.7
2019/20 Q3,Inverclyde,0-17 years,A&E Attendances,0,NA,117.6
2019/20 Q3,Inverclyde,0-17 years,Emergency Admissions,0,NA,117.6
2019/20 Q3,Inverclyde,0-17 years,Emergency Admissions Bed Days,0,NA,617.6
2019/20 Q3,Inverclyde,18-64 years,A&E Attendances,35,218.8,130.8
2019/20 Q3,Inverclyde,18-64 years,Emergency Admissions,35,218.8,110
2019/20 Q3,Inverclyde,18-64 years,Emergency Admissions Bed Days,850,5312.5,2039.5
2019/20 Q3,Inverclyde,65-74 years,A&E Attendances,80,326.5,182.2
2019/20 Q3,Inverclyde,65-74 years,Emergency Admissions,65,265.3,187.8
2019/20 Q3,Inverclyde,65-74 years,Emergency Admissions Bed Days,1420,5795.9,3945
2019/20 Q3,Inverclyde,75-84 years,A&E Attendances,150,303,182.9
2019/20 Q3,Inverclyde,75-84 years,Emergency Admissions,140,282.8,197.1
2019/20 Q3,Inverclyde,75-84 years,Emergency Admissions Bed Days,3500,7070.7,4504.5
2019/20 Q3,Inverclyde,85+ years,A&E Attendances,125,245.1,186.3
2019/20 Q3,Inverclyde,85+ years,Emergency Admissions,110,215.7,202.5
2019/20 Q3,Inverclyde,85+ years,Emergency Admissions Bed Days,2945,5774.5,5047.9
2019/20 Q3,Inverclyde,Unknown,A&E Attendances,0,0,0
2019/20 Q3,Inverclyde,Unknown,Emergency Admissions,0,0,0
2019/20 Q3,Inverclyde,Unknown,Emergency Admissions Bed Days,0,0,0
2019/20 Q3,Midlothian,All Ages,A&E Attendances,185,176.2,174.1
2019/20 Q3,Midlothian,All Ages,Emergency Admissions,160,152.4,181.3
2019/20 Q3,Midlothian,All Ages,Emergency Admissions Bed Days,3850,3666.7,4141.7
2019/20 Q3,Midlothian,0-17 years,A&E Attendances,0,NA,117.6
2019/20 Q3,Midlothian,0-17 years,Emergency Admissions,0,NA,117.6
2019/20 Q3,Midlothian,0-17 years,Emergency Admissions Bed Days,10,NA,617.6
2019/20 Q3,Midlothian,18-64 years,A&E Attendances,40,135.6,130.8
2019/20 Q3,Midlothian,18-64 years,Emergency Admissions,30,101.7,110
2019/20 Q3,Midlothian,18-64 years,Emergency Admissions Bed Days,435,1474.6,2039.5
2019/20 Q3,Midlothian,65-74 years,A&E Attendances,30,176.5,182.2
2019/20 Q3,Midlothian,65-74 years,Emergency Admissions,25,147.1,187.8
2019/20 Q3,Midlothian,65-74 years,Emergency Admissions Bed Days,300,1764.7,3945
2019/20 Q3,Midlothian,75-84 years,A&E Attendances,60,193.5,182.9
2019/20 Q3,Midlothian,75-84 years,Emergency Admissions,65,209.7,197.1
2019/20 Q3,Midlothian,75-84 years,Emergency Admissions Bed Days,2105,6790.3,4504.5
2019/20 Q3,Midlothian,85+ years,A&E Attendances,55,200,186.3
2019/20 Q3,Midlothian,85+ years,Emergency Admissions,40,145.5,202.5
2019/20 Q3,Midlothian,85+ years,Emergency Admissions Bed Days,995,3618.2,5047.9
2019/20 Q3,Midlothian,Unknown,A&E Attendances,0,0,0
2019/20 Q3,Midlothian,Unknown,Emergency Admissions,0,0,0
2019/20 Q3,Midlothian,Unknown,Emergency Admissions Bed Days,0,0,0
2019/20 Q3,Moray,All Ages,A&E Attendances,205,182.2,174.1
2019/20 Q3,Moray,All Ages,Emergency Admissions,150,133.3,181.3
2019/20 Q3,Moray,All Ages,Emergency Admissions Bed Days,3735,3320,4141.7
2019/20 Q3,Moray,0-17 years,A&E Attendances,0,0,117.6
2019/20 Q3,Moray,0-17 years,Emergency Admissions,0,0,117.6
2019/20 Q3,Moray,0-17 years,Emergency Admissions Bed Days,0,0,617.6
2019/20 Q3,Moray,18-64 years,A&E Attendances,30,142.9,130.8
2019/20 Q3,Moray,18-64 years,Emergency Admissions,15,71.4,110
2019/20 Q3,Moray,18-64 years,Emergency Admissions Bed Days,210,1000,2039.5
2019/20 Q3,Moray,65-74 years,A&E Attendances,20,129,182.2
2019/20 Q3,Moray,65-74 years,Emergency Admissions,10,64.5,187.8
2019/20 Q3,Moray,65-74 years,Emergency Admissions Bed Days,185,1193.5,3945
2019/20 Q3,Moray,75-84 years,A&E Attendances,60,187.5,182.9
2019/20 Q3,Moray,75-84 years,Emergency Admissions,55,171.9,197.1
2019/20 Q3,Moray,75-84 years,Emergency Admissions Bed Days,1275,3984.4,4504.5
2019/20 Q3,Moray,85+ years,A&E Attendances,95,215.9,186.3
2019/20 Q3,Moray,85+ years,Emergency Admissions,70,159.1,202.5
2019/20 Q3,Moray,85+ years,Emergency Admissions Bed Days,2065,4693.2,5047.9
2019/20 Q3,Moray,Unknown,A&E Attendances,0,0,0
2019/20 Q3,Moray,Unknown,Emergency Admissions,0,0,0
2019/20 Q3,Moray,Unknown,Emergency Admissions Bed Days,0,0,0
2019/20 Q3,North Ayrshire,All Ages,A&E Attendances,395,147.9,174.1
2019/20 Q3,North Ayrshire,All Ages,Emergency Admissions,470,176,181.3
2019/20 Q3,North Ayrshire,All Ages,Emergency Admissions Bed Days,11345,4249.1,4141.7
2019/20 Q3,North Ayrshire,0-17 years,A&E Attendances,0,0,117.6
2019/20 Q3,North Ayrshire,0-17 years,Emergency Admissions,0,0,117.6
2019/20 Q3,North Ayrshire,0-17 years,Emergency Admissions Bed Days,5,1000,617.6
2019/20 Q3,North Ayrshire,18-64 years,A&E Attendances,55,94.8,130.8
2019/20 Q3,North Ayrshire,18-64 years,Emergency Admissions,55,94.8,110
2019/20 Q3,North Ayrshire,18-64 years,Emergency Admissions Bed Days,695,1198.3,2039.5
2019/20 Q3,North Ayrshire,65-74 years,A&E Attendances,75,168.5,182.2
2019/20 Q3,North Ayrshire,65-74 years,Emergency Admissions,95,213.5,187.8
2019/20 Q3,North Ayrshire,65-74 years,Emergency Admissions Bed Days,2065,4640.4,3945
2019/20 Q3,North Ayrshire,75-84 years,A&E Attendances,130,158.5,182.9
2019/20 Q3,North Ayrshire,75-84 years,Emergency Admissions,150,182.9,197.1
2019/20 Q3,North Ayrshire,75-84 years,Emergency Admissions Bed Days,4065,4957.3,4504.5
2019/20 Q3,North Ayrshire,85+ years,A&E Attendances,130,158.5,186.3
2019/20 Q3,North Ayrshire,85+ years,Emergency Admissions,165,201.2,202.5
2019/20 Q3,North Ayrshire,85+ years,Emergency Admissions Bed Days,4520,5512.2,5047.9
2019/20 Q3,North Ayrshire,Unknown,A&E Attendances,0,0,0
2019/20 Q3,North Ayrshire,Unknown,Emergency Admissions,0,0,0
2019/20 Q3,North Ayrshire,Unknown,Emergency Admissions Bed Days,0,0,0
2019/20 Q3,North Lanarkshire,All Ages,A&E Attendances,1100,268.3,174.1
2019/20 Q3,North Lanarkshire,All Ages,Emergency Admissions,915,223.2,181.3
2019/20 Q3,North Lanarkshire,All Ages,Emergency Admissions Bed Days,20305,4952.4,4141.7
2019/20 Q3,North Lanarkshire,0-17 years,A&E Attendances,0,0,117.6
2019/20 Q3,North Lanarkshire,0-17 years,Emergency Admissions,0,0,117.6
2019/20 Q3,North Lanarkshire,0-17 years,Emergency Admissions Bed Days,5,1000,617.6
2019/20 Q3,North Lanarkshire,18-64 years,A&E Attendances,110,244.4,130.8
2019/20 Q3,North Lanarkshire,18-64 years,Emergency Admissions,90,200,110
2019/20 Q3,North Lanarkshire,18-64 years,Emergency Admissions Bed Days,1565,3477.8,2039.5
2019/20 Q3,North Lanarkshire,65-74 years,A&E Attendances,210,283.8,182.2
2019/20 Q3,North Lanarkshire,65-74 years,Emergency Admissions,170,229.7,187.8
2019/20 Q3,North Lanarkshire,65-74 years,Emergency Admissions Bed Days,3590,4851.4,3945
2019/20 Q3,North Lanarkshire,75-84 years,A&E Attendances,405,263,182.9
2019/20 Q3,North Lanarkshire,75-84 years,Emergency Admissions,350,227.3,197.1
2019/20 Q3,North Lanarkshire,75-84 years,Emergency Admissions Bed Days,7825,5081.2,4504.5
2019/20 Q3,North Lanarkshire,85+ years,A&E Attendances,370,272.1,186.3
2019/20 Q3,North Lanarkshire,85+ years,Emergency Admissions,305,224.3,202.5
2019/20 Q3,North Lanarkshire,85+ years,Emergency Admissions Bed Days,7325,5386,5047.9
2019/20 Q3,North Lanarkshire,Unknown,A&E Attendances,0,0,0
2019/20 Q3,North Lanarkshire,Unknown,Emergency Admissions,0,0,0
2019/20 Q3,North Lanarkshire,Unknown,Emergency Admissions Bed Days,0,0,0
2019/20 Q3,Orkney Islands,All Ages,A&E Attendances,40,190.5,174.1
2019/20 Q3,Orkney Islands,All Ages,Emergency Admissions,35,166.7,181.3
2019/20 Q3,Orkney Islands,All Ages,Emergency Admissions Bed Days,375,1785.7,4141.7
2019/20 Q3,Orkney Islands,0-17 years,A&E Attendances,0,0,117.6
2019/20 Q3,Orkney Islands,0-17 years,Emergency Admissions,0,0,117.6
2019/20 Q3,Orkney Islands,0-17 years,Emergency Admissions Bed Days,0,0,617.6
2019/20 Q3,Orkney Islands,18-64 years,A&E Attendances,0,0,130.8
2019/20 Q3,Orkney Islands,18-64 years,Emergency Admissions,0,0,110
2019/20 Q3,Orkney Islands,18-64 years,Emergency Admissions Bed Days,5,250,2039.5
2019/20 Q3,Orkney Islands,65-74 years,A&E Attendances,10,333.3,182.2
2019/20 Q3,Orkney Islands,65-74 years,Emergency Admissions,5,166.7,187.8
2019/20 Q3,Orkney Islands,65-74 years,Emergency Admissions Bed Days,25,833.3,3945
2019/20 Q3,Orkney Islands,75-84 years,A&E Attendances,15,230.8,182.9
2019/20 Q3,Orkney Islands,75-84 years,Emergency Admissions,10,153.8,197.1
2019/20 Q3,Orkney Islands,75-84 years,Emergency Admissions Bed Days,130,2000,4504.5
2019/20 Q3,Orkney Islands,85+ years,A&E Attendances,20,210.5,186.3
2019/20 Q3,Orkney Islands,85+ years,Emergency Admissions,15,157.9,202.5
2019/20 Q3,Orkney Islands,85+ years,Emergency Admissions Bed Days,215,2263.2,5047.9
2019/20 Q3,Orkney Islands,Unknown,A&E Attendances,0,0,0
2019/20 Q3,Orkney Islands,Unknown,Emergency Admissions,0,0,0
2019/20 Q3,Orkney Islands,Unknown,Emergency Admissions Bed Days,0,0,0
2019/20 Q3,Perth and Kinross,All Ages,A&E Attendances,200,101.3,174.1
2019/20 Q3,Perth and Kinross,All Ages,Emergency Admissions,330,167.1,181.3
2019/20 Q3,Perth and Kinross,All Ages,Emergency Admissions Bed Days,8305,4205.1,4141.7
2019/20 Q3,Perth and Kinross,0-17 years,A&E Attendances,0,NA,117.6
2019/20 Q3,Perth and Kinross,0-17 years,Emergency Admissions,0,NA,117.6
2019/20 Q3,Perth and Kinross,0-17 years,Emergency Admissions Bed Days,0,NA,617.6
2019/20 Q3,Perth and Kinross,18-64 years,A&E Attendances,15,47.6,130.8
2019/20 Q3,Perth and Kinross,18-64 years,Emergency Admissions,25,79.4,110
2019/20 Q3,Perth and Kinross,18-64 years,Emergency Admissions Bed Days,405,1285.7,2039.5
2019/20 Q3,Perth and Kinross,65-74 years,A&E Attendances,25,98,182.2
2019/20 Q3,Perth and Kinross,65-74 years,Emergency Admissions,40,156.9,187.8
2019/20 Q3,Perth and Kinross,65-74 years,Emergency Admissions Bed Days,935,3666.7,3945
2019/20 Q3,Perth and Kinross,75-84 years,A&E Attendances,60,110.1,182.9
2019/20 Q3,Perth and Kinross,75-84 years,Emergency Admissions,100,183.5,197.1
2019/20 Q3,Perth and Kinross,75-84 years,Emergency Admissions Bed Days,2715,4981.7,4504.5
2019/20 Q3,Perth and Kinross,85+ years,A&E Attendances,105,122.8,186.3
2019/20 Q3,Perth and Kinross,85+ years,Emergency Admissions,160,187.1,202.5
2019/20 Q3,Perth and Kinross,85+ years,Emergency Admissions Bed Days,4250,4970.8,5047.9
2019/20 Q3,Perth and Kinross,Unknown,A&E Attendances,0,0,0
2019/20 Q3,Perth and Kinross,Unknown,Emergency Admissions,0,0,0
2019/20 Q3,Perth and Kinross,Unknown,Emergency Admissions Bed Days,0,0,0
2019/20 Q3,Renfrewshire,All Ages,A&E Attendances,590,244.3,174.1
2019/20 Q3,Renfrewshire,All Ages,Emergency Admissions,500,207,181.3
2019/20 Q3,Renfrewshire,All Ages,Emergency Admissions Bed Days,13260,5490.7,4141.7
2019/20 Q3,Renfrewshire,0-17 years,A&E Attendances,0,0,117.6
2019/20 Q3,Renfrewshire,0-17 years,Emergency Admissions,0,0,117.6
2019/20 Q3,Renfrewshire,0-17 years,Emergency Admissions Bed Days,10,2000,617.6
2019/20 Q3,Renfrewshire,18-64 years,A&E Attendances,105,190.9,130.8
2019/20 Q3,Renfrewshire,18-64 years,Emergency Admissions,70,127.3,110
2019/20 Q3,Renfrewshire,18-64 years,Emergency Admissions Bed Days,1530,2781.8,2039.5
2019/20 Q3,Renfrewshire,65-74 years,A&E Attendances,100,263.2,182.2
2019/20 Q3,Renfrewshire,65-74 years,Emergency Admissions,90,236.8,187.8
2019/20 Q3,Renfrewshire,65-74 years,Emergency Admissions Bed Days,1940,5105.3,3945
2019/20 Q3,Renfrewshire,75-84 years,A&E Attendances,185,250,182.9
2019/20 Q3,Renfrewshire,75-84 years,Emergency Admissions,160,216.2,197.1
2019/20 Q3,Renfrewshire,75-84 years,Emergency Admissions Bed Days,4420,5973,4504.5
2019/20 Q3,Renfrewshire,85+ years,A&E Attendances,200,270.3,186.3
2019/20 Q3,Renfrewshire,85+ years,Emergency Admissions,185,250,202.5
2019/20 Q3,Renfrewshire,85+ years,Emergency Admissions Bed Days,5365,7250,5047.9
2019/20 Q3,Renfrewshire,Unknown,A&E Attendances,0,0,0
2019/20 Q3,Renfrewshire,Unknown,Emergency Admissions,0,0,0
2019/20 Q3,Renfrewshire,Unknown,Emergency Admissions Bed Days,0,0,0
2019/20 Q3,Scottish Borders,All Ages,A&E Attendances,340,214.5,174.1
2019/20 Q3,Scottish Borders,All Ages,Emergency Admissions,355,224,181.3
2019/20 Q3,Scottish Borders,All Ages,Emergency Admissions Bed Days,9220,5817,4141.7
2019/20 Q3,Scottish Borders,0-17 years,A&E Attendances,0,0,117.6
2019/20 Q3,Scottish Borders,0-17 years,Emergency Admissions,0,0,117.6
2019/20 Q3,Scottish Borders,0-17 years,Emergency Admissions Bed Days,0,0,617.6
2019/20 Q3,Scottish Borders,18-64 years,A&E Attendances,25,161.3,130.8
2019/20 Q3,Scottish Borders,18-64 years,Emergency Admissions,25,161.3,110
2019/20 Q3,Scottish Borders,18-64 years,Emergency Admissions Bed Days,760,4903.2,2039.5
2019/20 Q3,Scottish Borders,65-74 years,A&E Attendances,50,243.9,182.2
2019/20 Q3,Scottish Borders,65-74 years,Emergency Admissions,50,243.9,187.8
2019/20 Q3,Scottish Borders,65-74 years,Emergency Admissions Bed Days,1165,5682.9,3945
2019/20 Q3,Scottish Borders,75-84 years,A&E Attendances,110,211.5,182.9
2019/20 Q3,Scottish Borders,75-84 years,Emergency Admissions,115,221.2,197.1
2019/20 Q3,Scottish Borders,75-84 years,Emergency Admissions Bed Days,3385,6509.6,4504.5
2019/20 Q3,Scottish Borders,85+ years,A&E Attendances,155,221.4,186.3
2019/20 Q3,Scottish Borders,85+ years,Emergency Admissions,165,235.7,202.5
2019/20 Q3,Scottish Borders,85+ years,Emergency Admissions Bed Days,3910,5585.7,5047.9
2019/20 Q3,Scottish Borders,Unknown,A&E Attendances,0,0,0
2019/20 Q3,Scottish Borders,Unknown,Emergency Admissions,0,0,0
2019/20 Q3,Scottish Borders,Unknown,Emergency Admissions Bed Days,0,0,0
2019/20 Q3,Shetland,All Ages,A&E Attendances,60,144.6,174.1
2019/20 Q3,Shetland,All Ages,Emergency Admissions,45,108.4,181.3
2019/20 Q3,Shetland,All Ages,Emergency Admissions Bed Days,765,1843.4,4141.7
2019/20 Q3,Shetland,0-17 years,A&E Attendances,0,0,117.6
2019/20 Q3,Shetland,0-17 years,Emergency Admissions,0,0,117.6
2019/20 Q3,Shetland,0-17 years,Emergency Admissions Bed Days,0,0,617.6
2019/20 Q3,Shetland,18-64 years,A&E Attendances,10,111.1,130.8
2019/20 Q3,Shetland,18-64 years,Emergency Admissions,10,111.1,110
2019/20 Q3,Shetland,18-64 years,Emergency Admissions Bed Days,175,1944.4,2039.5
2019/20 Q3,Shetland,65-74 years,A&E Attendances,10,153.8,182.2
2019/20 Q3,Shetland,65-74 years,Emergency Admissions,10,153.8,187.8
2019/20 Q3,Shetland,65-74 years,Emergency Admissions Bed Days,305,4692.3,3945
2019/20 Q3,Shetland,75-84 years,A&E Attendances,20,166.7,182.9
2019/20 Q3,Shetland,75-84 years,Emergency Admissions,15,125,197.1
2019/20 Q3,Shetland,75-84 years,Emergency Admissions Bed Days,165,1375,4504.5
2019/20 Q3,Shetland,85+ years,A&E Attendances,20,148.1,186.3
2019/20 Q3,Shetland,85+ years,Emergency Admissions,10,74.1,202.5
2019/20 Q3,Shetland,85+ years,Emergency Admissions Bed Days,115,851.9,5047.9
2019/20 Q3,Shetland,Unknown,A&E Attendances,0,0,0
2019/20 Q3,Shetland,Unknown,Emergency Admissions,0,0,0
2019/20 Q3,Shetland,Unknown,Emergency Admissions Bed Days,0,0,0
2019/20 Q3,South Ayrshire,All Ages,A&E Attendances,270,155.2,174.1
2019/20 Q3,South Ayrshire,All Ages,Emergency Admissions,285,163.8,181.3
2019/20 Q3,South Ayrshire,All Ages,Emergency Admissions Bed Days,6550,3764.4,4141.7
2019/20 Q3,South Ayrshire,0-17 years,A&E Attendances,0,0,117.6
2019/20 Q3,South Ayrshire,0-17 years,Emergency Admissions,0,0,117.6
2019/20 Q3,South Ayrshire,0-17 years,Emergency Admissions Bed Days,0,0,617.6
2019/20 Q3,South Ayrshire,18-64 years,A&E Attendances,55,127.9,130.8
2019/20 Q3,South Ayrshire,18-64 years,Emergency Admissions,30,69.8,110
2019/20 Q3,South Ayrshire,18-64 years,Emergency Admissions Bed Days,650,1511.6,2039.5
2019/20 Q3,South Ayrshire,65-74 years,A&E Attendances,40,156.9,182.2
2019/20 Q3,South Ayrshire,65-74 years,Emergency Admissions,40,156.9,187.8
2019/20 Q3,South Ayrshire,65-74 years,Emergency Admissions Bed Days,775,3039.2,3945
2019/20 Q3,South Ayrshire,75-84 years,A&E Attendances,90,176.5,182.9
2019/20 Q3,South Ayrshire,75-84 years,Emergency Admissions,110,215.7,197.1
2019/20 Q3,South Ayrshire,75-84 years,Emergency Admissions Bed Days,2465,4833.3,4504.5
2019/20 Q3,South Ayrshire,85+ years,A&E Attendances,85,157.4,186.3
2019/20 Q3,South Ayrshire,85+ years,Emergency Admissions,100,185.2,202.5
2019/20 Q3,South Ayrshire,85+ years,Emergency Admissions Bed Days,2660,4925.9,5047.9
2019/20 Q3,South Ayrshire,Unknown,A&E Attendances,0,0,0
2019/20 Q3,South Ayrshire,Unknown,Emergency Admissions,0,0,0
2019/20 Q3,South Ayrshire,Unknown,Emergency Admissions Bed Days,0,0,0
2019/20 Q3,South Lanarkshire,All Ages,A&E Attendances,930,216.3,174.1
2019/20 Q3,South Lanarkshire,All Ages,Emergency Admissions,735,170.9,181.3
2019/20 Q3,South Lanarkshire,All Ages,Emergency Admissions Bed Days,17730,4123.3,4141.7
2019/20 Q3,South Lanarkshire,0-17 years,A&E Attendances,0,0,117.6
2019/20 Q3,South Lanarkshire,0-17 years,Emergency Admissions,5,142.9,117.6
2019/20 Q3,South Lanarkshire,0-17 years,Emergency Admissions Bed Days,35,1000,617.6
2019/20 Q3,South Lanarkshire,18-64 years,A&E Attendances,100,156.2,130.8
2019/20 Q3,South Lanarkshire,18-64 years,Emergency Admissions,70,109.4,110
2019/20 Q3,South Lanarkshire,18-64 years,Emergency Admissions Bed Days,1860,2906.2,2039.5
2019/20 Q3,South Lanarkshire,65-74 years,A&E Attendances,135,210.9,182.2
2019/20 Q3,South Lanarkshire,65-74 years,Emergency Admissions,110,171.9,187.8
2019/20 Q3,South Lanarkshire,65-74 years,Emergency Admissions Bed Days,1855,2898.4,3945
2019/20 Q3,South Lanarkshire,75-84 years,A&E Attendances,325,220.3,182.9
2019/20 Q3,South Lanarkshire,75-84 years,Emergency Admissions,260,176.3,197.1
2019/20 Q3,South Lanarkshire,75-84 years,Emergency Admissions Bed Days,5495,3725.4,4504.5
2019/20 Q3,South Lanarkshire,85+ years,A&E Attendances,375,248.3,186.3
2019/20 Q3,South Lanarkshire,85+ years,Emergency Admissions,290,192.1,202.5
2019/20 Q3,South Lanarkshire,85+ years,Emergency Admissions Bed Days,8490,5622.5,5047.9
2019/20 Q3,South Lanarkshire,Unknown,A&E Attendances,0,0,0
2019/20 Q3,South Lanarkshire,Unknown,Emergency Admissions,0,0,0
2019/20 Q3,South Lanarkshire,Unknown,Emergency Admissions Bed Days,0,0,0
2019/20 Q3,Stirling,All Ages,A&E Attendances,225,164.2,174.1
2019/20 Q3,Stirling,All Ages,Emergency Admissions,235,171.5,181.3
2019/20 Q3,Stirling,All Ages,Emergency Admissions Bed Days,5290,3861.3,4141.7
2019/20 Q3,Stirling,0-17 years,A&E Attendances,0,0,117.6
2019/20 Q3,Stirling,0-17 years,Emergency Admissions,0,0,117.6
2019/20 Q3,Stirling,0-17 years,Emergency Admissions Bed Days,0,0,617.6
2019/20 Q3,Stirling,18-64 years,A&E Attendances,50,125,130.8
2019/20 Q3,Stirling,18-64 years,Emergency Admissions,30,75,110
2019/20 Q3,Stirling,18-64 years,Emergency Admissions Bed Days,445,1112.5,2039.5
2019/20 Q3,Stirling,65-74 years,A&E Attendances,25,156.2,182.2
2019/20 Q3,Stirling,65-74 years,Emergency Admissions,35,218.8,187.8
2019/20 Q3,Stirling,65-74 years,Emergency Admissions Bed Days,680,4250,3945
2019/20 Q3,Stirling,75-84 years,A&E Attendances,80,205.1,182.9
2019/20 Q3,Stirling,75-84 years,Emergency Admissions,85,217.9,197.1
2019/20 Q3,Stirling,75-84 years,Emergency Admissions Bed Days,2155,5525.6,4504.5
2019/20 Q3,Stirling,85+ years,A&E Attendances,70,166.7,186.3
2019/20 Q3,Stirling,85+ years,Emergency Admissions,85,202.4,202.5
2019/20 Q3,Stirling,85+ years,Emergency Admissions Bed Days,2010,4785.7,5047.9
2019/20 Q3,Stirling,Unknown,A&E Attendances,0,0,0
2019/20 Q3,Stirling,Unknown,Emergency Admissions,0,0,0
2019/20 Q3,Stirling,Unknown,Emergency Admissions Bed Days,0,0,0
2019/20 Q3,West Dunbartonshire,All Ages,A&E Attendances,355,203.4,174.1
2019/20 Q3,West Dunbartonshire,All Ages,Emergency Admissions,330,189.1,181.3
2019/20 Q3,West Dunbartonshire,All Ages,Emergency Admissions Bed Days,7045,4037.2,4141.7
2019/20 Q3,West Dunbartonshire,0-17 years,A&E Attendances,0,0,117.6
2019/20 Q3,West Dunbartonshire,0-17 years,Emergency Admissions,0,0,117.6
2019/20 Q3,West Dunbartonshire,0-17 years,Emergency Admissions Bed Days,0,0,617.6
2019/20 Q3,West Dunbartonshire,18-64 years,A&E Attendances,35,152.2,130.8
2019/20 Q3,West Dunbartonshire,18-64 years,Emergency Admissions,30,130.4,110
2019/20 Q3,West Dunbartonshire,18-64 years,Emergency Admissions Bed Days,380,1652.2,2039.5
2019/20 Q3,West Dunbartonshire,65-74 years,A&E Attendances,70,197.2,182.2
2019/20 Q3,West Dunbartonshire,65-74 years,Emergency Admissions,75,211.3,187.8
2019/20 Q3,West Dunbartonshire,65-74 years,Emergency Admissions Bed Days,1160,3267.6,3945
2019/20 Q3,West Dunbartonshire,75-84 years,A&E Attendances,120,198.3,182.9
2019/20 Q3,West Dunbartonshire,75-84 years,Emergency Admissions,115,190.1,197.1
2019/20 Q3,West Dunbartonshire,75-84 years,Emergency Admissions Bed Days,2865,4735.5,4504.5
2019/20 Q3,West Dunbartonshire,85+ years,A&E Attendances,125,225.2,186.3
2019/20 Q3,West Dunbartonshire,85+ years,Emergency Admissions,115,207.2,202.5
2019/20 Q3,West Dunbartonshire,85+ years,Emergency Admissions Bed Days,2635,4747.7,5047.9
2019/20 Q3,West Dunbartonshire,Unknown,A&E Attendances,0,0,0
2019/20 Q3,West Dunbartonshire,Unknown,Emergency Admissions,0,0,0
2019/20 Q3,West Dunbartonshire,Unknown,Emergency Admissions Bed Days,0,0,0
2019/20 Q3,West Lothian,All Ages,A&E Attendances,375,188.4,174.1
2019/20 Q3,West Lothian,All Ages,Emergency Admissions,350,175.9,181.3
2019/20 Q3,West Lothian,All Ages,Emergency Admissions Bed Days,6140,3085.4,4141.7
2019/20 Q3,West Lothian,0-17 years,A&E Attendances,0,0,117.6
2019/20 Q3,West Lothian,0-17 years,Emergency Admissions,0,0,117.6
2019/20 Q3,West Lothian,0-17 years,Emergency Admissions Bed Days,0,0,617.6
2019/20 Q3,West Lothian,18-64 years,A&E Attendances,90,147.5,130.8
2019/20 Q3,West Lothian,18-64 years,Emergency Admissions,75,123,110
2019/20 Q3,West Lothian,18-64 years,Emergency Admissions Bed Days,1120,1836.1,2039.5
2019/20 Q3,West Lothian,65-74 years,A&E Attendances,65,188.4,182.2
2019/20 Q3,West Lothian,65-74 years,Emergency Admissions,50,144.9,187.8
2019/20 Q3,West Lothian,65-74 years,Emergency Admissions Bed Days,910,2637.7,3945
2019/20 Q3,West Lothian,75-84 years,A&E Attendances,110,200,182.9
2019/20 Q3,West Lothian,75-84 years,Emergency Admissions,115,209.1,197.1
2019/20 Q3,West Lothian,75-84 years,Emergency Admissions Bed Days,1900,3454.5,4504.5
2019/20 Q3,West Lothian,85+ years,A&E Attendances,105,216.5,186.3
2019/20 Q3,West Lothian,85+ years,Emergency Admissions,105,216.5,202.5
2019/20 Q3,West Lothian,85+ years,Emergency Admissions Bed Days,2210,4556.7,5047.9
2019/20 Q3,West Lothian,Unknown,A&E Attendances,0,0,0
2019/20 Q3,West Lothian,Unknown,Emergency Admissions,0,0,0
2019/20 Q3,West Lothian,Unknown,Emergency Admissions Bed Days,0,0,0
2019/20 Q4,Scotland (All Areas Submitted),All Ages,A&E Attendances,10225,157,157
2019/20 Q4,Scotland (All Areas Submitted),All Ages,Emergency Admissions,10600,162.7,162.7
2019/20 Q4,Scotland (All Areas Submitted),All Ages,Emergency Admissions Bed Days,214535,3293.7,3293.7
2019/20 Q4,Scotland (All Areas Submitted),0-17 years,A&E Attendances,20,111.1,111.1
2019/20 Q4,Scotland (All Areas Submitted),0-17 years,Emergency Admissions,20,111.1,111.1
2019/20 Q4,Scotland (All Areas Submitted),0-17 years,Emergency Admissions Bed Days,100,555.6,555.6
2019/20 Q4,Scotland (All Areas Submitted),18-64 years,A&E Attendances,1510,122.5,122.5
2019/20 Q4,Scotland (All Areas Submitted),18-64 years,Emergency Admissions,1265,102.6,102.6
