financial_year,sending_location,service,age_group,measure,value,scotland_value
2019/20,East Renfrewshire,Telecare Only,85+ years,"Rate per 1,000 Population",488.5,33.32362869530322
2019/20,East Renfrewshire,Telecare Only,Unknown,Number of People,0,0
2019/20,East Renfrewshire,Telecare Only,Unknown,"Rate per 1,000 Population",0,0
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,All Ages,Number of People,0,32505
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",0,5.949700730327824
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0,140
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0,0.1360330054937901
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,18-64 years,Number of People,0,4825
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",0,1.4233067737897984
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,65-74 years,Number of People,0,5305
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",0,9.173439391319386
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,75-84 years,Number of People,0,10835
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",0,31.984484499259057
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,85+ years,Number of People,0,11395
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",0,89.66298677284065
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,Unknown,Number of People,0,0
2019/20,East Renfrewshire,Receiving both Community Alarm and Telecare,Unknown,"Rate per 1,000 Population",0,0
2019/20,East Renfrewshire,Total Community Alarms and/or Telecare,All Ages,Number of People,3195,117345
2019/20,East Renfrewshire,Total Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",33.4,21.478776563615398
2019/20,East Renfrewshire,Total Community Alarms and/or Telecare,0-17 years,Number of People,10,505
2019/20,East Renfrewshire,Total Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0.5,0.4906904841026
2019/20,East Renfrewshire,Total Community Alarms and/or Telecare,18-64 years,Number of People,340,15660
2019/20,East Renfrewshire,Total Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",6.2,4.619478565294973
2019/20,East Renfrewshire,Total Community Alarms and/or Telecare,65-74 years,Number of People,385,18395
2019/20,East Renfrewshire,Total Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",38.6,31.808749783849212
2019/20,East Renfrewshire,Total Community Alarms and/or Telecare,75-84 years,Number of People,1095,41110
2019/20,East Renfrewshire,Total Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",170.6,121.35506762939916
2019/20,East Renfrewshire,Total Community Alarms and/or Telecare,85+ years,Number of People,1365,41655
2019/20,East Renfrewshire,Total Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",488.5,327.7675922793047
2019/20,East Renfrewshire,Total Community Alarms and/or Telecare,Unknown,Number of People,0,0
2019/20,East Renfrewshire,Total Community Alarms and/or Telecare,Unknown,"Rate per 1,000 Population",0,0
2019/20,Falkirk,Community Alarm Only,All Ages,Number of People,4470,71255
2019/20,Falkirk,Community Alarm Only,All Ages,"Rate per 1,000 Population",27.8,13.042483480680175
2019/20,Falkirk,Community Alarm Only,0-17 years,Number of People,5,125
2019/20,Falkirk,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0.2,0.12145804061945545
2019/20,Falkirk,Community Alarm Only,18-64 years,Number of People,495,8175
2019/20,Falkirk,Community Alarm Only,18-64 years,"Rate per 1,000 Population",5,2.411509404296705
2019/20,Falkirk,Community Alarm Only,65-74 years,Number of People,745,11075
2019/20,Falkirk,Community Alarm Only,65-74 years,"Rate per 1,000 Population",43.3,19.150959709493343
2019/20,Falkirk,Community Alarm Only,75-84 years,Number of People,1700,25840
2019/20,Falkirk,Community Alarm Only,75-84 years,"Rate per 1,000 Population",172.8,76.27864139001883
2019/20,Falkirk,Community Alarm Only,85+ years,Number of People,1525,26025
2019/20,Falkirk,Community Alarm Only,85+ years,"Rate per 1,000 Population",445.8,204.78097681116085
2019/20,Falkirk,Community Alarm Only,Unknown,Number of People,0,0
2019/20,Falkirk,Community Alarm Only,Unknown,"Rate per 1,000 Population",0,0
2019/20,Falkirk,Telecare Only,All Ages,Number of People,145,13585
2019/20,Falkirk,Telecare Only,All Ages,"Rate per 1,000 Population",0.9,2.4865923526073983
2019/20,Falkirk,Telecare Only,0-17 years,Number of People,0,245
2019/20,Falkirk,Telecare Only,0-17 years,"Rate per 1,000 Population",0,0.23805775961413264
2019/20,Falkirk,Telecare Only,18-64 years,Number of People,45,2660
2019/20,Falkirk,Telecare Only,18-64 years,"Rate per 1,000 Population",0.5,0.7846623872084691
2019/20,Falkirk,Telecare Only,65-74 years,Number of People,20,2015
2019/20,Falkirk,Telecare Only,65-74 years,"Rate per 1,000 Population",1.2,3.484350683036486
2019/20,Falkirk,Telecare Only,75-84 years,Number of People,40,4430
2019/20,Falkirk,Telecare Only,75-84 years,"Rate per 1,000 Population",4.1,13.07718194109069
2019/20,Falkirk,Telecare Only,85+ years,Number of People,35,4235
2019/20,Falkirk,Telecare Only,85+ years,"Rate per 1,000 Population",10.2,33.32362869530322
2019/20,Falkirk,Telecare Only,Unknown,Number of People,0,0
2019/20,Falkirk,Telecare Only,Unknown,"Rate per 1,000 Population",0,0
2019/20,Falkirk,Receiving both Community Alarm and Telecare,All Ages,Number of People,450,32505
2019/20,Falkirk,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",2.8,5.949700730327824
2019/20,Falkirk,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0,140
2019/20,Falkirk,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0,0.1360330054937901
2019/20,Falkirk,Receiving both Community Alarm and Telecare,18-64 years,Number of People,75,4825
2019/20,Falkirk,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",0.8,1.4233067737897984
2019/20,Falkirk,Receiving both Community Alarm and Telecare,65-74 years,Number of People,50,5305
2019/20,Falkirk,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",2.9,9.173439391319386
2019/20,Falkirk,Receiving both Community Alarm and Telecare,75-84 years,Number of People,145,10835
2019/20,Falkirk,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",14.7,31.984484499259057
2019/20,Falkirk,Receiving both Community Alarm and Telecare,85+ years,Number of People,175,11395
2019/20,Falkirk,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",51.2,89.66298677284065
2019/20,Falkirk,Receiving both Community Alarm and Telecare,Unknown,Number of People,0,0
2019/20,Falkirk,Receiving both Community Alarm and Telecare,Unknown,"Rate per 1,000 Population",0,0
2019/20,Falkirk,Total Community Alarms and/or Telecare,All Ages,Number of People,5065,117345
2019/20,Falkirk,Total Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",31.5,21.478776563615398
2019/20,Falkirk,Total Community Alarms and/or Telecare,0-17 years,Number of People,5,505
2019/20,Falkirk,Total Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0.2,0.4906904841026
2019/20,Falkirk,Total Community Alarms and/or Telecare,18-64 years,Number of People,615,15660
2019/20,Falkirk,Total Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",6.2,4.619478565294973
2019/20,Falkirk,Total Community Alarms and/or Telecare,65-74 years,Number of People,815,18395
2019/20,Falkirk,Total Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",47.4,31.808749783849212
2019/20,Falkirk,Total Community Alarms and/or Telecare,75-84 years,Number of People,1890,41110
2019/20,Falkirk,Total Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",192.2,121.35506762939916
2019/20,Falkirk,Total Community Alarms and/or Telecare,85+ years,Number of People,1735,41655
2019/20,Falkirk,Total Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",507.2,327.7675922793047
2019/20,Falkirk,Total Community Alarms and/or Telecare,Unknown,Number of People,0,0
2019/20,Falkirk,Total Community Alarms and/or Telecare,Unknown,"Rate per 1,000 Population",0,0
2019/20,Fife,Community Alarm Only,All Ages,Number of People,5335,71255
2019/20,Fife,Community Alarm Only,All Ages,"Rate per 1,000 Population",14.3,13.042483480680175
2019/20,Fife,Community Alarm Only,0-17 years,Number of People,0,125
2019/20,Fife,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0,0.12145804061945545
2019/20,Fife,Community Alarm Only,18-64 years,Number of People,540,8175
2019/20,Fife,Community Alarm Only,18-64 years,"Rate per 1,000 Population",2.4,2.411509404296705
2019/20,Fife,Community Alarm Only,65-74 years,Number of People,745,11075
2019/20,Fife,Community Alarm Only,65-74 years,"Rate per 1,000 Population",17.2,19.150959709493343
2019/20,Fife,Community Alarm Only,75-84 years,Number of People,1990,25840
2019/20,Fife,Community Alarm Only,75-84 years,"Rate per 1,000 Population",80.2,76.27864139001883
2019/20,Fife,Community Alarm Only,85+ years,Number of People,2055,26025
2019/20,Fife,Community Alarm Only,85+ years,"Rate per 1,000 Population",229,204.78097681116085
2019/20,Fife,Community Alarm Only,Unknown,Number of People,0,0
2019/20,Fife,Community Alarm Only,Unknown,"Rate per 1,000 Population",0,0
2019/20,Fife,Telecare Only,All Ages,Number of People,695,13585
2019/20,Fife,Telecare Only,All Ages,"Rate per 1,000 Population",1.9,2.4865923526073983
2019/20,Fife,Telecare Only,0-17 years,Number of People,70,245
2019/20,Fife,Telecare Only,0-17 years,"Rate per 1,000 Population",1,0.23805775961413264
2019/20,Fife,Telecare Only,18-64 years,Number of People,300,2660
2019/20,Fife,Telecare Only,18-64 years,"Rate per 1,000 Population",1.3,0.7846623872084691
2019/20,Fife,Telecare Only,65-74 years,Number of People,85,2015
2019/20,Fife,Telecare Only,65-74 years,"Rate per 1,000 Population",2,3.484350683036486
2019/20,Fife,Telecare Only,75-84 years,Number of People,150,4430
2019/20,Fife,Telecare Only,75-84 years,"Rate per 1,000 Population",6,13.07718194109069
2019/20,Fife,Telecare Only,85+ years,Number of People,90,4235
2019/20,Fife,Telecare Only,85+ years,"Rate per 1,000 Population",10,33.32362869530322
2019/20,Fife,Telecare Only,Unknown,Number of People,0,0
2019/20,Fife,Telecare Only,Unknown,"Rate per 1,000 Population",0,0
2019/20,Fife,Receiving both Community Alarm and Telecare,All Ages,Number of People,3890,32505
2019/20,Fife,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",10.4,5.949700730327824
2019/20,Fife,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0,140
2019/20,Fife,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0,0.1360330054937901
2019/20,Fife,Receiving both Community Alarm and Telecare,18-64 years,Number of People,520,4825
2019/20,Fife,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",2.3,1.4233067737897984
2019/20,Fife,Receiving both Community Alarm and Telecare,65-74 years,Number of People,760,5305
2019/20,Fife,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",17.6,9.173439391319386
2019/20,Fife,Receiving both Community Alarm and Telecare,75-84 years,Number of People,1280,10835
2019/20,Fife,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",51.6,31.984484499259057
2019/20,Fife,Receiving both Community Alarm and Telecare,85+ years,Number of People,1330,11395
2019/20,Fife,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",148.2,89.66298677284065
2019/20,Fife,Receiving both Community Alarm and Telecare,Unknown,Number of People,0,0
2019/20,Fife,Receiving both Community Alarm and Telecare,Unknown,"Rate per 1,000 Population",0,0
2019/20,Fife,Total Community Alarms and/or Telecare,All Ages,Number of People,9915,117345
2019/20,Fife,Total Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",26.5,21.478776563615398
2019/20,Fife,Total Community Alarms and/or Telecare,0-17 years,Number of People,70,505
2019/20,Fife,Total Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",1,0.4906904841026
2019/20,Fife,Total Community Alarms and/or Telecare,18-64 years,Number of People,1360,15660
2019/20,Fife,Total Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",6.1,4.619478565294973
2019/20,Fife,Total Community Alarms and/or Telecare,65-74 years,Number of People,1590,18395
2019/20,Fife,Total Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",36.8,31.808749783849212
2019/20,Fife,Total Community Alarms and/or Telecare,75-84 years,Number of People,3420,41110
2019/20,Fife,Total Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",137.8,121.35506762939916
2019/20,Fife,Total Community Alarms and/or Telecare,85+ years,Number of People,3475,41655
2019/20,Fife,Total Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",387.3,327.7675922793047
2019/20,Fife,Total Community Alarms and/or Telecare,Unknown,Number of People,0,0
2019/20,Fife,Total Community Alarms and/or Telecare,Unknown,"Rate per 1,000 Population",0,0
2019/20,Glasgow City,Community Alarm Only,All Ages,Number of People,0,71255
2019/20,Glasgow City,Community Alarm Only,All Ages,"Rate per 1,000 Population",0,13.042483480680175
2019/20,Glasgow City,Community Alarm Only,0-17 years,Number of People,0,125
2019/20,Glasgow City,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0,0.12145804061945545
2019/20,Glasgow City,Community Alarm Only,18-64 years,Number of People,0,8175
2019/20,Glasgow City,Community Alarm Only,18-64 years,"Rate per 1,000 Population",0,2.411509404296705
2019/20,Glasgow City,Community Alarm Only,65-74 years,Number of People,0,11075
2019/20,Glasgow City,Community Alarm Only,65-74 years,"Rate per 1,000 Population",0,19.150959709493343
2019/20,Glasgow City,Community Alarm Only,75-84 years,Number of People,0,25840
2019/20,Glasgow City,Community Alarm Only,75-84 years,"Rate per 1,000 Population",0,76.27864139001883
2019/20,Glasgow City,Community Alarm Only,85+ years,Number of People,0,26025
2019/20,Glasgow City,Community Alarm Only,85+ years,"Rate per 1,000 Population",0,204.78097681116085
2019/20,Glasgow City,Community Alarm Only,Unknown,Number of People,0,0
2019/20,Glasgow City,Community Alarm Only,Unknown,"Rate per 1,000 Population",0,0
2019/20,Glasgow City,Telecare Only,All Ages,Number of People,0,13585
2019/20,Glasgow City,Telecare Only,All Ages,"Rate per 1,000 Population",0,2.4865923526073983
2019/20,Glasgow City,Telecare Only,0-17 years,Number of People,0,245
2019/20,Glasgow City,Telecare Only,0-17 years,"Rate per 1,000 Population",0,0.23805775961413264
2019/20,Glasgow City,Telecare Only,18-64 years,Number of People,0,2660
2019/20,Glasgow City,Telecare Only,18-64 years,"Rate per 1,000 Population",0,0.7846623872084691
2019/20,Glasgow City,Telecare Only,65-74 years,Number of People,0,2015
2019/20,Glasgow City,Telecare Only,65-74 years,"Rate per 1,000 Population",0,3.484350683036486
2019/20,Glasgow City,Telecare Only,75-84 years,Number of People,0,4430
2019/20,Glasgow City,Telecare Only,75-84 years,"Rate per 1,000 Population",0,13.07718194109069
2019/20,Glasgow City,Telecare Only,85+ years,Number of People,0,4235
2019/20,Glasgow City,Telecare Only,85+ years,"Rate per 1,000 Population",0,33.32362869530322
2019/20,Glasgow City,Telecare Only,Unknown,Number of People,0,0
2019/20,Glasgow City,Telecare Only,Unknown,"Rate per 1,000 Population",0,0
2019/20,Glasgow City,Receiving both Community Alarm and Telecare,All Ages,Number of People,10045,32505
2019/20,Glasgow City,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",15.9,5.949700730327824
2019/20,Glasgow City,Receiving both Community Alarm and Telecare,0-17 years,Number of People,50,140
2019/20,Glasgow City,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0.4,0.1360330054937901
2019/20,Glasgow City,Receiving both Community Alarm and Telecare,18-64 years,Number of People,1265,4825
2019/20,Glasgow City,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",2.9,1.4233067737897984
2019/20,Glasgow City,Receiving both Community Alarm and Telecare,65-74 years,Number of People,1660,5305
2019/20,Glasgow City,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",35.6,9.173439391319386
2019/20,Glasgow City,Receiving both Community Alarm and Telecare,75-84 years,Number of People,3550,10835
2019/20,Glasgow City,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",129.7,31.984484499259057
2019/20,Glasgow City,Receiving both Community Alarm and Telecare,85+ years,Number of People,3520,11395
2019/20,Glasgow City,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",314.2,89.66298677284065
2019/20,Glasgow City,Receiving both Community Alarm and Telecare,Unknown,Number of People,0,0
2019/20,Glasgow City,Receiving both Community Alarm and Telecare,Unknown,"Rate per 1,000 Population",0,0
2019/20,Glasgow City,Total Community Alarms and/or Telecare,All Ages,Number of People,10045,117345
2019/20,Glasgow City,Total Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",15.9,21.478776563615398
2019/20,Glasgow City,Total Community Alarms and/or Telecare,0-17 years,Number of People,50,505
2019/20,Glasgow City,Total Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0.4,0.4906904841026
2019/20,Glasgow City,Total Community Alarms and/or Telecare,18-64 years,Number of People,1265,15660
2019/20,Glasgow City,Total Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",2.9,4.619478565294973
2019/20,Glasgow City,Total Community Alarms and/or Telecare,65-74 years,Number of People,1660,18395
2019/20,Glasgow City,Total Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",35.6,31.808749783849212
2019/20,Glasgow City,Total Community Alarms and/or Telecare,75-84 years,Number of People,3550,41110
2019/20,Glasgow City,Total Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",129.7,121.35506762939916
2019/20,Glasgow City,Total Community Alarms and/or Telecare,85+ years,Number of People,3520,41655
2019/20,Glasgow City,Total Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",314.2,327.7675922793047
2019/20,Glasgow City,Total Community Alarms and/or Telecare,Unknown,Number of People,0,0
2019/20,Glasgow City,Total Community Alarms and/or Telecare,Unknown,"Rate per 1,000 Population",0,0
2019/20,Highland,Community Alarm Only,All Ages,Number of People,2825,71255
2019/20,Highland,Community Alarm Only,All Ages,"Rate per 1,000 Population",12,13.042483480680175
2019/20,Highland,Community Alarm Only,0-17 years,Number of People,0,125
2019/20,Highland,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0,0.12145804061945545
2019/20,Highland,Community Alarm Only,18-64 years,Number of People,240,8175
2019/20,Highland,Community Alarm Only,18-64 years,"Rate per 1,000 Population",1.7,2.411509404296705
2019/20,Highland,Community Alarm Only,65-74 years,Number of People,290,11075
2019/20,Highland,Community Alarm Only,65-74 years,"Rate per 1,000 Population",9.8,19.150959709493343
2019/20,Highland,Community Alarm Only,75-84 years,Number of People,960,25840
2019/20,Highland,Community Alarm Only,75-84 years,"Rate per 1,000 Population",56.2,76.27864139001883
2019/20,Highland,Community Alarm Only,85+ years,Number of People,1335,26025
2019/20,Highland,Community Alarm Only,85+ years,"Rate per 1,000 Population",211.6,204.78097681116085
2019/20,Highland,Community Alarm Only,Unknown,Number of People,0,0
2019/20,Highland,Community Alarm Only,Unknown,"Rate per 1,000 Population",0,0
2019/20,Highland,Telecare Only,All Ages,Number of People,65,13585
2019/20,Highland,Telecare Only,All Ages,"Rate per 1,000 Population",0.3,2.4865923526073983
2019/20,Highland,Telecare Only,0-17 years,Number of People,10,245
2019/20,Highland,Telecare Only,0-17 years,"Rate per 1,000 Population",0.2,0.23805775961413264
2019/20,Highland,Telecare Only,18-64 years,Number of People,10,2660
2019/20,Highland,Telecare Only,18-64 years,"Rate per 1,000 Population",0.1,0.7846623872084691
2019/20,Highland,Telecare Only,65-74 years,Number of People,5,2015
2019/20,Highland,Telecare Only,65-74 years,"Rate per 1,000 Population",0.2,3.484350683036486
2019/20,Highland,Telecare Only,75-84 years,Number of People,20,4430
2019/20,Highland,Telecare Only,75-84 years,"Rate per 1,000 Population",1.2,13.07718194109069
2019/20,Highland,Telecare Only,85+ years,Number of People,20,4235
2019/20,Highland,Telecare Only,85+ years,"Rate per 1,000 Population",3.2,33.32362869530322
2019/20,Highland,Telecare Only,Unknown,Number of People,0,0
2019/20,Highland,Telecare Only,Unknown,"Rate per 1,000 Population",0,0
2019/20,Highland,Receiving both Community Alarm and Telecare,All Ages,Number of People,790,32505
2019/20,Highland,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",3.3,5.949700730327824
2019/20,Highland,Receiving both Community Alarm and Telecare,0-17 years,Number of People,45,140
2019/20,Highland,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",1,0.1360330054937901
2019/20,Highland,Receiving both Community Alarm and Telecare,18-64 years,Number of People,195,4825
2019/20,Highland,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",1.4,1.4233067737897984
2019/20,Highland,Receiving both Community Alarm and Telecare,65-74 years,Number of People,70,5305
2019/20,Highland,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",2.4,9.173439391319386
2019/20,Highland,Receiving both Community Alarm and Telecare,75-84 years,Number of People,175,10835
2019/20,Highland,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",10.2,31.984484499259057
2019/20,Highland,Receiving both Community Alarm and Telecare,85+ years,Number of People,305,11395
2019/20,Highland,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",48.3,89.66298677284065
2019/20,Highland,Receiving both Community Alarm and Telecare,Unknown,Number of People,0,0
2019/20,Highland,Receiving both Community Alarm and Telecare,Unknown,"Rate per 1,000 Population",0,0
2019/20,Highland,Total Community Alarms and/or Telecare,All Ages,Number of People,3680,117345
2019/20,Highland,Total Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",15.6,21.478776563615398
2019/20,Highland,Total Community Alarms and/or Telecare,0-17 years,Number of People,55,505
2019/20,Highland,Total Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",1.2,0.4906904841026
2019/20,Highland,Total Community Alarms and/or Telecare,18-64 years,Number of People,450,15660
2019/20,Highland,Total Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",3.2,4.619478565294973
2019/20,Highland,Total Community Alarms and/or Telecare,65-74 years,Number of People,365,18395
2019/20,Highland,Total Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",12.3,31.808749783849212
2019/20,Highland,Total Community Alarms and/or Telecare,75-84 years,Number of People,1155,41110
2019/20,Highland,Total Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",67.6,121.35506762939916
2019/20,Highland,Total Community Alarms and/or Telecare,85+ years,Number of People,1655,41655
2019/20,Highland,Total Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",262.3,327.7675922793047
2019/20,Highland,Total Community Alarms and/or Telecare,Unknown,Number of People,0,0
2019/20,Highland,Total Community Alarms and/or Telecare,Unknown,"Rate per 1,000 Population",0,0
2019/20,Inverclyde,Community Alarm Only,All Ages,Number of People,2645,71255
2019/20,Inverclyde,Community Alarm Only,All Ages,"Rate per 1,000 Population",34,13.042483480680175
2019/20,Inverclyde,Community Alarm Only,0-17 years,Number of People,0,125
2019/20,Inverclyde,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0,0.12145804061945545
2019/20,Inverclyde,Community Alarm Only,18-64 years,Number of People,380,8175
2019/20,Inverclyde,Community Alarm Only,18-64 years,"Rate per 1,000 Population",8.1,2.411509404296705
2019/20,Inverclyde,Community Alarm Only,65-74 years,Number of People,420,11075
2019/20,Inverclyde,Community Alarm Only,65-74 years,"Rate per 1,000 Population",46.9,19.150959709493343
2019/20,Inverclyde,Community Alarm Only,75-84 years,Number of People,950,25840
2019/20,Inverclyde,Community Alarm Only,75-84 years,"Rate per 1,000 Population",174.6,76.27864139001883
2019/20,Inverclyde,Community Alarm Only,85+ years,Number of People,890,26025
2019/20,Inverclyde,Community Alarm Only,85+ years,"Rate per 1,000 Population",423.2,204.78097681116085
2019/20,Inverclyde,Community Alarm Only,Unknown,Number of People,0,0
2019/20,Inverclyde,Community Alarm Only,Unknown,"Rate per 1,000 Population",0,0
2019/20,Inverclyde,Telecare Only,All Ages,Number of People,0,13585
2019/20,Inverclyde,Telecare Only,All Ages,"Rate per 1,000 Population",0,2.4865923526073983
2019/20,Inverclyde,Telecare Only,0-17 years,Number of People,0,245
2019/20,Inverclyde,Telecare Only,0-17 years,"Rate per 1,000 Population",0,0.23805775961413264
2019/20,Inverclyde,Telecare Only,18-64 years,Number of People,0,2660
2019/20,Inverclyde,Telecare Only,18-64 years,"Rate per 1,000 Population",0,0.7846623872084691
2019/20,Inverclyde,Telecare Only,65-74 years,Number of People,0,2015
2019/20,Inverclyde,Telecare Only,65-74 years,"Rate per 1,000 Population",0,3.484350683036486
2019/20,Inverclyde,Telecare Only,75-84 years,Number of People,0,4430
2019/20,Inverclyde,Telecare Only,75-84 years,"Rate per 1,000 Population",0,13.07718194109069
2019/20,Inverclyde,Telecare Only,85+ years,Number of People,0,4235
2019/20,Inverclyde,Telecare Only,85+ years,"Rate per 1,000 Population",0,33.32362869530322
2019/20,Inverclyde,Telecare Only,Unknown,Number of People,0,0
2019/20,Inverclyde,Telecare Only,Unknown,"Rate per 1,000 Population",0,0
2019/20,Inverclyde,Receiving both Community Alarm and Telecare,All Ages,Number of People,0,32505
2019/20,Inverclyde,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",0,5.949700730327824
2019/20,Inverclyde,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0,140
2019/20,Inverclyde,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0,0.1360330054937901
2019/20,Inverclyde,Receiving both Community Alarm and Telecare,18-64 years,Number of People,0,4825
2019/20,Inverclyde,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",0,1.4233067737897984
2019/20,Inverclyde,Receiving both Community Alarm and Telecare,65-74 years,Number of People,0,5305
2019/20,Inverclyde,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",0,9.173439391319386
2019/20,Inverclyde,Receiving both Community Alarm and Telecare,75-84 years,Number of People,0,10835
2019/20,Inverclyde,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",0,31.984484499259057
2019/20,Inverclyde,Receiving both Community Alarm and Telecare,85+ years,Number of People,0,11395
2019/20,Inverclyde,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",0,89.66298677284065
2019/20,Inverclyde,Receiving both Community Alarm and Telecare,Unknown,Number of People,0,0
2019/20,Inverclyde,Receiving both Community Alarm and Telecare,Unknown,"Rate per 1,000 Population",0,0
2019/20,Inverclyde,Total Community Alarms and/or Telecare,All Ages,Number of People,2645,117345
2019/20,Inverclyde,Total Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",34,21.478776563615398
2019/20,Inverclyde,Total Community Alarms and/or Telecare,0-17 years,Number of People,0,505
2019/20,Inverclyde,Total Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0,0.4906904841026
2019/20,Inverclyde,Total Community Alarms and/or Telecare,18-64 years,Number of People,380,15660
2019/20,Inverclyde,Total Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",8.1,4.619478565294973
2019/20,Inverclyde,Total Community Alarms and/or Telecare,65-74 years,Number of People,420,18395
2019/20,Inverclyde,Total Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",46.9,31.808749783849212
