financial_year,sending_location,service,age_group,living_alone_status,la_status_nclient,propn_la_status_nclient
2019/20,East Dunbartonshire,Telecare only,75-84 years,Unknown,10,18.2
2019/20,East Dunbartonshire,Telecare only,75-84 years,Not Recorded,0,0
2019/20,East Dunbartonshire,Telecare only,85+ years,Living Alone,30,40
2019/20,East Dunbartonshire,Telecare only,85+ years,Not Living Alone,35,46.7
2019/20,East Dunbartonshire,Telecare only,85+ years,Unknown,10,13.3
2019/20,East Dunbartonshire,Telecare only,85+ years,Not Recorded,0,0
2019/20,East Dunbartonshire,Receiving both community alarm and telecare,All Ages,Living Alone,0,0
2019/20,East Dunbartonshire,Receiving both community alarm and telecare,All Ages,Not Living Alone,5,100
2019/20,East Dunbartonshire,Receiving both community alarm and telecare,All Ages,Unknown,0,0
2019/20,East Dunbartonshire,Receiving both community alarm and telecare,All Ages,Not Recorded,0,0
2019/20,East Dunbartonshire,Receiving both community alarm and telecare,0-17 years,Living Alone,0,0
2019/20,East Dunbartonshire,Receiving both community alarm and telecare,0-17 years,Not Living Alone,0,0
2019/20,East Dunbartonshire,Receiving both community alarm and telecare,0-17 years,Unknown,0,0
2019/20,East Dunbartonshire,Receiving both community alarm and telecare,0-17 years,Not Recorded,0,0
2019/20,East Dunbartonshire,Receiving both community alarm and telecare,18-64 years,Living Alone,0,0
2019/20,East Dunbartonshire,Receiving both community alarm and telecare,18-64 years,Not Living Alone,0,0
2019/20,East Dunbartonshire,Receiving both community alarm and telecare,18-64 years,Unknown,0,0
2019/20,East Dunbartonshire,Receiving both community alarm and telecare,18-64 years,Not Recorded,0,0
2019/20,East Dunbartonshire,Receiving both community alarm and telecare,65-74 years,Living Alone,0,0
2019/20,East Dunbartonshire,Receiving both community alarm and telecare,65-74 years,Not Living Alone,0,0
2019/20,East Dunbartonshire,Receiving both community alarm and telecare,65-74 years,Unknown,0,0
2019/20,East Dunbartonshire,Receiving both community alarm and telecare,65-74 years,Not Recorded,0,0
2019/20,East Dunbartonshire,Receiving both community alarm and telecare,75-84 years,Living Alone,0,0
2019/20,East Dunbartonshire,Receiving both community alarm and telecare,75-84 years,Not Living Alone,0,0
2019/20,East Dunbartonshire,Receiving both community alarm and telecare,75-84 years,Unknown,0,0
2019/20,East Dunbartonshire,Receiving both community alarm and telecare,75-84 years,Not Recorded,0,0
2019/20,East Dunbartonshire,Receiving both community alarm and telecare,85+ years,Living Alone,0,0
2019/20,East Dunbartonshire,Receiving both community alarm and telecare,85+ years,Not Living Alone,0,0
2019/20,East Dunbartonshire,Receiving both community alarm and telecare,85+ years,Unknown,0,0
2019/20,East Dunbartonshire,Receiving both community alarm and telecare,85+ years,Not Recorded,0,0
2019/20,East Dunbartonshire,Total community alarms and/or telecare,All Ages,Living Alone,475,27.8
2019/20,East Dunbartonshire,Total community alarms and/or telecare,All Ages,Not Living Alone,615,36
2019/20,East Dunbartonshire,Total community alarms and/or telecare,All Ages,Unknown,545,31.9
2019/20,East Dunbartonshire,Total community alarms and/or telecare,All Ages,Not Recorded,75,4.4
2019/20,East Dunbartonshire,Total community alarms and/or telecare,0-17 years,Living Alone,0,0
2019/20,East Dunbartonshire,Total community alarms and/or telecare,0-17 years,Not Living Alone,0,0
2019/20,East Dunbartonshire,Total community alarms and/or telecare,0-17 years,Unknown,5,100
2019/20,East Dunbartonshire,Total community alarms and/or telecare,0-17 years,Not Recorded,0,0
2019/20,East Dunbartonshire,Total community alarms and/or telecare,18-64 years,Living Alone,50,43.5
2019/20,East Dunbartonshire,Total community alarms and/or telecare,18-64 years,Not Living Alone,40,34.8
2019/20,East Dunbartonshire,Total community alarms and/or telecare,18-64 years,Unknown,25,21.7
2019/20,East Dunbartonshire,Total community alarms and/or telecare,18-64 years,Not Recorded,0,0
2019/20,East Dunbartonshire,Total community alarms and/or telecare,65-74 years,Living Alone,45,25.7
2019/20,East Dunbartonshire,Total community alarms and/or telecare,65-74 years,Not Living Alone,60,34.3
2019/20,East Dunbartonshire,Total community alarms and/or telecare,65-74 years,Unknown,60,34.3
2019/20,East Dunbartonshire,Total community alarms and/or telecare,65-74 years,Not Recorded,10,5.7
2019/20,East Dunbartonshire,Total community alarms and/or telecare,75-84 years,Living Alone,145,24.4
2019/20,East Dunbartonshire,Total community alarms and/or telecare,75-84 years,Not Living Alone,200,33.6
2019/20,East Dunbartonshire,Total community alarms and/or telecare,75-84 years,Unknown,215,36.1
2019/20,East Dunbartonshire,Total community alarms and/or telecare,75-84 years,Not Recorded,35,5.9
2019/20,East Dunbartonshire,Total community alarms and/or telecare,85+ years,Living Alone,235,29.2
2019/20,East Dunbartonshire,Total community alarms and/or telecare,85+ years,Not Living Alone,310,38.5
2019/20,East Dunbartonshire,Total community alarms and/or telecare,85+ years,Unknown,235,29.2
2019/20,East Dunbartonshire,Total community alarms and/or telecare,85+ years,Not Recorded,25,3.1
2020/21,East Dunbartonshire,Community alarm only,All Ages,Living Alone,455,27.2
2020/21,East Dunbartonshire,Community alarm only,All Ages,Not Living Alone,270,16.2
2020/21,East Dunbartonshire,Community alarm only,All Ages,Unknown,945,56.6
2020/21,East Dunbartonshire,Community alarm only,All Ages,Not Recorded,0,0
2020/21,East Dunbartonshire,Community alarm only,0-17 years,Living Alone,0,0
2020/21,East Dunbartonshire,Community alarm only,0-17 years,Not Living Alone,0,0
2020/21,East Dunbartonshire,Community alarm only,0-17 years,Unknown,0,0
2020/21,East Dunbartonshire,Community alarm only,0-17 years,Not Recorded,0,0
2020/21,East Dunbartonshire,Community alarm only,18-64 years,Living Alone,45,31
2020/21,East Dunbartonshire,Community alarm only,18-64 years,Not Living Alone,25,17.2
2020/21,East Dunbartonshire,Community alarm only,18-64 years,Unknown,75,51.7
2020/21,East Dunbartonshire,Community alarm only,18-64 years,Not Recorded,0,0
2020/21,East Dunbartonshire,Community alarm only,65-74 years,Living Alone,50,26.3
2020/21,East Dunbartonshire,Community alarm only,65-74 years,Not Living Alone,25,13.2
2020/21,East Dunbartonshire,Community alarm only,65-74 years,Unknown,115,60.5
2020/21,East Dunbartonshire,Community alarm only,65-74 years,Not Recorded,0,0
2020/21,East Dunbartonshire,Community alarm only,75-84 years,Living Alone,130,22.6
2020/21,East Dunbartonshire,Community alarm only,75-84 years,Not Living Alone,120,20.9
2020/21,East Dunbartonshire,Community alarm only,75-84 years,Unknown,325,56.5
2020/21,East Dunbartonshire,Community alarm only,75-84 years,Not Recorded,0,0
2020/21,East Dunbartonshire,Community alarm only,85+ years,Living Alone,235,30.5
2020/21,East Dunbartonshire,Community alarm only,85+ years,Not Living Alone,105,13.6
2020/21,East Dunbartonshire,Community alarm only,85+ years,Unknown,430,55.8
2020/21,East Dunbartonshire,Community alarm only,85+ years,Not Recorded,0,0
2020/21,East Dunbartonshire,Telecare only,All Ages,Living Alone,40,25
2020/21,East Dunbartonshire,Telecare only,All Ages,Not Living Alone,50,31.2
2020/21,East Dunbartonshire,Telecare only,All Ages,Unknown,70,43.8
2020/21,East Dunbartonshire,Telecare only,All Ages,Not Recorded,0,0
2020/21,East Dunbartonshire,Telecare only,0-17 years,Living Alone,0,0
2020/21,East Dunbartonshire,Telecare only,0-17 years,Not Living Alone,0,0
2020/21,East Dunbartonshire,Telecare only,0-17 years,Unknown,5,100
2020/21,East Dunbartonshire,Telecare only,0-17 years,Not Recorded,0,0
2020/21,East Dunbartonshire,Telecare only,18-64 years,Living Alone,5,25
2020/21,East Dunbartonshire,Telecare only,18-64 years,Not Living Alone,5,25
2020/21,East Dunbartonshire,Telecare only,18-64 years,Unknown,10,50
2020/21,East Dunbartonshire,Telecare only,18-64 years,Not Recorded,0,0
2020/21,East Dunbartonshire,Telecare only,65-74 years,Living Alone,5,25
2020/21,East Dunbartonshire,Telecare only,65-74 years,Not Living Alone,5,25
2020/21,East Dunbartonshire,Telecare only,65-74 years,Unknown,10,50
2020/21,East Dunbartonshire,Telecare only,65-74 years,Not Recorded,0,0
2020/21,East Dunbartonshire,Telecare only,75-84 years,Living Alone,10,22.2
2020/21,East Dunbartonshire,Telecare only,75-84 years,Not Living Alone,15,33.3
2020/21,East Dunbartonshire,Telecare only,75-84 years,Unknown,20,44.4
2020/21,East Dunbartonshire,Telecare only,75-84 years,Not Recorded,0,0
2020/21,East Dunbartonshire,Telecare only,85+ years,Living Alone,25,35.7
2020/21,East Dunbartonshire,Telecare only,85+ years,Not Living Alone,20,28.6
2020/21,East Dunbartonshire,Telecare only,85+ years,Unknown,25,35.7
2020/21,East Dunbartonshire,Telecare only,85+ years,Not Recorded,0,0
2020/21,East Dunbartonshire,Receiving both community alarm and telecare,All Ages,Living Alone,0,0
2020/21,East Dunbartonshire,Receiving both community alarm and telecare,All Ages,Not Living Alone,0,0
2020/21,East Dunbartonshire,Receiving both community alarm and telecare,All Ages,Unknown,0,0
2020/21,East Dunbartonshire,Receiving both community alarm and telecare,All Ages,Not Recorded,0,0
2020/21,East Dunbartonshire,Receiving both community alarm and telecare,0-17 years,Living Alone,0,0
2020/21,East Dunbartonshire,Receiving both community alarm and telecare,0-17 years,Not Living Alone,0,0
2020/21,East Dunbartonshire,Receiving both community alarm and telecare,0-17 years,Unknown,0,0
2020/21,East Dunbartonshire,Receiving both community alarm and telecare,0-17 years,Not Recorded,0,0
2020/21,East Dunbartonshire,Receiving both community alarm and telecare,18-64 years,Living Alone,0,0
2020/21,East Dunbartonshire,Receiving both community alarm and telecare,18-64 years,Not Living Alone,0,0
2020/21,East Dunbartonshire,Receiving both community alarm and telecare,18-64 years,Unknown,0,0
2020/21,East Dunbartonshire,Receiving both community alarm and telecare,18-64 years,Not Recorded,0,0
2020/21,East Dunbartonshire,Receiving both community alarm and telecare,65-74 years,Living Alone,0,0
2020/21,East Dunbartonshire,Receiving both community alarm and telecare,65-74 years,Not Living Alone,0,0
2020/21,East Dunbartonshire,Receiving both community alarm and telecare,65-74 years,Unknown,0,0
2020/21,East Dunbartonshire,Receiving both community alarm and telecare,65-74 years,Not Recorded,0,0
2020/21,East Dunbartonshire,Receiving both community alarm and telecare,75-84 years,Living Alone,0,0
2020/21,East Dunbartonshire,Receiving both community alarm and telecare,75-84 years,Not Living Alone,0,0
2020/21,East Dunbartonshire,Receiving both community alarm and telecare,75-84 years,Unknown,0,0
2020/21,East Dunbartonshire,Receiving both community alarm and telecare,75-84 years,Not Recorded,0,0
2020/21,East Dunbartonshire,Receiving both community alarm and telecare,85+ years,Living Alone,0,0
2020/21,East Dunbartonshire,Receiving both community alarm and telecare,85+ years,Not Living Alone,0,0
2020/21,East Dunbartonshire,Receiving both community alarm and telecare,85+ years,Unknown,0,0
2020/21,East Dunbartonshire,Receiving both community alarm and telecare,85+ years,Not Recorded,0,0
2020/21,East Dunbartonshire,Total community alarms and/or telecare,All Ages,Living Alone,500,27.2
2020/21,East Dunbartonshire,Total community alarms and/or telecare,All Ages,Not Living Alone,320,17.4
2020/21,East Dunbartonshire,Total community alarms and/or telecare,All Ages,Unknown,1015,55.3
2020/21,East Dunbartonshire,Total community alarms and/or telecare,All Ages,Not Recorded,0,0
2020/21,East Dunbartonshire,Total community alarms and/or telecare,0-17 years,Living Alone,0,0
2020/21,East Dunbartonshire,Total community alarms and/or telecare,0-17 years,Not Living Alone,0,0
2020/21,East Dunbartonshire,Total community alarms and/or telecare,0-17 years,Unknown,5,100
2020/21,East Dunbartonshire,Total community alarms and/or telecare,0-17 years,Not Recorded,0,0
2020/21,East Dunbartonshire,Total community alarms and/or telecare,18-64 years,Living Alone,50,30.3
2020/21,East Dunbartonshire,Total community alarms and/or telecare,18-64 years,Not Living Alone,30,18.2
2020/21,East Dunbartonshire,Total community alarms and/or telecare,18-64 years,Unknown,85,51.5
2020/21,East Dunbartonshire,Total community alarms and/or telecare,18-64 years,Not Recorded,0,0
2020/21,East Dunbartonshire,Total community alarms and/or telecare,65-74 years,Living Alone,50,24.4
2020/21,East Dunbartonshire,Total community alarms and/or telecare,65-74 years,Not Living Alone,30,14.6
2020/21,East Dunbartonshire,Total community alarms and/or telecare,65-74 years,Unknown,125,61
2020/21,East Dunbartonshire,Total community alarms and/or telecare,65-74 years,Not Recorded,0,0
2020/21,East Dunbartonshire,Total community alarms and/or telecare,75-84 years,Living Alone,140,22.4
2020/21,East Dunbartonshire,Total community alarms and/or telecare,75-84 years,Not Living Alone,140,22.4
2020/21,East Dunbartonshire,Total community alarms and/or telecare,75-84 years,Unknown,345,55.2
2020/21,East Dunbartonshire,Total community alarms and/or telecare,75-84 years,Not Recorded,0,0
2020/21,East Dunbartonshire,Total community alarms and/or telecare,85+ years,Living Alone,255,30.7
2020/21,East Dunbartonshire,Total community alarms and/or telecare,85+ years,Not Living Alone,120,14.5
2020/21,East Dunbartonshire,Total community alarms and/or telecare,85+ years,Unknown,455,54.8
2020/21,East Dunbartonshire,Total community alarms and/or telecare,85+ years,Not Recorded,0,0
2018/19,East Lothian,Community alarm only,All Ages,Living Alone,60,6.5
2018/19,East Lothian,Community alarm only,All Ages,Not Living Alone,95,10.3
2018/19,East Lothian,Community alarm only,All Ages,Unknown,770,83.2
2018/19,East Lothian,Community alarm only,All Ages,Not Recorded,0,0
2018/19,East Lothian,Community alarm only,18-64 years,Living Alone,10,9.1
2018/19,East Lothian,Community alarm only,18-64 years,Not Living Alone,15,13.6
2018/19,East Lothian,Community alarm only,18-64 years,Unknown,85,77.3
2018/19,East Lothian,Community alarm only,18-64 years,Not Recorded,0,0
2018/19,East Lothian,Community alarm only,65-74 years,Living Alone,10,6.7
2018/19,East Lothian,Community alarm only,65-74 years,Not Living Alone,25,16.7
2018/19,East Lothian,Community alarm only,65-74 years,Unknown,115,76.7
2018/19,East Lothian,Community alarm only,65-74 years,Not Recorded,0,0
2018/19,East Lothian,Community alarm only,75-84 years,Living Alone,30,8.8
2018/19,East Lothian,Community alarm only,75-84 years,Not Living Alone,35,10.3
2018/19,East Lothian,Community alarm only,75-84 years,Unknown,275,80.9
2018/19,East Lothian,Community alarm only,75-84 years,Not Recorded,0,0
2018/19,East Lothian,Community alarm only,85+ years,Living Alone,15,4.5
2018/19,East Lothian,Community alarm only,85+ years,Not Living Alone,20,6.1
2018/19,East Lothian,Community alarm only,85+ years,Unknown,295,89.4
2018/19,East Lothian,Community alarm only,85+ years,Not Recorded,0,0
2018/19,East Lothian,Telecare only,All Ages,Living Alone,0,0
2018/19,East Lothian,Telecare only,All Ages,Not Living Alone,0,0
2018/19,East Lothian,Telecare only,All Ages,Unknown,0,0
2018/19,East Lothian,Telecare only,All Ages,Not Recorded,0,0
2018/19,East Lothian,Telecare only,18-64 years,Living Alone,0,0
2018/19,East Lothian,Telecare only,18-64 years,Not Living Alone,0,0
2018/19,East Lothian,Telecare only,18-64 years,Unknown,0,0
2018/19,East Lothian,Telecare only,18-64 years,Not Recorded,0,0
2018/19,East Lothian,Telecare only,65-74 years,Living Alone,0,0
2018/19,East Lothian,Telecare only,65-74 years,Not Living Alone,0,0
2018/19,East Lothian,Telecare only,65-74 years,Unknown,0,0
2018/19,East Lothian,Telecare only,65-74 years,Not Recorded,0,0
2018/19,East Lothian,Telecare only,75-84 years,Living Alone,0,0
2018/19,East Lothian,Telecare only,75-84 years,Not Living Alone,0,0
2018/19,East Lothian,Telecare only,75-84 years,Unknown,0,0
2018/19,East Lothian,Telecare only,75-84 years,Not Recorded,0,0
2018/19,East Lothian,Telecare only,85+ years,Living Alone,0,0
2018/19,East Lothian,Telecare only,85+ years,Not Living Alone,0,0
2018/19,East Lothian,Telecare only,85+ years,Unknown,0,0
2018/19,East Lothian,Telecare only,85+ years,Not Recorded,0,0
2018/19,East Lothian,Receiving both community alarm and telecare,All Ages,Living Alone,0,0
2018/19,East Lothian,Receiving both community alarm and telecare,All Ages,Not Living Alone,0,0
2018/19,East Lothian,Receiving both community alarm and telecare,All Ages,Unknown,0,0
2018/19,East Lothian,Receiving both community alarm and telecare,All Ages,Not Recorded,0,0
2018/19,East Lothian,Receiving both community alarm and telecare,18-64 years,Living Alone,0,0
2018/19,East Lothian,Receiving both community alarm and telecare,18-64 years,Not Living Alone,0,0
2018/19,East Lothian,Receiving both community alarm and telecare,18-64 years,Unknown,0,0
2018/19,East Lothian,Receiving both community alarm and telecare,18-64 years,Not Recorded,0,0
2018/19,East Lothian,Receiving both community alarm and telecare,65-74 years,Living Alone,0,0
2018/19,East Lothian,Receiving both community alarm and telecare,65-74 years,Not Living Alone,0,0
2018/19,East Lothian,Receiving both community alarm and telecare,65-74 years,Unknown,0,0
2018/19,East Lothian,Receiving both community alarm and telecare,65-74 years,Not Recorded,0,0
2018/19,East Lothian,Receiving both community alarm and telecare,75-84 years,Living Alone,0,0
2018/19,East Lothian,Receiving both community alarm and telecare,75-84 years,Not Living Alone,0,0
2018/19,East Lothian,Receiving both community alarm and telecare,75-84 years,Unknown,0,0
2018/19,East Lothian,Receiving both community alarm and telecare,75-84 years,Not Recorded,0,0
2018/19,East Lothian,Receiving both community alarm and telecare,85+ years,Living Alone,0,0
2018/19,East Lothian,Receiving both community alarm and telecare,85+ years,Not Living Alone,0,0
2018/19,East Lothian,Receiving both community alarm and telecare,85+ years,Unknown,0,0
2018/19,East Lothian,Receiving both community alarm and telecare,85+ years,Not Recorded,0,0
2018/19,East Lothian,Total community alarms and/or telecare,All Ages,Living Alone,60,6.5
2018/19,East Lothian,Total community alarms and/or telecare,All Ages,Not Living Alone,95,10.3
2018/19,East Lothian,Total community alarms and/or telecare,All Ages,Unknown,770,83.2
2018/19,East Lothian,Total community alarms and/or telecare,All Ages,Not Recorded,0,0
2018/19,East Lothian,Total community alarms and/or telecare,0-17 years,Living Alone,0,0
2018/19,East Lothian,Total community alarms and/or telecare,0-17 years,Not Living Alone,0,0
2018/19,East Lothian,Total community alarms and/or telecare,0-17 years,Unknown,0,0
2018/19,East Lothian,Total community alarms and/or telecare,0-17 years,Not Recorded,0,0
2018/19,East Lothian,Total community alarms and/or telecare,18-64 years,Living Alone,10,9.1
2018/19,East Lothian,Total community alarms and/or telecare,18-64 years,Not Living Alone,15,13.6
2018/19,East Lothian,Total community alarms and/or telecare,18-64 years,Unknown,85,77.3
2018/19,East Lothian,Total community alarms and/or telecare,18-64 years,Not Recorded,0,0
2018/19,East Lothian,Total community alarms and/or telecare,65-74 years,Living Alone,10,6.7
2018/19,East Lothian,Total community alarms and/or telecare,65-74 years,Not Living Alone,25,16.7
2018/19,East Lothian,Total community alarms and/or telecare,65-74 years,Unknown,115,76.7
2018/19,East Lothian,Total community alarms and/or telecare,65-74 years,Not Recorded,0,0
2018/19,East Lothian,Total community alarms and/or telecare,75-84 years,Living Alone,30,8.8
2018/19,East Lothian,Total community alarms and/or telecare,75-84 years,Not Living Alone,35,10.3
2018/19,East Lothian,Total community alarms and/or telecare,75-84 years,Unknown,275,80.9
2018/19,East Lothian,Total community alarms and/or telecare,75-84 years,Not Recorded,0,0
2018/19,East Lothian,Total community alarms and/or telecare,85+ years,Living Alone,15,4.5
2018/19,East Lothian,Total community alarms and/or telecare,85+ years,Not Living Alone,20,6.1
2018/19,East Lothian,Total community alarms and/or telecare,85+ years,Unknown,295,89.4
2018/19,East Lothian,Total community alarms and/or telecare,85+ years,Not Recorded,0,0
2019/20,East Lothian,Community alarm only,All Ages,Living Alone,0,0
2019/20,East Lothian,Community alarm only,All Ages,Not Living Alone,0,0
2019/20,East Lothian,Community alarm only,All Ages,Unknown,1000,100
2019/20,East Lothian,Community alarm only,All Ages,Not Recorded,0,0
2019/20,East Lothian,Community alarm only,0-17 years,Living Alone,0,0
2019/20,East Lothian,Community alarm only,0-17 years,Not Living Alone,0,0
2019/20,East Lothian,Community alarm only,0-17 years,Unknown,0,0
2019/20,East Lothian,Community alarm only,0-17 years,Not Recorded,0,0
2019/20,East Lothian,Community alarm only,18-64 years,Living Alone,0,0
2019/20,East Lothian,Community alarm only,18-64 years,Not Living Alone,0,0
2019/20,East Lothian,Community alarm only,18-64 years,Unknown,100,100
2019/20,East Lothian,Community alarm only,18-64 years,Not Recorded,0,0
2019/20,East Lothian,Community alarm only,65-74 years,Living Alone,0,0
2019/20,East Lothian,Community alarm only,65-74 years,Not Living Alone,0,0
2019/20,East Lothian,Community alarm only,65-74 years,Unknown,145,100
2019/20,East Lothian,Community alarm only,65-74 years,Not Recorded,0,0
2019/20,East Lothian,Community alarm only,75-84 years,Living Alone,0,0
2019/20,East Lothian,Community alarm only,75-84 years,Not Living Alone,0,0
2019/20,East Lothian,Community alarm only,75-84 years,Unknown,360,100
2019/20,East Lothian,Community alarm only,75-84 years,Not Recorded,0,0
2019/20,East Lothian,Community alarm only,85+ years,Living Alone,0,0
2019/20,East Lothian,Community alarm only,85+ years,Not Living Alone,0,0
2019/20,East Lothian,Community alarm only,85+ years,Unknown,400,100
2019/20,East Lothian,Community alarm only,85+ years,Not Recorded,0,0
2019/20,East Lothian,Telecare only,All Ages,Living Alone,0,0
2019/20,East Lothian,Telecare only,All Ages,Not Living Alone,0,0
2019/20,East Lothian,Telecare only,All Ages,Unknown,0,0
2019/20,East Lothian,Telecare only,All Ages,Not Recorded,0,0
2019/20,East Lothian,Telecare only,0-17 years,Living Alone,0,0
2019/20,East Lothian,Telecare only,0-17 years,Not Living Alone,0,0
2019/20,East Lothian,Telecare only,0-17 years,Unknown,0,0
2019/20,East Lothian,Telecare only,0-17 years,Not Recorded,0,0
2019/20,East Lothian,Telecare only,18-64 years,Living Alone,0,0
2019/20,East Lothian,Telecare only,18-64 years,Not Living Alone,0,0
2019/20,East Lothian,Telecare only,18-64 years,Unknown,0,0
2019/20,East Lothian,Telecare only,18-64 years,Not Recorded,0,0
2019/20,East Lothian,Telecare only,65-74 years,Living Alone,0,0
2019/20,East Lothian,Telecare only,65-74 years,Not Living Alone,0,0
2019/20,East Lothian,Telecare only,65-74 years,Unknown,0,0
2019/20,East Lothian,Telecare only,65-74 years,Not Recorded,0,0
2019/20,East Lothian,Telecare only,75-84 years,Living Alone,0,0
2019/20,East Lothian,Telecare only,75-84 years,Not Living Alone,0,0
2019/20,East Lothian,Telecare only,75-84 years,Unknown,0,0
2019/20,East Lothian,Telecare only,75-84 years,Not Recorded,0,0
2019/20,East Lothian,Telecare only,85+ years,Living Alone,0,0
2019/20,East Lothian,Telecare only,85+ years,Not Living Alone,0,0
2019/20,East Lothian,Telecare only,85+ years,Unknown,0,0
2019/20,East Lothian,Telecare only,85+ years,Not Recorded,0,0
2019/20,East Lothian,Receiving both community alarm and telecare,All Ages,Living Alone,0,0
2019/20,East Lothian,Receiving both community alarm and telecare,All Ages,Not Living Alone,0,0
2019/20,East Lothian,Receiving both community alarm and telecare,All Ages,Unknown,0,0
2019/20,East Lothian,Receiving both community alarm and telecare,All Ages,Not Recorded,0,0
2019/20,East Lothian,Receiving both community alarm and telecare,0-17 years,Living Alone,0,0
2019/20,East Lothian,Receiving both community alarm and telecare,0-17 years,Not Living Alone,0,0
2019/20,East Lothian,Receiving both community alarm and telecare,0-17 years,Unknown,0,0
2019/20,East Lothian,Receiving both community alarm and telecare,0-17 years,Not Recorded,0,0
2019/20,East Lothian,Receiving both community alarm and telecare,18-64 years,Living Alone,0,0
2019/20,East Lothian,Receiving both community alarm and telecare,18-64 years,Not Living Alone,0,0
2019/20,East Lothian,Receiving both community alarm and telecare,18-64 years,Unknown,0,0
2019/20,East Lothian,Receiving both community alarm and telecare,18-64 years,Not Recorded,0,0
2019/20,East Lothian,Receiving both community alarm and telecare,65-74 years,Living Alone,0,0
2019/20,East Lothian,Receiving both community alarm and telecare,65-74 years,Not Living Alone,0,0
2019/20,East Lothian,Receiving both community alarm and telecare,65-74 years,Unknown,0,0
2019/20,East Lothian,Receiving both community alarm and telecare,65-74 years,Not Recorded,0,0
2019/20,East Lothian,Receiving both community alarm and telecare,75-84 years,Living Alone,0,0
2019/20,East Lothian,Receiving both community alarm and telecare,75-84 years,Not Living Alone,0,0
2019/20,East Lothian,Receiving both community alarm and telecare,75-84 years,Unknown,0,0
2019/20,East Lothian,Receiving both community alarm and telecare,75-84 years,Not Recorded,0,0
2019/20,East Lothian,Receiving both community alarm and telecare,85+ years,Living Alone,0,0
2019/20,East Lothian,Receiving both community alarm and telecare,85+ years,Not Living Alone,0,0
2019/20,East Lothian,Receiving both community alarm and telecare,85+ years,Unknown,0,0
2019/20,East Lothian,Receiving both community alarm and telecare,85+ years,Not Recorded,0,0
2019/20,East Lothian,Total community alarms and/or telecare,All Ages,Living Alone,0,0
2019/20,East Lothian,Total community alarms and/or telecare,All Ages,Not Living Alone,0,0
2019/20,East Lothian,Total community alarms and/or telecare,All Ages,Unknown,1000,100
2019/20,East Lothian,Total community alarms and/or telecare,All Ages,Not Recorded,0,0
2019/20,East Lothian,Total community alarms and/or telecare,0-17 years,Living Alone,0,0
2019/20,East Lothian,Total community alarms and/or telecare,0-17 years,Not Living Alone,0,0
2019/20,East Lothian,Total community alarms and/or telecare,0-17 years,Unknown,0,0
2019/20,East Lothian,Total community alarms and/or telecare,0-17 years,Not Recorded,0,0
2019/20,East Lothian,Total community alarms and/or telecare,18-64 years,Living Alone,0,0
2019/20,East Lothian,Total community alarms and/or telecare,18-64 years,Not Living Alone,0,0
2019/20,East Lothian,Total community alarms and/or telecare,18-64 years,Unknown,100,100
2019/20,East Lothian,Total community alarms and/or telecare,18-64 years,Not Recorded,0,0
2019/20,East Lothian,Total community alarms and/or telecare,65-74 years,Living Alone,0,0
2019/20,East Lothian,Total community alarms and/or telecare,65-74 years,Not Living Alone,0,0
2019/20,East Lothian,Total community alarms and/or telecare,65-74 years,Unknown,145,100
2019/20,East Lothian,Total community alarms and/or telecare,65-74 years,Not Recorded,0,0
2019/20,East Lothian,Total community alarms and/or telecare,75-84 years,Living Alone,0,0
2019/20,East Lothian,Total community alarms and/or telecare,75-84 years,Not Living Alone,0,0
2019/20,East Lothian,Total community alarms and/or telecare,75-84 years,Unknown,360,100
2019/20,East Lothian,Total community alarms and/or telecare,75-84 years,Not Recorded,0,0
2019/20,East Lothian,Total community alarms and/or telecare,85+ years,Living Alone,0,0
2019/20,East Lothian,Total community alarms and/or telecare,85+ years,Not Living Alone,0,0
2019/20,East Lothian,Total community alarms and/or telecare,85+ years,Unknown,400,100
2019/20,East Lothian,Total community alarms and/or telecare,85+ years,Not Recorded,0,0
2018/19,East Renfrewshire,Community alarm only,All Ages,Living Alone,0,0
2018/19,East Renfrewshire,Community alarm only,All Ages,Not Living Alone,0,0
2018/19,East Renfrewshire,Community alarm only,All Ages,Unknown,0,0
2018/19,East Renfrewshire,Community alarm only,All Ages,Not Recorded,0,0
2018/19,East Renfrewshire,Community alarm only,0-17 years,Living Alone,0,0
2018/19,East Renfrewshire,Community alarm only,0-17 years,Not Living Alone,0,0
2018/19,East Renfrewshire,Community alarm only,0-17 years,Unknown,0,0
2018/19,East Renfrewshire,Community alarm only,0-17 years,Not Recorded,0,0
2018/19,East Renfrewshire,Community alarm only,18-64 years,Living Alone,0,0
2018/19,East Renfrewshire,Community alarm only,18-64 years,Not Living Alone,0,0
2018/19,East Renfrewshire,Community alarm only,18-64 years,Unknown,0,0
2018/19,East Renfrewshire,Community alarm only,18-64 years,Not Recorded,0,0
2018/19,East Renfrewshire,Community alarm only,65-74 years,Living Alone,0,0
2018/19,East Renfrewshire,Community alarm only,65-74 years,Not Living Alone,0,0
2018/19,East Renfrewshire,Community alarm only,65-74 years,Unknown,0,0
2018/19,East Renfrewshire,Community alarm only,65-74 years,Not Recorded,0,0
2018/19,East Renfrewshire,Community alarm only,75-84 years,Living Alone,0,0
2018/19,East Renfrewshire,Community alarm only,75-84 years,Not Living Alone,0,0
2018/19,East Renfrewshire,Community alarm only,75-84 years,Unknown,0,0
2018/19,East Renfrewshire,Community alarm only,75-84 years,Not Recorded,0,0
