financial_year,sending_location,age_group,sds_support_need,nclient,rate
2017/18,Highland,85+ years,Health Care,0,0
2017/18,Highland,Unknown,Health Care,0,NA
2017/18,Highland,All Ages,Housing Support,20,2.4125452352231602
2017/18,Highland,0-17 years,Housing Support,0,0
2017/18,Highland,18-64 years,Housing Support,20,10.989010989010989
2017/18,Highland,65-74 years,Housing Support,0,0
2017/18,Highland,75-84 years,Housing Support,0,0
2017/18,Highland,85+ years,Housing Support,0,0
2017/18,Highland,Unknown,Housing Support,0,NA
2017/18,Highland,All Ages,Meals,0,0
2017/18,Highland,0-17 years,Meals,0,0
2017/18,Highland,18-64 years,Meals,0,0
2017/18,Highland,65-74 years,Meals,0,0
2017/18,Highland,75-84 years,Meals,0,0
2017/18,Highland,85+ years,Meals,0,0
2017/18,Highland,Unknown,Meals,0,NA
2017/18,Highland,All Ages,Personal Care,175,21.109770808202654
2017/18,Highland,0-17 years,Personal Care,0,0
2017/18,Highland,18-64 years,Personal Care,70,38.46153846153847
2017/18,Highland,65-74 years,Personal Care,20,20
2017/18,Highland,75-84 years,Personal Care,30,13.303769401330378
2017/18,Highland,85+ years,Personal Care,55,18.58108108108108
2017/18,Highland,Unknown,Personal Care,0,NA
2017/18,Highland,All Ages,Respite,290,34.981905910735826
2017/18,Highland,0-17 years,Respite,180,705.8823529411765
2017/18,Highland,18-64 years,Respite,75,41.20879120879121
2017/18,Highland,65-74 years,Respite,10,10
2017/18,Highland,75-84 years,Respite,5,2.2172949002217295
2017/18,Highland,85+ years,Respite,20,6.756756756756757
2017/18,Highland,Unknown,Respite,0,NA
2017/18,Highland,All Ages,Social Educational Recreational,40,4.8250904704463204
2017/18,Highland,0-17 years,Social Educational Recreational,5,19.607843137254903
2017/18,Highland,18-64 years,Social Educational Recreational,35,19.230769230769234
2017/18,Highland,65-74 years,Social Educational Recreational,0,0
2017/18,Highland,75-84 years,Social Educational Recreational,0,0
2017/18,Highland,85+ years,Social Educational Recreational,0,0
2017/18,Highland,Unknown,Social Educational Recreational,0,NA
2017/18,Highland,All Ages,Other,230,27.744270205066343
2017/18,Highland,0-17 years,Other,165,647.0588235294118
2017/18,Highland,18-64 years,Other,55,30.21978021978022
2017/18,Highland,65-74 years,Other,0,0
2017/18,Highland,75-84 years,Other,0,0
2017/18,Highland,85+ years,Other,5,1.6891891891891893
2017/18,Highland,Unknown,Other,0,NA
2017/18,Highland,All Ages,Not Known,7765,936.6706875753921
2017/18,Highland,0-17 years,Not Known,70,274.5098039215687
2017/18,Highland,18-64 years,Not Known,1615,887.3626373626373
2017/18,Highland,65-74 years,Not Known,970,970
2017/18,Highland,75-84 years,Not Known,2225,986.6962305986697
2017/18,Highland,85+ years,Not Known,2890,976.3513513513514
2017/18,Highland,Unknown,Not Known,0,NA
2018/19,Highland,All Ages,Domestic Care,80,10.069225928256765
2018/19,Highland,0-17 years,Domestic Care,0,0
2018/19,Highland,18-64 years,Domestic Care,45,29.41176470588235
2018/19,Highland,65-74 years,Domestic Care,5,5.46448087431694
2018/19,Highland,75-84 years,Domestic Care,10,4.434589800443459
2018/19,Highland,85+ years,Domestic Care,20,6.269592476489028
2018/19,Highland,Unknown,Domestic Care,0,0
2018/19,Highland,All Ages,Equipment and Temporary Adaptations,0,0
2018/19,Highland,0-17 years,Equipment and Temporary Adaptations,0,0
2018/19,Highland,18-64 years,Equipment and Temporary Adaptations,0,0
2018/19,Highland,65-74 years,Equipment and Temporary Adaptations,0,0
2018/19,Highland,75-84 years,Equipment and Temporary Adaptations,0,0
2018/19,Highland,85+ years,Equipment and Temporary Adaptations,0,0
2018/19,Highland,Unknown,Equipment and Temporary Adaptations,0,0
2018/19,Highland,All Ages,Health Care,0,0
2018/19,Highland,0-17 years,Health Care,0,0
2018/19,Highland,18-64 years,Health Care,0,0
2018/19,Highland,65-74 years,Health Care,0,0
2018/19,Highland,75-84 years,Health Care,0,0
2018/19,Highland,85+ years,Health Care,0,0
2018/19,Highland,Unknown,Health Care,0,0
2018/19,Highland,All Ages,Housing Support,20,2.5173064820641913
2018/19,Highland,0-17 years,Housing Support,0,0
2018/19,Highland,18-64 years,Housing Support,20,13.071895424836601
2018/19,Highland,65-74 years,Housing Support,0,0
2018/19,Highland,75-84 years,Housing Support,0,0
2018/19,Highland,85+ years,Housing Support,0,0
2018/19,Highland,Unknown,Housing Support,0,0
2018/19,Highland,All Ages,Meals,0,0
2018/19,Highland,0-17 years,Meals,0,0
2018/19,Highland,18-64 years,Meals,0,0
2018/19,Highland,65-74 years,Meals,0,0
2018/19,Highland,75-84 years,Meals,0,0
2018/19,Highland,85+ years,Meals,0,0
2018/19,Highland,Unknown,Meals,0,0
2018/19,Highland,All Ages,Personal Care,185,23.28508495909377
2018/19,Highland,0-17 years,Personal Care,0,0
2018/19,Highland,18-64 years,Personal Care,80,52.287581699346404
2018/19,Highland,65-74 years,Personal Care,20,21.85792349726776
2018/19,Highland,75-84 years,Personal Care,35,15.521064301552107
2018/19,Highland,85+ years,Personal Care,50,15.67398119122257
2018/19,Highland,Unknown,Personal Care,0,0
2018/19,Highland,All Ages,Respite,130,16.36249213341724
2018/19,Highland,0-17 years,Respite,0,0
2018/19,Highland,18-64 years,Respite,85,55.55555555555555
2018/19,Highland,65-74 years,Respite,10,10.92896174863388
2018/19,Highland,75-84 years,Respite,15,6.651884700665189
2018/19,Highland,85+ years,Respite,20,6.269592476489028
2018/19,Highland,Unknown,Respite,0,0
2018/19,Highland,All Ages,Social Educational Recreational,30,3.775959723096287
2018/19,Highland,0-17 years,Social Educational Recreational,0,0
2018/19,Highland,18-64 years,Social Educational Recreational,30,19.607843137254903
2018/19,Highland,65-74 years,Social Educational Recreational,0,0
2018/19,Highland,75-84 years,Social Educational Recreational,0,0
2018/19,Highland,85+ years,Social Educational Recreational,0,0
2018/19,Highland,Unknown,Social Educational Recreational,0,0
2018/19,Highland,All Ages,Other,65,8.18124606670862
2018/19,Highland,0-17 years,Other,5,90.9090909090909
2018/19,Highland,18-64 years,Other,55,35.947712418300654
2018/19,Highland,65-74 years,Other,0,0
2018/19,Highland,75-84 years,Other,5,2.2172949002217295
2018/19,Highland,85+ years,Other,5,1.567398119122257
2018/19,Highland,Unknown,Other,0,0
2018/19,Highland,All Ages,Not Known,7615,958.4644430459408
2018/19,Highland,0-17 years,Not Known,50,909.090909090909
2018/19,Highland,18-64 years,Not Known,1325,866.0130718954249
2018/19,Highland,65-74 years,Not Known,890,972.6775956284152
2018/19,Highland,75-84 years,Not Known,2215,982.2616407982262
2018/19,Highland,85+ years,Not Known,3130,981.1912225705329
2018/19,Highland,Unknown,Not Known,0,0
2019/20,Highland,All Ages,Domestic Care,80,9.762050030506407
2019/20,Highland,0-17 years,Domestic Care,0,0
2019/20,Highland,18-64 years,Domestic Care,45,28.938906752411576
2019/20,Highland,65-74 years,Domestic Care,10,10.362694300518134
2019/20,Highland,75-84 years,Domestic Care,15,6.41025641025641
2019/20,Highland,85+ years,Domestic Care,15,4.580152671755726
2019/20,Highland,Unknown,Domestic Care,0,0
2019/20,Highland,All Ages,Equipment and Temporary Adaptations,2075,253.20317266625992
2019/20,Highland,0-17 years,Equipment and Temporary Adaptations,55,1000
2019/20,Highland,18-64 years,Equipment and Temporary Adaptations,265,170.41800643086816
2019/20,Highland,65-74 years,Equipment and Temporary Adaptations,215,222.7979274611399
2019/20,Highland,75-84 years,Equipment and Temporary Adaptations,690,294.87179487179486
2019/20,Highland,85+ years,Equipment and Temporary Adaptations,850,259.5419847328244
2019/20,Highland,Unknown,Equipment and Temporary Adaptations,0,0
2019/20,Highland,All Ages,Health Care,0,0
2019/20,Highland,0-17 years,Health Care,0,0
2019/20,Highland,18-64 years,Health Care,0,0
2019/20,Highland,65-74 years,Health Care,0,0
2019/20,Highland,75-84 years,Health Care,0,0
2019/20,Highland,85+ years,Health Care,0,0
2019/20,Highland,Unknown,Health Care,0,0
2019/20,Highland,All Ages,Housing Support,560,68.33435021354485
2019/20,Highland,0-17 years,Housing Support,0,0
2019/20,Highland,18-64 years,Housing Support,405,260.4501607717042
2019/20,Highland,65-74 years,Housing Support,95,98.44559585492229
2019/20,Highland,75-84 years,Housing Support,45,19.230769230769234
2019/20,Highland,85+ years,Housing Support,15,4.580152671755726
2019/20,Highland,Unknown,Housing Support,0,0
2019/20,Highland,All Ages,Meals,0,0
2019/20,Highland,0-17 years,Meals,0,0
2019/20,Highland,18-64 years,Meals,0,0
2019/20,Highland,65-74 years,Meals,0,0
2019/20,Highland,75-84 years,Meals,0,0
2019/20,Highland,85+ years,Meals,0,0
2019/20,Highland,Unknown,Meals,0,0
2019/20,Highland,All Ages,Personal Care,4455,543.6241610738255
2019/20,Highland,0-17 years,Personal Care,5,90.9090909090909
2019/20,Highland,18-64 years,Personal Care,455,292.60450160771705
2019/20,Highland,65-74 years,Personal Care,545,564.7668393782384
2019/20,Highland,75-84 years,Personal Care,1370,585.4700854700855
2019/20,Highland,85+ years,Personal Care,2080,635.1145038167939
2019/20,Highland,Unknown,Personal Care,0,0
2019/20,Highland,All Ages,Respite,275,33.557046979865774
2019/20,Highland,0-17 years,Respite,0,0
2019/20,Highland,18-64 years,Respite,110,70.7395498392283
2019/20,Highland,65-74 years,Respite,40,41.45077720207254
2019/20,Highland,75-84 years,Respite,65,27.777777777777775
2019/20,Highland,85+ years,Respite,60,18.320610687022903
2019/20,Highland,Unknown,Respite,0,0
2019/20,Highland,All Ages,Social Educational Recreational,455,55.521659548505184
2019/20,Highland,0-17 years,Social Educational Recreational,0,0
2019/20,Highland,18-64 years,Social Educational Recreational,105,67.52411575562701
2019/20,Highland,65-74 years,Social Educational Recreational,40,41.45077720207254
2019/20,Highland,75-84 years,Social Educational Recreational,125,53.418803418803414
2019/20,Highland,85+ years,Social Educational Recreational,190,58.01526717557252
2019/20,Highland,Unknown,Social Educational Recreational,0,0
2019/20,Highland,All Ages,Other,25,3.050640634533252
2019/20,Highland,0-17 years,Other,0,0
2019/20,Highland,18-64 years,Other,25,16.07717041800643
2019/20,Highland,65-74 years,Other,0,0
2019/20,Highland,75-84 years,Other,0,0
2019/20,Highland,85+ years,Other,0,0
2019/20,Highland,Unknown,Other,0,0
2019/20,Highland,All Ages,Not Known,450,54.91153142159853
2019/20,Highland,0-17 years,Not Known,0,0
2019/20,Highland,18-64 years,Not Known,250,160.77170418006432
2019/20,Highland,65-74 years,Not Known,40,41.45077720207254
2019/20,Highland,75-84 years,Not Known,65,27.777777777777775
2019/20,Highland,85+ years,Not Known,95,29.00763358778626
2019/20,Highland,Unknown,Not Known,0,0
2020/21,Highland,All Ages,Domestic Care,180,22.11302211302211
2020/21,Highland,0-17 years,Domestic Care,0,0
2020/21,Highland,18-64 years,Domestic Care,65,44.67353951890034
2020/21,Highland,65-74 years,Domestic Care,20,19.607843137254903
2020/21,Highland,75-84 years,Domestic Care,40,17.241379310344826
2020/21,Highland,85+ years,Domestic Care,50,15.220700152207002
2020/21,Highland,Unknown,Domestic Care,0,0
2020/21,Highland,All Ages,Equipment and Temporary Adaptations,2000,245.70024570024572
2020/21,Highland,0-17 years,Equipment and Temporary Adaptations,50,909.090909090909
2020/21,Highland,18-64 years,Equipment and Temporary Adaptations,245,168.3848797250859
2020/21,Highland,65-74 years,Equipment and Temporary Adaptations,220,215.68627450980392
2020/21,Highland,75-84 years,Equipment and Temporary Adaptations,650,280.17241379310343
2020/21,Highland,85+ years,Equipment and Temporary Adaptations,835,254.18569254185692
2020/21,Highland,Unknown,Equipment and Temporary Adaptations,0,0
2020/21,Highland,All Ages,Health Care,0,0
2020/21,Highland,0-17 years,Health Care,0,0
2020/21,Highland,18-64 years,Health Care,0,0
2020/21,Highland,65-74 years,Health Care,0,0
2020/21,Highland,75-84 years,Health Care,0,0
2020/21,Highland,85+ years,Health Care,0,0
2020/21,Highland,Unknown,Health Care,0,0
2020/21,Highland,All Ages,Housing Support,430,52.825552825552826
2020/21,Highland,0-17 years,Housing Support,0,0
2020/21,Highland,18-64 years,Housing Support,315,216.49484536082474
2020/21,Highland,65-74 years,Housing Support,65,63.725490196078425
2020/21,Highland,75-84 years,Housing Support,35,15.086206896551724
2020/21,Highland,85+ years,Housing Support,10,3.0441400304414
2020/21,Highland,Unknown,Housing Support,0,0
2020/21,Highland,All Ages,Meals,0,0
2020/21,Highland,0-17 years,Meals,0,0
2020/21,Highland,18-64 years,Meals,0,0
2020/21,Highland,65-74 years,Meals,0,0
2020/21,Highland,75-84 years,Meals,0,0
2020/21,Highland,85+ years,Meals,0,0
2020/21,Highland,Unknown,Meals,0,0
2020/21,Highland,All Ages,Personal Care,4675,574.3243243243244
2020/21,Highland,0-17 years,Personal Care,0,0
2020/21,Highland,18-64 years,Personal Care,465,319.58762886597935
2020/21,Highland,65-74 years,Personal Care,605,593.1372549019608
2020/21,Highland,75-84 years,Personal Care,1415,609.9137931034483
2020/21,Highland,85+ years,Personal Care,2185,665.144596651446
2020/21,Highland,Unknown,Personal Care,0,0
2020/21,Highland,All Ages,Respite,415,50.98280098280098
2020/21,Highland,0-17 years,Respite,0,0
2020/21,Highland,18-64 years,Respite,150,103.09278350515463
2020/21,Highland,65-74 years,Respite,60,58.8235294117647
2020/21,Highland,75-84 years,Respite,100,43.10344827586207
2020/21,Highland,85+ years,Respite,105,31.963470319634702
2020/21,Highland,Unknown,Respite,0,0
2020/21,Highland,All Ages,Social Educational Recreational,30,3.6855036855036856
2020/21,Highland,0-17 years,Social Educational Recreational,0,0
2020/21,Highland,18-64 years,Social Educational Recreational,30,20.61855670103093
2020/21,Highland,65-74 years,Social Educational Recreational,0,0
2020/21,Highland,75-84 years,Social Educational Recreational,0,0
2020/21,Highland,85+ years,Social Educational Recreational,0,0
2020/21,Highland,Unknown,Social Educational Recreational,0,0
2020/21,Highland,All Ages,Other,80,9.828009828009828
2020/21,Highland,0-17 years,Other,0,0
2020/21,Highland,18-64 years,Other,60,41.23711340206186
2020/21,Highland,65-74 years,Other,5,4.901960784313726
2020/21,Highland,75-84 years,Other,10,4.310344827586206
2020/21,Highland,85+ years,Other,5,1.5220700152207
2020/21,Highland,Unknown,Other,0,0
2020/21,Highland,All Ages,Not Known,780,95.82309582309583
2020/21,Highland,0-17 years,Not Known,0,0
2020/21,Highland,18-64 years,Not Known,315,216.49484536082474
2020/21,Highland,65-74 years,Not Known,90,88.23529411764706
2020/21,Highland,75-84 years,Not Known,160,68.9655172413793
2020/21,Highland,85+ years,Not Known,210,63.926940639269404
2020/21,Highland,Unknown,Not Known,0,0
2017/18,Inverclyde,All Ages,Domestic Care,220,87.4751491053678
2017/18,Inverclyde,0-17 years,Domestic Care,0,0
2017/18,Inverclyde,18-64 years,Domestic Care,5,8.771929824561402
2017/18,Inverclyde,65-74 years,Domestic Care,60,146.34146341463415
2017/18,Inverclyde,75-84 years,Domestic Care,70,89.74358974358974
2017/18,Inverclyde,85+ years,Domestic Care,85,118.05555555555556
2017/18,Inverclyde,Unknown,Domestic Care,0,0
2017/18,Inverclyde,All Ages,Equipment and Temporary Adaptations,0,0
2017/18,Inverclyde,0-17 years,Equipment and Temporary Adaptations,0,0
2017/18,Inverclyde,18-64 years,Equipment and Temporary Adaptations,0,0
2017/18,Inverclyde,65-74 years,Equipment and Temporary Adaptations,0,0
2017/18,Inverclyde,75-84 years,Equipment and Temporary Adaptations,0,0
2017/18,Inverclyde,85+ years,Equipment and Temporary Adaptations,0,0
2017/18,Inverclyde,Unknown,Equipment and Temporary Adaptations,0,0
2017/18,Inverclyde,All Ages,Health Care,0,0
2017/18,Inverclyde,0-17 years,Health Care,0,0
2017/18,Inverclyde,18-64 years,Health Care,0,0
2017/18,Inverclyde,65-74 years,Health Care,0,0
2017/18,Inverclyde,75-84 years,Health Care,0,0
2017/18,Inverclyde,85+ years,Health Care,0,0
2017/18,Inverclyde,Unknown,Health Care,0,0
2017/18,Inverclyde,All Ages,Housing Support,340,135.1888667992048
2017/18,Inverclyde,0-17 years,Housing Support,0,0
2017/18,Inverclyde,18-64 years,Housing Support,295,517.5438596491229
2017/18,Inverclyde,65-74 years,Housing Support,30,73.17073170731707
2017/18,Inverclyde,75-84 years,Housing Support,5,6.41025641025641
2017/18,Inverclyde,85+ years,Housing Support,5,6.944444444444444
2017/18,Inverclyde,Unknown,Housing Support,0,0
2017/18,Inverclyde,All Ages,Meals,35,13.916500994035786
2017/18,Inverclyde,0-17 years,Meals,0,0
2017/18,Inverclyde,18-64 years,Meals,0,0
2017/18,Inverclyde,65-74 years,Meals,5,12.195121951219512
2017/18,Inverclyde,75-84 years,Meals,5,6.41025641025641
2017/18,Inverclyde,85+ years,Meals,25,34.72222222222222
2017/18,Inverclyde,Unknown,Meals,0,0
2017/18,Inverclyde,All Ages,Personal Care,1820,723.6580516898608
2017/18,Inverclyde,0-17 years,Personal Care,0,0
2017/18,Inverclyde,18-64 years,Personal Care,220,385.96491228070175
2017/18,Inverclyde,65-74 years,Personal Care,310,756.0975609756098
2017/18,Inverclyde,75-84 years,Personal Care,690,884.6153846153845
2017/18,Inverclyde,85+ years,Personal Care,600,833.3333333333334
2017/18,Inverclyde,Unknown,Personal Care,0,0
2017/18,Inverclyde,All Ages,Respite,290,115.30815109343936
2017/18,Inverclyde,0-17 years,Respite,30,857.1428571428571
2017/18,Inverclyde,18-64 years,Respite,85,149.12280701754386
2017/18,Inverclyde,65-74 years,Respite,35,85.3658536585366
2017/18,Inverclyde,75-84 years,Respite,70,89.74358974358974
2017/18,Inverclyde,85+ years,Respite,70,97.22222222222223
2017/18,Inverclyde,Unknown,Respite,0,0
2017/18,Inverclyde,All Ages,Social Educational Recreational,115,45.72564612326044
2017/18,Inverclyde,0-17 years,Social Educational Recreational,0,0
2017/18,Inverclyde,18-64 years,Social Educational Recreational,20,35.08771929824561
2017/18,Inverclyde,65-74 years,Social Educational Recreational,20,48.78048780487805
2017/18,Inverclyde,75-84 years,Social Educational Recreational,50,64.1025641025641
2017/18,Inverclyde,85+ years,Social Educational Recreational,25,34.72222222222222
2017/18,Inverclyde,Unknown,Social Educational Recreational,0,0
2017/18,Inverclyde,All Ages,Other,0,0
2017/18,Inverclyde,0-17 years,Other,0,0
2017/18,Inverclyde,18-64 years,Other,0,0
2017/18,Inverclyde,65-74 years,Other,0,0
2017/18,Inverclyde,75-84 years,Other,0,0
2017/18,Inverclyde,85+ years,Other,0,0
2017/18,Inverclyde,Unknown,Other,0,0
2017/18,Inverclyde,All Ages,Not Known,75,29.82107355864811
2017/18,Inverclyde,0-17 years,Not Known,10,285.7142857142857
2017/18,Inverclyde,18-64 years,Not Known,35,61.40350877192982
2017/18,Inverclyde,65-74 years,Not Known,5,12.195121951219512
2017/18,Inverclyde,75-84 years,Not Known,10,12.82051282051282
2017/18,Inverclyde,85+ years,Not Known,15,20.833333333333332
2017/18,Inverclyde,Unknown,Not Known,0,0
2018/19,Inverclyde,All Ages,Domestic Care,215,86.34538152610442
2018/19,Inverclyde,0-17 years,Domestic Care,0,0
2018/19,Inverclyde,18-64 years,Domestic Care,10,17.543859649122805
2018/19,Inverclyde,65-74 years,Domestic Care,65,160.49382716049382
2018/19,Inverclyde,75-84 years,Domestic Care,60,78.43137254901961
2018/19,Inverclyde,85+ years,Domestic Care,80,111.8881118881119
2018/19,Inverclyde,Unknown,Domestic Care,0,0
2018/19,Inverclyde,All Ages,Equipment and Temporary Adaptations,0,0
2018/19,Inverclyde,0-17 years,Equipment and Temporary Adaptations,0,0
2018/19,Inverclyde,18-64 years,Equipment and Temporary Adaptations,0,0
2018/19,Inverclyde,65-74 years,Equipment and Temporary Adaptations,0,0
2018/19,Inverclyde,75-84 years,Equipment and Temporary Adaptations,0,0
2018/19,Inverclyde,85+ years,Equipment and Temporary Adaptations,0,0
2018/19,Inverclyde,Unknown,Equipment and Temporary Adaptations,0,0
2018/19,Inverclyde,All Ages,Health Care,0,0
2018/19,Inverclyde,0-17 years,Health Care,0,0
2018/19,Inverclyde,18-64 years,Health Care,0,0
2018/19,Inverclyde,65-74 years,Health Care,0,0
2018/19,Inverclyde,75-84 years,Health Care,0,0
2018/19,Inverclyde,85+ years,Health Care,0,0
2018/19,Inverclyde,Unknown,Health Care,0,0
2018/19,Inverclyde,All Ages,Housing Support,510,204.81927710843374
2018/19,Inverclyde,0-17 years,Housing Support,0,0
2018/19,Inverclyde,18-64 years,Housing Support,305,535.0877192982456
2018/19,Inverclyde,65-74 years,Housing Support,80,197.53086419753086
2018/19,Inverclyde,75-84 years,Housing Support,55,71.89542483660131
2018/19,Inverclyde,85+ years,Housing Support,65,90.9090909090909
2018/19,Inverclyde,Unknown,Housing Support,0,0
2018/19,Inverclyde,All Ages,Meals,15,6.024096385542169
2018/19,Inverclyde,0-17 years,Meals,0,0
2018/19,Inverclyde,18-64 years,Meals,0,0
2018/19,Inverclyde,65-74 years,Meals,0,0
2018/19,Inverclyde,75-84 years,Meals,5,6.5359477124183005
2018/19,Inverclyde,85+ years,Meals,10,13.986013986013987
2018/19,Inverclyde,Unknown,Meals,0,0
2018/19,Inverclyde,All Ages,Personal Care,1840,738.9558232931727
2018/19,Inverclyde,0-17 years,Personal Care,0,0
2018/19,Inverclyde,18-64 years,Personal Care,210,368.4210526315789
2018/19,Inverclyde,65-74 years,Personal Care,315,777.7777777777778
2018/19,Inverclyde,75-84 years,Personal Care,690,901.9607843137255
2018/19,Inverclyde,85+ years,Personal Care,625,874.1258741258741
2018/19,Inverclyde,Unknown,Personal Care,0,0
2018/19,Inverclyde,All Ages,Respite,305,122.48995983935743
2018/19,Inverclyde,0-17 years,Respite,25,714.2857142857143
2018/19,Inverclyde,18-64 years,Respite,90,157.89473684210526
2018/19,Inverclyde,65-74 years,Respite,40,98.76543209876543
2018/19,Inverclyde,75-84 years,Respite,80,104.57516339869281
2018/19,Inverclyde,85+ years,Respite,70,97.9020979020979
2018/19,Inverclyde,Unknown,Respite,0,0
2018/19,Inverclyde,All Ages,Social Educational Recreational,110,44.17670682730924
2018/19,Inverclyde,0-17 years,Social Educational Recreational,0,0
2018/19,Inverclyde,18-64 years,Social Educational Recreational,20,35.08771929824561
2018/19,Inverclyde,65-74 years,Social Educational Recreational,25,61.72839506172839
2018/19,Inverclyde,75-84 years,Social Educational Recreational,40,52.287581699346404
2018/19,Inverclyde,85+ years,Social Educational Recreational,30,41.95804195804196
2018/19,Inverclyde,Unknown,Social Educational Recreational,0,0
2018/19,Inverclyde,All Ages,Other,0,0
2018/19,Inverclyde,0-17 years,Other,0,0
2018/19,Inverclyde,18-64 years,Other,0,0
2018/19,Inverclyde,65-74 years,Other,0,0
2018/19,Inverclyde,75-84 years,Other,0,0
2018/19,Inverclyde,85+ years,Other,0,0
2018/19,Inverclyde,Unknown,Other,0,0
2018/19,Inverclyde,All Ages,Not Known,65,26.10441767068273
2018/19,Inverclyde,0-17 years,Not Known,10,285.7142857142857
2018/19,Inverclyde,18-64 years,Not Known,35,61.40350877192982
2018/19,Inverclyde,65-74 years,Not Known,5,12.345679012345679
2018/19,Inverclyde,75-84 years,Not Known,5,6.5359477124183005
2018/19,Inverclyde,85+ years,Not Known,10,13.986013986013987
2018/19,Inverclyde,Unknown,Not Known,0,0
2019/20,Inverclyde,All Ages,Domestic Care,190,74.80314960629921
2019/20,Inverclyde,0-17 years,Domestic Care,0,0
2019/20,Inverclyde,18-64 years,Domestic Care,35,59.32203389830509
2019/20,Inverclyde,65-74 years,Domestic Care,45,111.1111111111111
2019/20,Inverclyde,75-84 years,Domestic Care,55,70.06369426751593
2019/20,Inverclyde,85+ years,Domestic Care,60,82.1917808219178
2019/20,Inverclyde,Unknown,Domestic Care,0,0
2019/20,Inverclyde,All Ages,Equipment and Temporary Adaptations,0,0
2019/20,Inverclyde,0-17 years,Equipment and Temporary Adaptations,0,0
2019/20,Inverclyde,18-64 years,Equipment and Temporary Adaptations,0,0
2019/20,Inverclyde,65-74 years,Equipment and Temporary Adaptations,0,0
2019/20,Inverclyde,75-84 years,Equipment and Temporary Adaptations,0,0
2019/20,Inverclyde,85+ years,Equipment and Temporary Adaptations,0,0
2019/20,Inverclyde,Unknown,Equipment and Temporary Adaptations,0,0
2019/20,Inverclyde,All Ages,Health Care,0,0
2019/20,Inverclyde,0-17 years,Health Care,0,0
2019/20,Inverclyde,18-64 years,Health Care,0,0
2019/20,Inverclyde,65-74 years,Health Care,0,0
2019/20,Inverclyde,75-84 years,Health Care,0,0
2019/20,Inverclyde,85+ years,Health Care,0,0
2019/20,Inverclyde,Unknown,Health Care,0,0
2019/20,Inverclyde,All Ages,Housing Support,255,100.39370078740157
2019/20,Inverclyde,0-17 years,Housing Support,0,0
2019/20,Inverclyde,18-64 years,Housing Support,220,372.8813559322034
2019/20,Inverclyde,65-74 years,Housing Support,30,74.07407407407408
2019/20,Inverclyde,75-84 years,Housing Support,5,6.369426751592357
2019/20,Inverclyde,85+ years,Housing Support,5,6.8493150684931505
2019/20,Inverclyde,Unknown,Housing Support,0,0
2019/20,Inverclyde,All Ages,Meals,0,0
2019/20,Inverclyde,0-17 years,Meals,0,0
2019/20,Inverclyde,18-64 years,Meals,0,0
2019/20,Inverclyde,65-74 years,Meals,0,0
2019/20,Inverclyde,75-84 years,Meals,0,0
2019/20,Inverclyde,85+ years,Meals,0,0
2019/20,Inverclyde,Unknown,Meals,0,0
2019/20,Inverclyde,All Ages,Personal Care,2185,860.236220472441
2019/20,Inverclyde,0-17 years,Personal Care,5,166.66666666666666
2019/20,Inverclyde,18-64 years,Personal Care,365,618.6440677966102
2019/20,Inverclyde,65-74 years,Personal Care,365,901.2345679012345
2019/20,Inverclyde,75-84 years,Personal Care,750,955.4140127388536
2019/20,Inverclyde,85+ years,Personal Care,700,958.904109589041
2019/20,Inverclyde,Unknown,Personal Care,0,0
2019/20,Inverclyde,All Ages,Respite,310,122.04724409448819
2019/20,Inverclyde,0-17 years,Respite,20,666.6666666666666
2019/20,Inverclyde,18-64 years,Respite,85,144.0677966101695
2019/20,Inverclyde,65-74 years,Respite,40,98.76543209876543
2019/20,Inverclyde,75-84 years,Respite,80,101.91082802547771
2019/20,Inverclyde,85+ years,Respite,80,109.58904109589041
2019/20,Inverclyde,Unknown,Respite,0,0
2019/20,Inverclyde,All Ages,Social Educational Recreational,330,129.92125984251967
2019/20,Inverclyde,0-17 years,Social Educational Recreational,0,0
2019/20,Inverclyde,18-64 years,Social Educational Recreational,185,313.5593220338983
2019/20,Inverclyde,65-74 years,Social Educational Recreational,40,98.76543209876543
2019/20,Inverclyde,75-84 years,Social Educational Recreational,55,70.06369426751593
2019/20,Inverclyde,85+ years,Social Educational Recreational,40,54.794520547945204
2019/20,Inverclyde,Unknown,Social Educational Recreational,0,0
2019/20,Inverclyde,All Ages,Other,0,0
2019/20,Inverclyde,0-17 years,Other,0,0
2019/20,Inverclyde,18-64 years,Other,0,0
2019/20,Inverclyde,65-74 years,Other,0,0
2019/20,Inverclyde,75-84 years,Other,0,0
2019/20,Inverclyde,85+ years,Other,0,0
2019/20,Inverclyde,Unknown,Other,0,0
2019/20,Inverclyde,All Ages,Not Known,70,27.559055118110237
2019/20,Inverclyde,0-17 years,Not Known,10,333.3333333333333
2019/20,Inverclyde,18-64 years,Not Known,25,42.3728813559322
2019/20,Inverclyde,65-74 years,Not Known,10,24.691358024691358
2019/20,Inverclyde,75-84 years,Not Known,15,19.108280254777068
2019/20,Inverclyde,85+ years,Not Known,15,20.54794520547945
2019/20,Inverclyde,Unknown,Not Known,0,0
2017/18,Midlothian,All Ages,Domestic Care,0,0
2017/18,Midlothian,0-17 years,Domestic Care,0,0
2017/18,Midlothian,18-64 years,Domestic Care,0,0
2017/18,Midlothian,65-74 years,Domestic Care,0,0
2017/18,Midlothian,75-84 years,Domestic Care,0,0
